measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2007-03-01,,,,3526.898,38318.0,38318.0,979593.102,10642848.0,10642848.0
2007-04-01,,,,2213.345,24904.0,24904.0,1015506.656,11426224.0,11426224.0
2007-05-01,,,,2335.402,25487.0,25487.0,1018276.598,11112772.0,11112772.0
2007-06-01,,,,1365.412,14914.0,14914.0,1016546.588,11103519.0,11103519.0
2007-07-01,,,,3135.472,34520.0,34520.0,1097746.528,12085766.0,12085766.0
2007-08-01,,,,1794.3970000000002,19482.0,19482.0,1092215.602,11858156.0,11858156.0
2007-09-01,,,,1961.2910000000002,21712.0,21712.0,831876.71,9208988.0,9208988.0
2007-10-01,,,,377.995,4115.0,4115.0,790581.004,8606186.0,8606186.0
2007-11-01,,,,7956.985000000001,95116.0,95116.0,641465.015,7667952.0,7667952.0
2007-12-01,,,,3441.701,47131.0,47131.0,710988.299,9736309.0,9736309.0
2008-01-01,633500.186,7337451.0,7337451.0,9757.814,113019.0,113019.0,0.0,0.0,0.0
2008-02-01,451577.06,5277597.0,5277597.0,4365.9400000000005,51025.0,51025.0,0.0,0.0,0.0
2008-03-01,751644.765,8311902.0,8311902.0,5914.235000000001,65401.0,65401.0,0.0,0.0,0.0
2008-04-01,1037415.424,10901169.0,10901169.0,3660.576,38465.0,38465.0,0.0,0.0,0.0
2008-05-01,1050347.661,10812877.0,10812877.0,2421.339,24927.0,24927.0,0.0,0.0,0.0
2008-06-01,1084365.339,11450918.0,11450918.0,106.661,1126.0,1126.0,0.0,0.0,0.0
2008-07-01,1106238.312,12128026.0,12128026.0,1719.688,18853.0,18853.0,0.0,0.0,0.0
2008-08-01,1062353.428,11730046.0,11730046.0,3946.572,43576.0,43576.0,0.0,0.0,0.0
2008-09-01,720886.646,7919809.0,7919809.0,2216.3540000000003,24349.0,24349.0,0.0,0.0,0.0
2008-10-01,860015.188,9257367.0,9257367.0,2531.812,27253.0,27253.0,0.0,0.0,0.0
2008-11-01,859749.329,9554049.0,9554049.0,3802.6710000000003,42258.0,42258.0,0.0,0.0,0.0
2008-12-01,1009711.93,11205650.0,11205650.0,3265.07,36235.0,36235.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,3411.252,37797.0,37797.0,992626.748,10998540.0,10998540.0
2009-02-01,0.0,0.0,0.0,1405.124,15559.0,15559.0,689301.876,7632835.0,7632835.0
2009-03-01,0.0,0.0,0.0,4149.305,45840.0,45840.0,711576.695,7861297.0,7861297.0
2009-04-01,0.0,0.0,0.0,4949.98,54313.0,54313.0,908257.02,9965797.0,9965797.0
2009-05-01,0.0,0.0,0.0,2797.898,30060.0,30060.0,1082544.102,11630716.0,11630716.0
2009-06-01,0.0,0.0,0.0,3173.7960000000003,34305.0,34305.0,1017097.204,10993707.0,10993707.0
2009-07-01,0.0,0.0,0.0,2426.3340000000003,26698.0,26698.0,1072344.666,11799570.0,11799570.0
2009-08-01,0.0,0.0,0.0,3440.018,36864.0,36864.0,1134623.982,12158747.0,12158747.0
2009-09-01,0.0,0.0,0.0,3381.0730000000003,36739.0,36739.0,1029524.927,11186917.0,11186917.0
2009-10-01,0.0,0.0,0.0,1997.2920000000001,22153.0,22153.0,1013471.708,11241063.0,11241063.0
2009-11-01,0.0,0.0,0.0,3097.7760000000003,33643.0,33643.0,1004620.224,10910563.0,10910563.0
2009-12-01,0.0,0.0,0.0,3082.184,33649.0,33649.0,1024701.816,11186835.0,11186835.0
2010-01-01,813514.359,8868978.0,8868978.0,3619.641,39462.0,39462.0,0.0,0.0,0.0
2010-02-01,539654.335,5935309.0,5935309.0,3155.665,34707.0,34707.0,0.0,0.0,0.0
2010-03-01,585217.499,6285517.0,6285517.0,4082.501,43848.0,43848.0,0.0,0.0,0.0
2010-04-01,582742.22,6850636.0,6850636.0,2693.78,31668.0,31668.0,0.0,0.0,0.0
2010-05-01,771810.161,8291800.0,8291800.0,4128.839,44357.0,44357.0,0.0,0.0,0.0
2010-06-01,951625.496,10386284.0,10386284.0,4603.504,50244.0,50244.0,0.0,0.0,0.0
2010-07-01,938462.446,10104127.0,10104127.0,3591.554,38669.0,38669.0,,,
2010-08-01,1029522.988,10976440.0,10976440.0,4256.012000000001,45376.0,45376.0,0.0,0.0,0.0
2010-09-01,1092188.523,11615188.0,11615188.0,693.4770000000001,7375.0,7375.0,0.0,0.0,0.0
2010-10-01,977910.521,10429942.0,10429942.0,3372.4790000000003,35969.0,35969.0,,,
2010-11-01,780836.069,8143680.0,8143680.0,3570.931,37243.0,37243.0,,,
2010-12-01,1028312.083,10690077.0,10690077.0,3850.9170000000004,40033.0,40033.0,,,
2011-01-01,1073109.6,11020694.0,11020694.0,2596.359,26664.0,26664.0,,,
2011-02-01,745426.69,7757483.0,7757483.0,1460.309,15197.0,15197.0,,,
2011-03-01,995664.03,10245953.0,10245953.0,2033.967,20931.0,20931.0,,,
2011-04-01,961828.28,10428175.0,10428175.0,4161.721,45122.0,45122.0,,,
2011-05-01,750819.76,8178614.0,8178614.0,4936.237,53770.0,53770.0,,,
2011-06-01,955999.03,10398783.0,10398783.0,3694.97,40192.0,40192.0,,,
2011-07-01,924758.87,10126678.0,10126678.0,2578.128,28232.0,28232.0,,,
2011-08-01,1166030.2,12764611.0,12764611.0,691.791,7573.0,7573.0,,,
2011-09-01,1087272.2,11653478.0,11653478.0,1218.807,13063.0,13063.0,,,
2011-10-01,979944.42,10467761.0,10467761.0,1713.579,18304.0,18304.0,,,
2011-11-01,962166.38,10270863.0,10270863.0,1712.625,18282.0,18282.0,,,
2011-12-01,906744.43,9722532.0,9722532.0,3496.57,37492.0,37492.0,,,
2012-01-01,839584.01,9107821.0,9107821.0,2481.986,26925.0,26925.0,,,
2012-02-01,765341.09,8343389.0,8343389.0,2607.907,28430.0,28430.0,,,
2012-03-01,720283.03,7804277.0,7804277.0,2811.974,30468.0,30468.0,,,
2012-04-01,622027.21,6721546.0,6721546.0,5543.786,59905.0,59905.0,,,
2012-05-01,935791.55,10015849.0,10015849.0,2852.455,30530.0,30530.0,,,
2012-06-01,985968.23,10362328.0,10362328.0,2497.772,26251.0,26251.0,,,
2012-07-01,1041444.7,11216426.0,11216426.0,2290.263,24666.0,24666.0,,,
2012-08-01,960979.1,10251359.0,10251359.0,2392.905,25527.0,25527.0,,,
2012-09-01,1017417.8,10863624.0,10863624.0,4541.191,48489.0,48489.0,,,
2012-10-01,531191.54,5777123.0,5777123.0,4012.457,43639.0,43639.0,,,
2012-11-01,757916.35,8089915.0,8089915.0,5039.647,53793.0,53793.0,,,
2012-12-01,1010828.6,10920693.0,10920693.0,6114.372,66058.0,66058.0,,,
2013-01-01,961007.67,10371356.0,10371356.0,5690.33,61411.0,61411.0,,,
2013-02-01,859281.9,9193926.0,9193926.0,3596.104,38477.0,38477.0,,,
2013-03-01,866592.87,9413130.0,9413130.0,3391.134,36835.0,36835.0,,,
2013-04-01,682002.47,7414140.0,7414140.0,3367.531,36609.0,36609.0,,,
2013-05-01,779963.9,8609931.0,8609931.0,4393.096,48495.0,48495.0,,,
2013-06-01,880568.81,9645347.0,9645347.0,3589.192,39314.0,39314.0,,,
2013-07-01,1051000.8,11263710.0,11263710.0,2322.173,24887.0,24887.0,,,
2013-08-01,792147.03,8724306.0,8724306.0,4910.972,54087.0,54087.0,,,
2013-09-01,904452.61,9574984.0,9574984.0,2390.391,25306.0,25306.0,,,
2013-10-01,836911.51,8895267.0,8895267.0,6107.487,64915.0,64915.0,,,
2013-11-01,890802.32,9473909.0,9473909.0,5747.677,61128.0,61128.0,,,
2013-12-01,953181.64,10243634.0,10243634.0,7037.356,75629.0,75629.0,,,
2014-01-01,857698.96,9384972.0,9384972.0,4943.044,54087.0,54087.0,,,
2014-02-01,903420.28,9896602.0,9896602.0,5195.716,56917.0,56917.0,,,
2014-03-01,802989.99,8959211.0,8959211.0,5150.014,57460.0,57460.0,,,
2014-04-01,707191.27,7807884.0,7807884.0,7466.73,82438.0,82438.0,,,
2014-05-01,913994.75,9855229.0,9855229.0,6419.251,69216.0,69216.0,,,
2014-06-01,894647.27,9621782.0,9621782.0,2848.727,30638.0,30638.0,,,
2014-07-01,1027478.3,11072647.0,11072647.0,4034.706,43480.0,43480.0,,,
2014-08-01,728493.15,8147701.0,8147701.0,6286.853,70314.0,70314.0,,,
2014-09-01,899787.45,9565245.0,9565245.0,2734.546,29070.0,29070.0,,,
2014-10-01,887937.48,9912640.0,9912640.0,4201.524,46904.0,46904.0,,,
2014-11-01,734419.89,8107546.0,8107546.0,2828.106,31221.0,31221.0,,,
2014-12-01,945166.09,10541606.0,10541606.0,4675.908,52151.0,52151.0,,,
2015-01-01,805604.88,9025908.0,9025908.0,5081.117,56928.0,56928.0,,,
2015-02-01,589685.7,6869236.0,6869236.0,5770.305,67218.0,67218.0,,,
2015-03-01,595601.44,6879079.0,6879079.0,4676.563,54013.0,54013.0,,,
2015-04-01,460973.18,5484105.0,5484105.0,9364.825,111411.0,111411.0,,,
2015-05-01,822752.57,9077099.0,9077099.0,5511.429,60805.0,60805.0,,,
2015-06-01,870007.24,9550659.0,9550659.0,5332.765,58541.0,58541.0,,,
2015-07-01,838133.24,9161842.0,9161842.0,5787.764,63267.0,63267.0,,,
2015-08-01,956249.6,10395173.0,10395173.0,4155.404,45172.0,45172.0,,,
2015-09-01,868163.51,9708775.0,9708775.0,2190.488,24496.0,24496.0,,,
2015-10-01,568740.85,6614483.0,6614483.0,2696.154,31356.0,31356.0,,,
2015-11-01,719034.18,8062433.0,8062433.0,4576.816,51319.0,51319.0,,,
2015-12-01,852719.17,9440162.0,9440162.0,4645.833,51432.0,51432.0,,,
2016-01-01,983462.04,10881924.0,10881924.0,6188.962,68480.0,68480.0,,,
2016-02-01,588856.59,6414775.0,6414775.0,4630.413,50442.0,50442.0,,,
2016-03-01,772480.76,8140846.0,8140846.0,5001.238,52706.0,52706.0,,,
2016-04-01,606762.62,7311084.0,7311084.0,4945.376,59588.0,59588.0,,,
2016-05-01,873134.88,9526531.0,9526531.0,5037.119,54959.0,54959.0,,,
2016-06-01,1025689.2,11203533.0,11203533.0,2133.848,23308.0,23308.0,,,
2016-07-01,961161.78,10920241.0,10920241.0,2667.221,30304.0,30304.0,,,
2016-08-01,890720.29,10065769.0,10065769.0,2766.715,31266.0,31266.0,,,
2016-09-01,705603.31,8013547.0,8013547.0,3916.693,44482.0,44482.0,,,
2016-10-01,1085775.7,11689317.0,11689317.0,1600.339,17229.0,17229.0,,,
2016-11-01,874189.59,9493374.0,9493374.0,2112.409,22940.0,22940.0,,,
2016-12-01,863401.72,9522667.0,9522667.0,5325.281,58734.0,58734.0,,,
2017-01-01,860092.5,9580154.0,9580154.0,5114.497,56968.0,56968.0,,,
2017-02-01,781917.67,8746700.0,8746700.0,4301.335,48116.0,48116.0,,,
2017-03-01,972215.17,10775880.0,10775880.0,3059.834,33915.0,33915.0,,,
2017-04-01,967149.51,10623674.0,10623674.0,2648.491,29092.0,29092.0,,,
2017-05-01,766314.67,8633690.0,8633690.0,2821.332,31787.0,31787.0,,,
2017-06-01,947355.26,10348866.0,10348866.0,2550.741,27864.0,27864.0,,,
2017-07-01,960578.78,10900487.0,10900487.0,2960.222,33592.0,33592.0,,,
2017-08-01,986798.86,10998626.0,10998626.0,3095.14,34498.0,34498.0,,,
2017-09-01,888441.82,9834960.0,9834960.0,2882.178,31905.0,31905.0,,,
2017-10-01,1031233.6,11300436.0,11300436.0,2375.427,26030.0,26030.0,,,
2017-11-01,905984.44,10234784.0,10234784.0,3452.556,39003.0,39003.0,,,
2017-12-01,752659.83,8443079.0,8443079.0,3282.174,36818.0,36818.0,,,
2018-01-01,0.0,0.0,0.0,1329.23,15214.0,15214.0,,,
2018-02-01,0.0,0.0,0.0,1235.918,13714.0,13714.0,,,
2018-03-01,0.0,0.0,0.0,709.819,7783.0,7783.0,,,
2018-04-01,0.0,0.0,0.0,846.66,9492.0,9492.0,,,
2018-05-01,0.0,0.0,0.0,1000.198,11801.0,11801.0,,,
2018-06-01,0.0,0.0,0.0,711.772,8377.0,8377.0,,,
2018-07-01,0.0,0.0,0.0,2299.592,27943.0,27943.0,,,
2018-08-01,0.0,0.0,0.0,1603.447,18304.0,18304.0,,,
2018-09-01,0.0,0.0,0.0,2166.934,24740.0,24740.0,,,
2018-10-01,0.0,0.0,0.0,3318.542,38171.0,38171.0,,,
2018-11-01,0.0,0.0,0.0,1905.495,19963.0,19963.0,,,
2018-12-01,0.0,0.0,0.0,1364.832,15169.0,15169.0,,,
2019-01-01,0.0,0.0,0.0,4482.342,53012.0,53012.0,,,
2019-02-01,0.0,0.0,0.0,906.523,10182.0,10182.0,,,
2019-03-01,0.0,0.0,0.0,3606.841,43050.0,43050.0,,,
2019-04-01,0.0,0.0,0.0,1505.322,15814.0,15814.0,,,
2019-05-01,0.0,0.0,0.0,5050.645,57721.0,57721.0,,,
2019-06-01,0.0,0.0,0.0,1616.192,17088.0,17088.0,,,
2019-07-01,0.0,0.0,0.0,2107.935,23897.0,23897.0,,,
2019-08-01,0.0,0.0,0.0,1583.292,17937.0,17937.0,,,
2019-09-01,0.0,0.0,0.0,1850.846,21185.0,21185.0,,,
2019-10-01,0.0,0.0,0.0,1497.848,16935.0,16935.0,,,
2019-11-01,0.0,0.0,0.0,1895.727,22232.0,22232.0,,,
2019-12-01,0.0,0.0,0.0,3408.751,35828.0,35828.0,,,
2020-01-01,0.0,0.0,0.0,3460.429,40141.0,40141.0,,,
2020-02-01,0.0,0.0,0.0,3345.412,42218.0,42218.0,,,
2020-03-01,0.0,0.0,0.0,2113.272,26817.0,26817.0,,,
2020-04-01,0.0,0.0,0.0,2143.362,25357.0,25357.0,,,
2020-05-01,0.0,0.0,0.0,1363.184,15457.0,15457.0,,,
2020-06-01,0.0,0.0,0.0,626.627,7052.0,7052.0,,,
2020-07-01,0.0,0.0,0.0,2068.145,23155.0,23155.0,,,
2020-08-01,0.0,0.0,0.0,2947.057,33320.0,33320.0,,,
2020-09-01,0.0,0.0,0.0,2365.413,26036.0,26036.0,,,
2020-10-01,0.0,0.0,0.0,2537.703,28272.0,28272.0,,,
2020-11-01,0.0,0.0,0.0,4787.216,56436.0,56436.0,,,
2020-12-01,0.0,0.0,0.0,3199.097,37158.0,37158.0,,,
2021-01-01,0.0,0.0,0.0,1555.167,17535.0,17535.0,,,
2021-02-01,0.0,0.0,0.0,1466.342,16646.0,16646.0,,,
2021-03-01,0.0,0.0,0.0,1862.035,20370.0,20370.0,,,
2021-04-01,0.0,0.0,0.0,2564.731,29138.0,29138.0,,,
2021-05-01,0.0,0.0,0.0,1434.189,15944.0,15944.0,,,
2021-06-01,0.0,0.0,0.0,1427.428,15995.0,15995.0,,,
2021-07-01,0.0,0.0,0.0,2291.955,26976.0,26976.0,,,
2021-08-01,0.0,0.0,0.0,2060.241,24383.0,24383.0,,,
2021-09-01,0.0,0.0,0.0,1351.78,15814.0,15814.0,,,
2021-10-01,0.0,0.0,0.0,3598.241,39031.0,39031.0,,,
2021-11-01,0.0,0.0,0.0,2398.76,28074.0,28074.0,,,
2021-12-01,0.0,0.0,0.0,1053.925,12022.0,12022.0,,,
2022-01-01,0.0,0.0,0.0,2046.04,22674.0,22674.0,,,
2022-02-01,0.0,0.0,0.0,1972.639,22465.0,22465.0,,,
2022-03-01,0.0,0.0,0.0,3036.844,34328.0,34328.0,,,
2022-04-01,425970.38,5099119.0,5099119.0,963.618,11535.0,11535.0,,,
2022-05-01,251465.21,2988677.0,2988677.0,1506.787,17908.0,17908.0,,,
2022-06-01,479043.4,5635458.0,5635458.0,1501.605,17665.0,17665.0,,,
2022-07-01,221182.61,2557831.0,2557831.0,1186.392,13720.0,13720.0,,,
2022-08-01,250496.8,2914894.0,2914894.0,851.205,9905.0,9905.0,,,
2022-09-01,246923.83,2911912.0,2911912.0,786.167,9271.0,9271.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
