measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-10-01,512.27,4729.0,4729.0
2016-11-01,460.107,4248.0,4248.0
2016-12-01,334.623,3089.0,3089.0
2017-01-01,376.19,3466.0,3466.0
2017-02-01,689.457,6352.0,6352.0
2017-03-01,876.543,8076.0,8076.0
2017-04-01,913.388,8415.0,8415.0
2017-05-01,984.723,9072.0,9072.0
2017-06-01,1123.018,10346.0,10346.0
2017-07-01,1098.96,10125.0,10125.0
2017-08-01,1098.455,10120.0,10120.0
2017-09-01,936.942,8632.0,8632.0
2017-10-01,595.242,5484.0,5484.0
2017-11-01,617.618,5690.0,5690.0
2017-12-01,405.464,3736.0,3736.0
2018-01-01,512.042,4662.0,4662.0
2018-02-01,475.932,4333.0,4333.0
2018-03-01,798.357,7268.0,7268.0
2018-04-01,794.429,7232.0,7232.0
2018-05-01,919.833,8374.0,8374.0
2018-06-01,1021.668,9301.0,9301.0
2018-07-01,1087.392,9900.0,9900.0
2018-08-01,945.368,8607.0,8607.0
2018-09-01,626.72,5706.0,5706.0
2018-10-01,578.673,5268.0,5268.0
2018-11-01,450.096,4098.0,4098.0
2018-12-01,428.49,3901.0,3901.0
2019-01-01,571.232,5087.0,5087.0
2019-02-01,683.641,6088.0,6088.0
2019-03-01,963.412,8579.0,8579.0
2019-04-01,914.974,8148.0,8148.0
2019-05-01,999.991,8905.0,8905.0
2019-06-01,1090.018,9707.0,9707.0
2019-07-01,1221.468,10877.0,10877.0
2019-08-01,1095.53,9756.0,9756.0
2019-09-01,938.525,8358.0,8358.0
2019-10-01,672.952,5993.0,5993.0
2019-11-01,644.891,5743.0,5743.0
2019-12-01,401.366,3574.0,3574.0
2020-01-01,499.828,4382.0,4382.0
2020-02-01,561.559,4923.0,4923.0
2020-03-01,804.281,7051.0,7051.0
2020-04-01,836.364,7332.0,7332.0
2020-05-01,1094.575,9596.0,9596.0
2020-06-01,1149.005,10073.0,10073.0
2020-07-01,1082.185,9488.0,9488.0
2020-08-01,935.046,8198.0,8198.0
2020-09-01,859.154,7532.0,7532.0
2020-10-01,620.414,5439.0,5439.0
2020-11-01,569.303,4991.0,4991.0
2020-12-01,394.286,3457.0,3457.0
2021-01-01,528.222,4672.0,4672.0
2021-02-01,314.561,2782.0,2782.0
2021-03-01,1031.408,9122.0,9122.0
2021-04-01,1017.066,8995.0,8995.0
2021-05-01,1150.444,10175.0,10175.0
2021-06-01,1145.663,10132.0,10132.0
2021-07-01,1100.726,9735.0,9735.0
2021-08-01,962.806,8515.0,8515.0
2021-09-01,869.824,7693.0,7693.0
2021-10-01,697.007,6164.0,6164.0
2021-11-01,602.591,5329.0,5329.0
2021-12-01,540.682,4782.0,4782.0
2022-01-01,526.449,1796.0,1796.0
2022-02-01,642.663,2193.0,2193.0
2022-03-01,860.801,2937.0,2937.0
2022-04-01,1018.715,3476.0,3476.0
2022-05-01,1045.122,3566.0,3566.0
2022-06-01,1083.066,3695.0,3695.0
2022-07-01,1101.852,3760.0,3760.0
2022-08-01,1129.159,3853.0,3853.0
2022-09-01,944.415,3222.0,3222.0
2022-10-01,782.373,2669.0,2669.0
2022-11-01,622.024,2122.0,2122.0
2022-12-01,471.361,1608.0,1608.0
2023-01-01,431.0,1471.0,1471.0
2023-02-01,662.0,2259.0,2259.0
2023-03-01,879.0,2999.0,2999.0
2023-04-01,1005.0,3429.0,3429.0
2023-05-01,1125.0,3839.0,3839.0
2023-06-01,983.0,3354.0,3354.0
2023-07-01,1045.0,3566.0,3566.0
2023-08-01,943.0,3218.0,3218.0
2023-09-01,803.0,2740.0,2740.0
2023-10-01,801.0,2733.0,2733.0
2023-11-01,669.0,2283.0,2283.0
2023-12-01,401.0,1368.0,1368.0
2024-01-01,357.0,1218.0,1218.0
2024-02-01,737.0,2515.0,2515.0
2024-03-01,888.0,3030.0,3030.0
2024-04-01,867.0,2958.0,2958.0
2024-05-01,850.0,2900.0,2900.0
2024-06-01,1132.0,3862.0,3862.0
2024-07-01,1011.0,3450.0,3450.0
2024-08-01,972.0,3316.0,3316.0
2024-09-01,757.0,2583.0,2583.0
2024-10-01,943.0,3218.0,3218.0
2024-11-01,626.0,2136.0,2136.0
2024-12-01,504.0,1720.0,1720.0
