measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2019-11-01,941.771,7801.0,7801.0,0.0,0.0,0.0,,,,106161.23,879330.0,879330.0,0.0,0.0,0.0
2019-12-01,230.195,1894.0,1894.0,0.0,0.0,0.0,,,,102671.81,844852.0,844852.0,0.0,0.0,0.0
2020-01-01,256.472,2130.0,2130.0,0.0,0.0,0.0,,,,144879.53,1202962.0,1202962.0,0.0,0.0,0.0
2020-02-01,242.162,2020.0,2020.0,0.0,0.0,0.0,,,,133081.84,1110368.0,1110368.0,0.0,0.0,0.0
2020-03-01,134.753,1125.0,1125.0,0.0,0.0,0.0,,,,149608.25,1249066.0,1249066.0,0.0,0.0,0.0
2020-04-01,10.947,92.0,92.0,0.0,0.0,0.0,,,,100838.05,847879.0,847879.0,0.0,0.0,0.0
2020-05-01,558.958,4631.0,4631.0,0.0,0.0,0.0,,,,89955.042,745309.0,745309.0,0.0,0.0,0.0
2020-06-01,348.737,2940.0,2940.0,0.0,0.0,0.0,,,,134275.26,1131913.0,1131913.0,0.0,0.0,0.0
2020-07-01,244.386,2071.0,2071.0,0.0,0.0,0.0,,,,138695.61,1175393.0,1175393.0,0.0,0.0,0.0
2020-08-01,322.143,2715.0,2715.0,0.0,0.0,0.0,,,,146936.86,1238563.0,1238563.0,0.0,0.0,0.0
2020-09-01,170.962,1421.0,1421.0,0.0,0.0,0.0,,,,54014.038,448950.0,448950.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,376.01,3090.0,3090.0,0.0,0.0,0.0,,,,78545.99,645386.0,645386.0,0.0,0.0,0.0
2021-01-01,118.174,981.0,981.0,0.0,0.0,0.0,,,,97088.826,805708.0,805708.0,0.0,0.0,0.0
2021-02-01,9750.54,81304.0,81304.0,0.0,0.0,0.0,,,,5214.46,43480.0,43480.0,0.0,0.0,0.0
2021-03-01,139.857,1128.0,1128.0,0.0,0.0,0.0,,,,100535.14,810588.0,810588.0,0.0,0.0,0.0
2021-04-01,272.363,2237.0,2237.0,0.0,0.0,0.0,,,,131773.64,1082442.0,1082442.0,0.0,0.0,0.0
2021-05-01,357.961,2974.0,2974.0,0.0,0.0,0.0,,,,130092.04,1080783.0,1080783.0,0.0,0.0,0.0
2021-06-01,133.419,1092.0,1092.0,0.0,0.0,0.0,,,,107066.58,876576.0,876576.0,0.0,0.0,0.0
2021-07-01,269.644,2242.0,2242.0,0.0,0.0,0.0,,,,136497.36,1134851.0,1134851.0,0.0,0.0,0.0
2021-08-01,7.457,63.0,63.0,0.0,0.0,0.0,,,,68462.543,577528.0,577528.0,0.0,0.0,0.0
2021-09-01,49.675,419.0,419.0,0.0,0.0,0.0,,,,48267.325,406753.0,406753.0,0.0,0.0,0.0
2021-10-01,94.323,815.0,815.0,0.0,0.0,0.0,,,,57124.677,493348.0,493348.0,0.0,0.0,0.0
2021-11-01,340.056,2797.0,2797.0,0.0,0.0,0.0,,,,18158.944,149338.0,149338.0,0.0,0.0,0.0
2021-12-01,514.832,4226.0,4226.0,0.0,0.0,0.0,,,,86089.168,706720.0,706720.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8514.0,73002.0,73002.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,551.0,5701.0,5701.0,0.0,0.0,0.0
2022-03-01,16.427,137.0,137.0,0.0,0.0,0.0,,,,12180.573,101792.0,101792.0,0.0,0.0,0.0
2022-04-01,106.969,909.0,909.0,0.0,0.0,0.0,,,,100504.03,854515.0,854515.0,0.0,0.0,0.0
2022-05-01,8.626,74.0,74.0,0.0,0.0,0.0,,,,97477.374,840335.0,840335.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,115805.0,982083.0,982083.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,150309.0,1276509.0,1276509.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,134579.0,1147383.0,1147383.0,0.0,0.0,0.0
2022-09-01,250.311,2277.0,2277.0,0.0,0.0,0.0,,,,74481.689,677405.0,677405.0,0.0,0.0,0.0
2022-10-01,184.887,1705.0,1705.0,0.0,0.0,0.0,,,,78719.113,725750.0,725750.0,0.0,0.0,0.0
2022-11-01,508.798,4336.0,4336.0,0.0,0.0,0.0,,,,105667.2,900451.0,900451.0,0.0,0.0,0.0
2022-12-01,25460.426,197735.0,197735.0,0.0,0.0,0.0,,,,116329.57,903457.0,903457.0,0.0,0.0,0.0
2023-01-01,194.47,1647.0,1647.0,0.0,0.0,0.0,,,,114307.53,968303.0,968303.0,0.0,0.0,0.0
2023-02-01,123.313,1047.0,1047.0,0.0,0.0,0.0,,,,29980.687,254495.0,254495.0,0.0,0.0,0.0
2023-03-01,104.935,941.0,941.0,0.0,0.0,0.0,,,,72784.065,652940.0,652940.0,0.0,0.0,0.0
2023-04-01,51.388,436.0,436.0,0.0,0.0,0.0,,,,58777.612,498970.0,498970.0,0.0,0.0,0.0
2023-05-01,397.73,3404.0,3404.0,0.0,0.0,0.0,,,,132925.27,1137590.0,1137590.0,0.0,0.0,0.0
2023-06-01,324.966,2776.0,2776.0,0.0,0.0,0.0,,,,118766.03,1014455.0,1014455.0,0.0,0.0,0.0
2023-07-01,67.787,574.0,574.0,0.0,0.0,0.0,,,,149839.21,1268790.0,1268790.0,0.0,0.0,0.0
2023-08-01,262.961,2227.0,2227.0,0.0,0.0,0.0,,,,145245.04,1230138.0,1230138.0,0.0,0.0,0.0
2023-09-01,7.427,63.0,63.0,0.0,0.0,0.0,,,,62989.573,535479.0,535479.0,0.0,0.0,0.0
2023-10-01,42.744,360.0,360.0,0.0,0.0,0.0,,,,30084.256,253630.0,253630.0,0.0,0.0,0.0
2023-11-01,402.536,4244.0,4244.0,0.0,0.0,0.0,,,,331.464,3495.0,3495.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1452.0,1452.0,0.0,0.0,0.0
2024-01-01,125.908,1148.0,1148.0,0.0,0.0,0.0,,,,137043.09,1249528.0,1249528.0,0.0,0.0,0.0
2024-02-01,92.277,1045.0,1045.0,0.0,0.0,0.0,,,,129738.72,1468791.0,1468791.0,0.0,0.0,0.0
2024-03-01,150.755,1280.0,1280.0,0.0,0.0,0.0,,,,148844.25,1263796.0,1263796.0,0.0,0.0,0.0
2024-04-01,175.701,1492.0,1492.0,0.0,0.0,0.0,,,,156186.3,1326642.0,1326642.0,0.0,0.0,0.0
2024-05-01,136.38,1154.0,1154.0,0.0,0.0,0.0,,,,58269.62,492947.0,492947.0,0.0,0.0,0.0
2024-06-01,374.843,3237.0,3237.0,0.0,0.0,0.0,,,,121773.16,1051704.0,1051704.0,0.0,0.0,0.0
2024-07-01,50.939,431.0,431.0,0.0,0.0,0.0,,,,148136.06,1251947.0,1251947.0,0.0,0.0,0.0
2024-08-01,42.568,367.0,367.0,0.0,0.0,0.0,,,,142465.43,1229457.0,1229457.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,98160.0,848051.0,848051.0,0.0,0.0,0.0
2024-10-01,645.477,6061.0,6061.0,0.0,0.0,0.0,,,,409.523,3846.0,3846.0,0.0,0.0,0.0
2024-11-01,576.291,5396.0,5396.0,0.0,0.0,0.0,,,,92011.709,861472.0,861472.0,0.0,0.0,0.0
2024-12-01,67.253,568.0,568.0,0.0,0.0,0.0,,,,151394.75,1279228.0,1279228.0,0.0,0.0,0.0
