measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-04-01,202.075,1787.0,1787.0
2021-05-01,256.554,2269.0,2269.0
2021-06-01,318.826,2820.0,2820.0
2021-07-01,289.497,2560.0,2560.0
2021-08-01,266.531,2357.0,2357.0
2021-09-01,227.011,2008.0,2008.0
2021-10-01,152.28,1347.0,1347.0
2021-11-01,93.616,828.0,828.0
2021-12-01,59.61,527.0,527.0
2022-01-01,89.05,304.0,304.0
2022-02-01,133.977,457.0,457.0
2022-03-01,176.067,601.0,601.0
2022-04-01,149.123,509.0,509.0
2022-05-01,220.241,751.0,751.0
2022-06-01,276.147,942.0,942.0
2022-07-01,268.464,916.0,916.0
2022-08-01,237.323,810.0,810.0
2022-09-01,222.711,760.0,760.0
2022-10-01,148.506,507.0,507.0
2022-11-01,80.036,273.0,273.0
2022-12-01,38.355,131.0,131.0
2023-01-01,75.0,256.0,256.0
2023-02-01,125.0,427.0,427.0
2023-03-01,180.0,614.0,614.0
2023-04-01,197.0,672.0,672.0
2023-05-01,260.0,887.0,887.0
2023-06-01,274.0,935.0,935.0
2023-07-01,290.0,989.0,989.0
2023-08-01,255.0,870.0,870.0
2023-09-01,189.0,645.0,645.0
2023-10-01,135.0,461.0,461.0
2023-11-01,90.0,307.0,307.0
2023-12-01,55.0,188.0,188.0
2024-01-01,60.0,205.0,205.0
2024-02-01,131.0,447.0,447.0
2024-03-01,182.0,621.0,621.0
2024-04-01,195.0,665.0,665.0
2024-05-01,253.0,863.0,863.0
2024-06-01,203.0,693.0,693.0
2024-07-01,258.0,880.0,880.0
2024-08-01,225.0,768.0,768.0
2024-09-01,231.0,788.0,788.0
2024-10-01,166.0,566.0,566.0
2024-11-01,64.0,218.0,218.0
2024-12-01,43.0,147.0,147.0
