measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,-20.0,0.0,0.0,,,
2003-02-01,154.0,2297.0,2297.0,,,
2003-03-01,338.0,4720.0,4720.0,,,
2003-04-01,-17.0,0.0,0.0,,,
2003-05-01,0.0,0.0,0.0,,,
2003-06-01,-11.0,0.0,0.0,,,
2003-07-01,-8.0,0.0,0.0,,,
2003-08-01,139.0,2115.0,2115.0,,,
2003-09-01,279.0,4418.0,4418.0,,,
2003-10-01,30.0,553.0,553.0,,,
2003-11-01,0.0,0.0,0.0,,,
2003-12-01,-18.0,0.0,0.0,,,
2004-01-01,40.892,4628.0,4628.0,,,
2004-02-01,0.12,14.0,14.0,,,
2004-03-01,0.0,0.0,0.0,,,
2004-04-01,0.045,5.0,5.0,,,
2004-05-01,0.0,0.0,0.0,,,
2004-06-01,1.086,123.0,123.0,,,
2004-07-01,6.238,706.0,706.0,,,
2004-08-01,0.0,0.0,0.0,,,
2004-09-01,0.432,49.0,49.0,,,
2004-10-01,0.316,36.0,36.0,,,
2004-11-01,0.0,0.0,0.0,,,
2004-12-01,9.871,1117.0,1117.0,,,
2005-01-01,24.351000000000003,785.58,785.58,,,
2005-02-01,8.366,269.9,269.9,,,
2005-03-01,9.273,299.15,299.15,,,
2005-04-01,11.232000000000001,362.35,362.35,,,
2005-05-01,10.432,336.54,336.54,,,
2005-06-01,13.539000000000001,436.79,436.79,,,
2005-07-01,13.781,444.6,444.6,,,
2005-08-01,16.19,522.3,522.3,,,
2005-09-01,10.598,341.9,341.9,,,
2005-10-01,11.769,379.69,379.69,,,
2005-11-01,9.462,305.24,305.24,,,
2005-12-01,20.006,645.41,645.41,,,
