measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,18.0,344.0,344.0
2003-05-01,5.0,93.0,93.0,132.0,2364.0,2364.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,57.0,942.0,942.0
2003-08-01,0.0,0.0,0.0,757.0,13537.0,13537.0
2003-09-01,0.0,0.0,0.0,377.0,6569.0,6569.0
2003-10-01,0.0,0.0,0.0,431.0,7598.0,7598.0
2003-11-01,0.0,0.0,0.0,292.0,4843.0,4843.0
2003-12-01,0.0,0.0,0.0,194.0,3315.0,3315.0
2004-01-01,0.278,5.0,5.0,200.455,3799.0,3799.0
2004-02-01,0.787,15.0,15.0,181.318,3437.0,3437.0
2004-03-01,3.6780000000000004,68.0,68.0,179.75400000000002,3407.0,3407.0
2004-04-01,3.443,64.0,64.0,169.80200000000002,3218.0,3218.0
2004-05-01,0.547,10.0,10.0,186.613,3537.0,3537.0
2004-06-01,0.21,4.0,4.0,170.04600000000002,3223.0,3223.0
2004-07-01,0.215,4.0,4.0,191.321,3626.0,3626.0
2004-08-01,0.098,2.0,2.0,190.869,3618.0,3618.0
2004-09-01,0.24700000000000003,5.0,5.0,185.907,3524.0,3524.0
2004-10-01,0.152,3.0,3.0,168.06300000000002,3185.0,3185.0
2004-11-01,0.149,3.0,3.0,181.685,3444.0,3444.0
2004-12-01,0.196,4.0,4.0,185.16400000000002,3510.0,3510.0
2005-01-01,0.48300000000000004,13.11,13.11,38.085,936.63,936.63
2005-02-01,0.11800000000000001,3.2,3.2,34.375,845.4,845.4
2005-03-01,0.168,4.57,4.57,37.098,912.36,912.36
2005-04-01,0.138,3.75,3.75,37.276,916.74,916.74
2005-05-01,0.14300000000000002,3.88,3.88,40.941,1006.86,1006.86
2005-06-01,0.125,3.39,3.39,52.586000000000006,1293.26,1293.26
2005-07-01,0.365,9.91,9.91,67.337,1656.04,1656.04
2005-08-01,0.441,11.99,11.99,69.783,1716.19,1716.19
2005-09-01,0.364,9.9,9.9,52.631,1294.37,1294.37
2005-10-01,0.154,4.17,4.17,40.852000000000004,1004.68,1004.68
2005-11-01,0.154,4.19,4.19,36.45,896.42,896.42
2005-12-01,0.34700000000000003,9.43,9.43,41.588,1022.79,1022.79
2006-01-01,0.307,7.0,7.0,35.936,690.0,690.0
2006-02-01,0.304,7.0,7.0,42.635,818.0,818.0
2006-03-01,0.266,6.0,6.0,48.629000000000005,934.0,934.0
2006-04-01,0.35100000000000003,8.0,8.0,54.392,1044.0,1044.0
2006-05-01,0.317,7.0,7.0,63.0,1209.0,1209.0
2006-06-01,0.379,9.0,9.0,80.27900000000001,1541.0,1541.0
2006-07-01,0.368,9.0,9.0,100.92800000000001,1938.0,1938.0
2006-08-01,0.396,9.0,9.0,102.20100000000001,1962.0,1962.0
2006-09-01,0.281,7.0,7.0,69.538,1335.0,1335.0
2006-10-01,0.36200000000000004,8.0,8.0,62.96,1209.0,1209.0
2006-11-01,0.316,7.0,7.0,46.758,898.0,898.0
2006-12-01,0.35200000000000004,8.0,8.0,48.744,936.0,936.0
2007-01-01,0.0,0.0,0.0,90.162,1788.0,1788.0
2007-02-01,0.0,0.0,0.0,82.012,1627.0,1627.0
2007-03-01,0.0,0.0,0.0,75.863,1505.0,1505.0
2007-04-01,0.0,0.0,0.0,75.512,1498.0,1498.0
2007-05-01,0.0,0.0,0.0,84.227,1670.0,1670.0
2007-06-01,0.0,0.0,0.0,99.585,1975.0,1975.0
2007-07-01,0.0,0.0,0.0,135.657,2690.0,2690.0
2007-08-01,0.0,0.0,0.0,150.389,2982.0,2982.0
2007-09-01,0.0,0.0,0.0,118.51,2350.0,2350.0
2007-10-01,0.0,0.0,0.0,112.31200000000001,2227.0,2227.0
2007-11-01,0.0,0.0,0.0,106.78,2117.0,2117.0
2007-12-01,0.0,0.0,0.0,118.99,2360.0,2360.0
2008-01-01,0.0,0.0,0.0,60.306000000000004,1196.0,1196.0
2008-02-01,0.0,0.0,0.0,50.532000000000004,1004.0,1004.0
2008-03-01,0.0,0.0,0.0,47.424,942.0,942.0
2008-04-01,0.0,0.0,0.0,53.949000000000005,1071.0,1071.0
2008-05-01,0.0,0.0,0.0,42.881,852.0,852.0
2008-06-01,0.0,0.0,0.0,46.933,932.0,932.0
2008-07-01,0.0,0.0,0.0,61.474000000000004,1221.0,1221.0
2008-08-01,0.0,0.0,0.0,71.918,1428.0,1428.0
2008-09-01,0.0,0.0,0.0,64.775,1286.0,1286.0
2008-10-01,0.0,0.0,0.0,60.388000000000005,1199.0,1199.0
2008-11-01,0.0,0.0,0.0,52.59,1044.0,1044.0
2008-12-01,0.0,0.0,0.0,58.83,1168.0,1168.0
2009-01-01,0.0,0.0,0.0,70.223,1337.0,1337.0
2009-02-01,0.0,0.0,0.0,64.613,1232.0,1232.0
2009-03-01,0.0,0.0,0.0,60.122,1146.0,1146.0
2009-04-01,0.0,0.0,0.0,51.646,984.0,984.0
2009-05-01,0.0,0.0,0.0,52.471000000000004,1001.0,1001.0
2009-06-01,0.0,0.0,0.0,48.631,927.0,927.0
2009-07-01,0.0,0.0,0.0,88.986,1697.0,1697.0
2009-08-01,0.0,0.0,0.0,91.248,1739.0,1739.0
2009-09-01,0.0,0.0,0.0,95.62100000000001,1823.0,1823.0
2009-10-01,0.0,0.0,0.0,74.774,1426.0,1426.0
2009-11-01,0.0,0.0,0.0,68.285,1301.0,1301.0
2009-12-01,0.0,0.0,0.0,78.38,1494.0,1494.0
2010-01-01,0.0,0.0,0.0,96.918,1807.0,1807.0
2010-02-01,0.0,0.0,0.0,89.48,1669.0,1669.0
2010-03-01,0.0,0.0,0.0,95.289,1778.0,1778.0
2010-04-01,0.0,0.0,0.0,80.263,1497.0,1497.0
2010-05-01,0.0,0.0,0.0,58.46,1090.0,1090.0
2010-06-01,0.0,0.0,0.0,54.571000000000005,1018.0,1018.0
2010-07-01,0.0,0.0,0.0,90.089,1680.0,1680.0
2010-08-01,0.0,0.0,0.0,106.339,1983.0,1983.0
2010-09-01,0.0,0.0,0.0,98.539,1838.0,1838.0
2010-10-01,0.0,0.0,0.0,110.625,2063.0,2063.0
2010-11-01,0.0,0.0,0.0,93.15700000000001,1738.0,1738.0
2010-12-01,0.0,0.0,0.0,87.27,1627.0,1627.0
2011-01-01,0.0,0.0,0.0,53.177,791.0,791.0
2011-02-01,0.0,0.0,0.0,52.436,780.0,780.0
2011-03-01,0.0,0.0,0.0,41.709,620.0,620.0
2011-04-01,0.0,0.0,0.0,35.539,528.0,528.0
2011-05-01,0.0,0.0,0.0,31.709,472.0,472.0
2011-06-01,0.0,0.0,0.0,35.288,524.0,524.0
2011-07-01,0.0,0.0,0.0,56.575,841.0,841.0
2011-08-01,0.0,0.0,0.0,69.461,1032.0,1032.0
2011-09-01,0.0,0.0,0.0,70.514,1048.0,1048.0
2011-10-01,0.0,0.0,0.0,56.475,839.0,839.0
2011-11-01,0.0,0.0,0.0,55.677,828.0,828.0
2011-12-01,0.0,0.0,0.0,72.44,1077.0,1077.0
2012-01-01,0.0,0.0,0.0,236.374,4559.0,4559.0
2012-02-01,0.0,0.0,0.0,236.355,4558.0,4558.0
2012-03-01,0.0,0.0,0.0,224.802,4335.0,4335.0
2012-04-01,0.0,0.0,0.0,208.285,4016.0,4016.0
2012-05-01,0.0,0.0,0.0,206.831,3989.0,3989.0
2012-06-01,0.0,0.0,0.0,218.966,4222.0,4222.0
2012-07-01,0.0,0.0,0.0,258.967,4994.0,4994.0
2012-08-01,0.0,0.0,0.0,341.002,6576.0,6576.0
2012-09-01,0.0,0.0,0.0,309.781,5974.0,5974.0
2012-10-01,0.0,0.0,0.0,286.652,5528.0,5528.0
2012-11-01,0.0,0.0,0.0,247.501,4773.0,4773.0
2012-12-01,0.0,0.0,0.0,233.484,4503.0,4503.0
2013-01-01,0.0,0.0,0.0,56.178,1086.0,1086.0
2013-02-01,0.0,0.0,0.0,51.749,1001.0,1001.0
2013-03-01,0.0,0.0,0.0,49.909,966.0,966.0
2013-04-01,0.0,0.0,0.0,42.947,830.0,830.0
2013-05-01,0.0,0.0,0.0,45.355,878.0,878.0
2013-06-01,0.0,0.0,0.0,53.658,1038.0,1038.0
2013-07-01,0.0,0.0,0.0,68.086,1317.0,1317.0
2013-08-01,0.0,0.0,0.0,69.439,1343.0,1343.0
2013-09-01,0.0,0.0,0.0,69.265,1340.0,1340.0
2013-10-01,0.0,0.0,0.0,60.1,1162.0,1162.0
2013-11-01,0.0,0.0,0.0,59.281,1147.0,1147.0
2013-12-01,0.0,0.0,0.0,69.033,1335.0,1335.0
2014-01-01,0.0,0.0,0.0,86.258,1645.0,1645.0
2014-02-01,0.0,0.0,0.0,80.552,1536.0,1536.0
2014-03-01,0.0,0.0,0.0,69.901,1332.0,1332.0
2014-04-01,0.0,0.0,0.0,66.466,1267.0,1267.0
2014-05-01,0.0,0.0,0.0,67.021,1277.0,1277.0
2014-06-01,0.0,0.0,0.0,66.071,1260.0,1260.0
2014-07-01,0.0,0.0,0.0,93.482,1782.0,1782.0
2014-08-01,0.0,0.0,0.0,96.497,1839.0,1839.0
2014-09-01,0.0,0.0,0.0,100.938,1924.0,1924.0
2014-10-01,0.0,0.0,0.0,99.574,1898.0,1898.0
2014-11-01,0.0,0.0,0.0,71.962,1371.0,1371.0
2014-12-01,0.0,0.0,0.0,78.278,1492.0,1492.0
2015-01-01,0.0,0.0,0.0,37.065,812.0,812.0
2015-02-01,0.0,0.0,0.0,27.447,601.0,601.0
2015-03-01,0.0,0.0,0.0,32.155,704.0,704.0
2015-04-01,0.0,0.0,0.0,30.856,676.0,676.0
2015-05-01,0.0,0.0,0.0,30.124,659.0,659.0
2015-06-01,0.0,0.0,0.0,42.359,928.0,928.0
2015-07-01,0.0,0.0,0.0,47.776,1046.0,1046.0
2015-08-01,0.0,0.0,0.0,50.395,1103.0,1103.0
2015-09-01,0.0,0.0,0.0,50.046,1096.0,1096.0
2015-10-01,0.0,0.0,0.0,48.21,1056.0,1056.0
2015-11-01,0.0,0.0,0.0,35.546,779.0,779.0
