measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2019-06-01,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0
2020-01-01,-11.0,0.0,0.0
2020-02-01,-8.0,0.0,0.0
2020-03-01,-15.0,0.0,0.0
2020-04-01,-10.0,0.0,0.0
2020-05-01,-16.0,0.0,0.0
2020-06-01,-13.0,0.0,0.0
2020-07-01,-14.0,0.0,0.0
2020-08-01,-14.0,0.0,0.0
2020-09-01,-11.0,0.0,0.0
2020-10-01,-15.0,0.0,0.0
2020-11-01,-11.0,0.0,0.0
2020-12-01,-45.0,0.0,0.0
2021-01-01,-5.0,0.0,0.0
2021-02-01,-9.0,0.0,0.0
2021-03-01,-9.0,0.0,0.0
2021-04-01,-5.0,0.0,0.0
2021-05-01,-5.0,0.0,0.0
2021-06-01,-10.0,0.0,0.0
2021-07-01,-13.0,0.0,0.0
2021-08-01,-13.0,0.0,0.0
2021-09-01,-15.0,0.0,0.0
2021-10-01,-14.0,0.0,0.0
2021-11-01,-13.0,0.0,0.0
2021-12-01,-13.0,0.0,0.0
2022-01-01,-4.0,0.0,0.0
2022-02-01,-14.0,0.0,0.0
2022-03-01,-15.0,0.0,0.0
2022-04-01,-18.0,0.0,0.0
2022-05-01,-16.0,0.0,0.0
2022-06-01,-17.0,0.0,0.0
2022-07-01,-18.0,0.0,0.0
2022-08-01,-11.0,0.0,0.0
2022-09-01,-13.0,0.0,0.0
2022-10-01,-3.0,0.0,0.0
2022-11-01,-10.0,0.0,0.0
2022-12-01,-11.0,0.0,0.0
2023-01-01,-3.0,0.0,0.0
2023-02-01,10.0,0.0,0.0
2023-03-01,-9.0,0.0,0.0
2023-04-01,-9.0,0.0,0.0
2023-05-01,-11.0,0.0,0.0
2023-06-01,-11.0,0.0,0.0
2023-07-01,-8.0,0.0,0.0
2023-08-01,-4.0,0.0,0.0
2023-09-01,-1.0,0.0,0.0
2023-10-01,-2.0,0.0,0.0
2023-11-01,-1.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
