measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,36288.0,371625.41,371625.41
2003-02-01,42978.0,440137.7,440137.7
2003-03-01,35928.0,367938.65,367938.65
2003-04-01,29568.0,302805.89,302805.89
2003-05-01,22115.0,226479.72,226479.72
2003-06-01,40994.0,419819.55,419819.55
2003-07-01,35928.0,367938.65,367938.65
2003-08-01,38343.0,392670.66,392670.66
2003-09-01,22243.0,227790.56,227790.56
2003-10-01,19353.0,198194.07,198194.07
2003-11-01,31173.0,319242.69,319242.69
2003-12-01,38583.0,395128.5,395128.5
2004-01-01,33951.002,340256.94,340256.94
2004-02-01,43904.9,440014.91,440014.91
2004-03-01,28880.735,289442.73,289442.73
2004-04-01,9551.14,95721.53,95721.53
2004-05-01,11178.176,112027.68,112027.68
2004-06-01,19221.475,192637.62,192637.62
2004-07-01,21929.234,219774.78,219774.78
2004-08-01,18183.244,182232.47,182232.47
2004-09-01,34603.346,346794.73,346794.73
2004-10-01,25649.091,257055.19,257055.19
2004-11-01,43531.113,436268.81,436268.81
2004-12-01,54232.546,543518.58,543518.58
2005-01-01,37581.724,375779.66,375779.66
2005-02-01,32493.056,324898.07,324898.07
2005-03-01,35594.787,355912.28,355912.28
2005-04-01,34000.303,339969.03,339969.03
2005-05-01,30756.292,307532.17,307532.17
2005-06-01,34644.059,346405.94,346405.94
2005-07-01,37186.116,371823.98,371823.98
2005-08-01,31464.109,314609.62,314609.62
2005-09-01,26034.809,260322.06,260322.06
2005-10-01,22220.291,222180.69,222180.69
2005-11-01,23780.13,237777.52,237777.52
2005-12-01,29107.323,291044.13,291044.13
2006-01-01,26937.999,267198.0,267198.0
2006-02-01,24290.113,240934.0,240934.0
2006-03-01,21399.933,212266.0,212266.0
2006-04-01,23293.125,231045.0,231045.0
2006-05-01,27540.222999999998,273171.0,273171.0
2006-06-01,27060.064,268409.0,268409.0
2006-07-01,28376.177,281463.0,281463.0
2006-08-01,28171.125,279429.0,279429.0
2006-09-01,18286.394,181383.0,181383.0
2006-10-01,16120.75,159902.0,159902.0
2006-11-01,18882.724000000002,187298.0,187298.0
2006-12-01,19995.373,198334.0,198334.0
2007-01-01,39781.897,393204.0,393204.0
2007-02-01,18344.671000000002,181319.0,181319.0
2007-03-01,14809.508,146377.0,146377.0
2007-04-01,8409.419,83119.0,83119.0
2007-05-01,8664.699,85642.0,85642.0
2007-06-01,11199.046,110691.0,110691.0
2007-07-01,10939.437,108125.0,108125.0
2007-08-01,14049.843,138869.0,138869.0
