measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2011-01-01,277.702,3048.0,3048.0
2011-02-01,276.657,3037.0,3037.0
2011-03-01,293.461,3222.0,3222.0
2011-04-01,278.364,3057.0,3057.0
2011-05-01,293.181,3219.0,3219.0
2011-06-01,284.716,3126.0,3126.0
2011-07-01,300.633,3301.0,3301.0
2011-08-01,306.848,3369.0,3369.0
2011-09-01,292.781,3215.0,3215.0
2011-10-01,278.948,3063.0,3063.0
2011-11-01,275.875,3029.0,3029.0
2011-12-01,277.834,3050.0,3050.0
2012-01-01,631.754,7207.0,7207.0
2012-02-01,622.008,7096.0,7096.0
2012-03-01,596.48,6804.0,6804.0
2012-04-01,560.405,6392.0,6392.0
2012-05-01,581.234,6630.0,6630.0
2012-06-01,504.341,5753.0,5753.0
2012-07-01,543.32,6198.0,6198.0
2012-08-01,628.276,7167.0,7167.0
2012-09-01,618.168,7051.0,7051.0
2012-10-01,620.479,7078.0,7078.0
2012-11-01,678.549,7740.0,7740.0
2012-12-01,679.986,7757.0,7757.0
2013-01-01,720.588,7470.0,7470.0
2013-02-01,649.174,6729.0,6729.0
2013-03-01,697.419,7229.0,7229.0
2013-04-01,632.968,6562.0,6562.0
2013-05-01,702.1,7278.0,7278.0
2013-06-01,683.718,7087.0,7087.0
2013-07-01,703.129,7289.0,7289.0
2013-08-01,776.905,8053.0,8053.0
2013-09-01,708.696,7347.0,7347.0
2013-10-01,773.703,8020.0,8020.0
2013-11-01,769.351,7975.0,7975.0
2013-12-01,803.249,8326.0,8326.0
2014-01-01,1079.41,10961.0,10961.0
2014-02-01,942.09,9566.0,9566.0
2014-03-01,984.551,9997.0,9997.0
2014-04-01,864.627,8780.0,8780.0
2014-05-01,890.879,9046.0,9046.0
2014-06-01,944.908,9594.0,9594.0
2014-07-01,945.167,9597.0,9597.0
2014-08-01,926.381,9407.0,9407.0
2014-09-01,933.742,9481.0,9481.0
2014-10-01,938.429,9529.0,9529.0
2014-11-01,805.773,8182.0,8182.0
2014-12-01,859.043,8723.0,8723.0
2015-01-01,659.706,8654.0,8654.0
2015-02-01,613.676,8048.0,8048.0
2015-03-01,639.586,8388.0,8388.0
2015-04-01,564.771,7407.0,7407.0
2015-05-01,616.851,8091.0,8091.0
2015-06-01,693.28,9093.0,9093.0
2015-07-01,706.573,9267.0,9267.0
2015-08-01,680.625,8927.0,8927.0
2015-09-01,666.157,8737.0,8737.0
2015-10-01,641.368,8412.0,8412.0
2015-11-01,594.338,7795.0,7795.0
2015-12-01,677.069,8880.0,8880.0
2016-01-01,237.737,2950.0,2950.0
2016-02-01,224.872,2790.0,2790.0
2016-03-01,206.997,2568.0,2568.0
2016-04-01,204.576,2538.0,2538.0
2016-05-01,239.853,2976.0,2976.0
2016-06-01,236.599,2935.0,2935.0
2016-07-01,228.485,2835.0,2835.0
2016-08-01,221.037,2743.0,2743.0
2016-09-01,233.496,2897.0,2897.0
2016-10-01,227.331,2821.0,2821.0
2016-11-01,231.927,2878.0,2878.0
2016-12-01,230.09,2855.0,2855.0
2017-01-01,184.475,2677.0,2677.0
2017-02-01,166.887,2423.0,2423.0
2017-03-01,186.886,2712.0,2712.0
2017-04-01,167.992,2439.0,2439.0
2017-05-01,183.096,2658.0,2658.0
2017-06-01,187.386,2720.0,2720.0
2017-07-01,185.799,2697.0,2697.0
2017-08-01,186.373,2705.0,2705.0
2017-09-01,174.77,2537.0,2537.0
2017-10-01,147.455,2140.0,2140.0
2017-11-01,176.027,2555.0,2555.0
2017-12-01,193.854,2814.0,2814.0
2018-01-01,330.978,4345.0,4345.0
2018-02-01,309.307,4060.0,4060.0
2018-03-01,307.158,4032.0,4032.0
2018-04-01,291.775,3830.0,3830.0
2018-05-01,298.472,3917.0,3917.0
2018-06-01,298.814,3922.0,3922.0
2018-07-01,320.755,4210.0,4210.0
2018-08-01,334.252,4387.0,4387.0
2018-09-01,323.09,4240.0,4240.0
2018-10-01,325.599,4273.0,4273.0
2018-11-01,319.251,4190.0,4190.0
2018-12-01,339.549,4456.0,4456.0
2019-01-01,241.264,3409.0,3409.0
2019-02-01,220.758,3118.0,3118.0
2019-03-01,244.588,3454.0,3454.0
2019-04-01,226.913,3204.0,3204.0
2019-05-01,211.117,2981.0,2981.0
2019-06-01,214.478,3029.0,3029.0
2019-07-01,236.663,3342.0,3342.0
2019-08-01,246.903,3487.0,3487.0
2019-09-01,227.309,3210.0,3210.0
2019-10-01,202.383,2858.0,2858.0
2019-11-01,220.11,3108.0,3108.0
2019-12-01,237.514,3354.0,3354.0
2020-01-01,61.317,915.0,915.0
2020-02-01,55.157,824.0,824.0
2020-03-01,58.119,869.0,869.0
2020-04-01,54.394,812.0,812.0
2020-05-01,57.782,864.0,864.0
2020-06-01,53.256,796.0,796.0
2020-07-01,59.813,894.0,894.0
2020-08-01,57.107,854.0,854.0
2020-09-01,56.643,846.0,846.0
2020-10-01,54.514,815.0,815.0
2020-11-01,54.881,820.0,820.0
2020-12-01,49.017,733.0,733.0
2021-01-01,184.796,2679.0,2679.0
2021-02-01,171.64,2489.0,2489.0
2021-03-01,191.684,2780.0,2780.0
2021-04-01,159.049,2306.0,2306.0
2021-05-01,172.157,2496.0,2496.0
2021-06-01,176.888,2565.0,2565.0
2021-07-01,171.898,2493.0,2493.0
2021-08-01,170.796,2477.0,2477.0
2021-09-01,173.334,2513.0,2513.0
2021-10-01,169.807,2462.0,2462.0
2021-11-01,167.303,2426.0,2426.0
2021-12-01,167.648,2430.0,2430.0
2022-01-01,53.603,759.0,759.0
2022-02-01,47.469,674.0,674.0
2022-03-01,51.218,727.0,727.0
2022-04-01,39.862,566.0,566.0
2022-05-01,41.146,584.0,584.0
