measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2013-01-01,0.0,0.0,0.0,164.0,2173.0,2173.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,-108.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,603.0,13303.0,13303.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,-28.0,6496.0,6496.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,-25.0,1350.0,1350.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,327.0,8980.0,8980.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,-55.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,-41.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,-35.0,2214.0,2214.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,-58.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,-104.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,-72.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,-18.0,559.0,559.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,-208.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,-72.0,68.0,68.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,-157.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,-228.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,-72.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,-95.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,-77.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,-94.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,-98.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0
