measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,,,,602.0,6154.0,6154.0,0.0,0.0,0.0
2003-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,,,,2344.0,47298.0,47298.0,0.0,0.0,0.0
2003-08-01,,,,843.0,21377.0,21377.0,0.0,0.0,0.0
2003-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,,,,4667.021000000001,42672.0,42672.0,27.25,283.0,283.0
2004-02-01,,,,4799.304,43882.0,43882.0,27.25,283.0,283.0
2004-03-01,,,,2531.208,23144.0,23144.0,27.25,283.0,283.0
2004-04-01,,,,5945.568,54362.0,54362.0,27.25,283.0,283.0
2004-05-01,,,,3958.418,36193.0,36193.0,27.25,283.0,283.0
2004-06-01,,,,1879.4530000000002,17184.0,17184.0,27.25,283.0,283.0
2004-07-01,,,,7101.654,64933.0,64933.0,27.25,283.0,283.0
2004-08-01,,,,4673.9130000000005,42735.0,42735.0,27.25,283.0,283.0
2004-09-01,,,,2836.674,25937.0,25937.0,27.25,283.0,283.0
2004-10-01,,,,2442.598,22333.0,22333.0,27.25,283.0,283.0
2004-11-01,,,,5429.807000000001,49646.0,49646.0,27.25,283.0,283.0
2004-12-01,,,,4710.384,43068.0,43068.0,27.25,283.0,283.0
2005-01-01,,,,278.53,3496.41,3496.41,0.0,0.0,0.0
2005-02-01,,,,231.22,2902.52,2902.52,0.0,0.0,0.0
2005-03-01,,,,286.34700000000004,3594.54,3594.54,0.0,0.0,0.0
2005-04-01,,,,282.14,3541.73,3541.73,0.0,0.0,0.0
2005-05-01,,,,332.598,4175.13,4175.13,0.0,0.0,0.0
2005-06-01,,,,419.74800000000005,5269.13,5269.13,0.0,0.0,0.0
2005-07-01,,,,526.0690000000001,6603.79,6603.79,0.0,0.0,0.0
2005-08-01,,,,544.951,6840.81,6840.81,0.0,0.0,0.0
2005-09-01,,,,414.673,5205.43,5205.43,0.0,0.0,0.0
2005-10-01,,,,331.273,4158.5,4158.5,0.0,0.0,0.0
2005-11-01,,,,282.63100000000003,3547.89,3547.89,0.0,0.0,0.0
2005-12-01,,,,275.819,3462.38,3462.38,0.0,0.0,0.0
2006-01-01,,,,155.294,8962.0,8962.0,210.068,12416.0,12416.0
2006-02-01,,,,184.243,10633.0,10633.0,154.31400000000002,9121.0,9121.0
2006-03-01,,,,210.14600000000002,12128.0,12128.0,137.823,8146.0,8146.0
2006-04-01,,,,235.053,13565.0,13565.0,227.7,13458.0,13458.0
2006-05-01,,,,272.25,15712.0,15712.0,220.681,13044.0,13044.0
2006-06-01,,,,346.92,20021.0,20021.0,321.236,18987.0,18987.0
2006-07-01,,,,436.154,25171.0,25171.0,325.587,19244.0,19244.0
2006-08-01,,,,441.655,25488.0,25488.0,519.176,30687.0,30687.0
2006-09-01,,,,300.50300000000004,17342.0,17342.0,258.629,15287.0,15287.0
2006-10-01,,,,272.079,15702.0,15702.0,250.333,14796.0,14796.0
2006-11-01,,,,202.061,11661.0,11661.0,222.799,13169.0,13169.0
2006-12-01,,,,210.643,12156.0,12156.0,162.654,9614.0,9614.0
2007-01-01,,,,1428.0,33168.0,33168.0,0.0,0.0,0.0
2007-02-01,,,,-132.0,4172.0,4172.0,0.0,0.0,0.0
2007-03-01,,,,-282.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,,,,21.0,3130.0,3130.0,0.0,0.0,0.0
2007-05-01,,,,-210.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,,,,983.0,26112.0,26112.0,0.0,0.0,0.0
2007-07-01,,,,3462.0,71418.0,71418.0,0.0,0.0,0.0
2007-08-01,,,,1673.0,41419.0,41419.0,0.0,0.0,0.0
2007-09-01,,,,-266.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,,,,123.0,9501.0,9501.0,0.0,0.0,0.0
2007-11-01,,,,-277.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,-126.0,4491.0,4491.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,-440.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,-264.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,-297.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,-292.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,-395.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,1675.0,32371.0,32371.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,504.0,8078.0,8078.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,-224.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,-307.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,-369.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,-417.0,1397.0,1397.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,-558.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,-333.0,662.0,662.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,-337.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,-328.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,-187.0,4141.0,4141.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,-305.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,-249.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,1248.0,24182.0,24182.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,823.26,23357.0,23357.0,9.74,276.0,276.0
2009-10-01,0.0,0.0,0.0,650.0,18155.0,18155.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,-299.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,673.0,20828.0,20828.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,916.0,18306.0,18306.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,-202.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,43.0,2499.0,2499.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,-57.835,0.0,0.0,-0.165,0.0,0.0
2010-06-01,0.0,0.0,0.0,380.0,9154.0,9154.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,2093.0,37287.0,37287.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,375.0,7557.0,7557.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,155.0,4760.0,4760.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,187.0,5706.0,5706.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,-105.699,0.0,0.0,-0.301,0.0,0.0
2010-12-01,0.0,0.0,0.0,-79.77300000000001,0.0,0.0,-0.227,0.0,0.0
2011-01-01,0.0,0.0,0.0,-79.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,-106.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,33.0,2918.0,2918.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,159.0,6744.0,6744.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,-16.0,1236.0,1236.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,849.0,17287.0,17287.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,62.0,2986.0,2986.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,-55.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,-16.0,1527.0,1527.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,-101.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,-94.0,260.0,260.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,-42.0,851.0,851.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,413.0,9294.0,9294.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,164.0,4894.0,4894.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,411.0,8066.0,8066.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,90.0,2476.0,2476.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,-66.0,0.0,0.0,0.0,0.0,0.0
