measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,,,,,,,82594.0,762008.0,762008.0,0.0,0.0,0.0
2003-02-01,,,,,,,103313.0,933048.0,933048.0,0.0,0.0,0.0
2003-03-01,,,,,,,28995.0,308546.0,308546.0,0.0,0.0,0.0
2003-04-01,,,,,,,3623.0,77009.0,77009.0,0.0,0.0,0.0
2003-05-01,,,,,,,10157.0,115728.0,115728.0,0.0,0.0,0.0
2003-06-01,,,,,,,63460.0,585545.0,585545.0,0.0,0.0,0.0
2003-07-01,,,,,,,98372.0,868376.0,868376.0,0.0,0.0,0.0
2003-08-01,,,,,,,71259.0,650002.0,650002.0,0.0,0.0,0.0
2003-09-01,,,,,,,66173.0,669021.0,669021.0,0.0,0.0,0.0
2003-10-01,,,,,,,78641.0,750042.0,750042.0,0.0,0.0,0.0
2003-11-01,,,,,,,64886.0,638443.0,638443.0,0.0,0.0,0.0
2003-12-01,,,,,,,50488.0,496809.0,496809.0,0.0,0.0,0.0
2004-01-01,,,,,,,78247.0,705849.0,705849.0,0.0,0.0,0.0
2004-02-01,,,,,,,22426.0,261989.0,261989.0,0.0,0.0,0.0
2004-03-01,,,,,,,14117.0,154362.0,154362.0,0.0,0.0,0.0
2004-04-01,,,,,,,60359.0,532652.0,532652.0,0.0,0.0,0.0
2004-05-01,,,,,,,66374.0,617345.0,617345.0,0.0,0.0,0.0
2004-06-01,,,,,,,66374.0,619790.0,619790.0,0.0,0.0,0.0
2004-07-01,,,,,,,71404.0,618256.0,618256.0,0.0,0.0,0.0
2004-08-01,,,,,,,44444.0,378243.0,378243.0,0.0,0.0,0.0
2004-09-01,,,,,,,39820.0,347600.0,347600.0,0.0,0.0,0.0
2004-10-01,,,,,,,45916.0,389251.0,389251.0,0.0,0.0,0.0
2004-11-01,,,,,,,44750.0,385763.0,385763.0,0.0,0.0,0.0
2004-12-01,,,,,,,95042.0,745057.0,745057.0,0.0,0.0,0.0
2005-01-01,,,,,,,36288.0,501859.02,501859.02,18144.0,0.0,0.0
2005-02-01,,,,,,,31864.0,316007.02,316007.02,15932.0,0.0,0.0
2005-03-01,,,,,,,24132.0,325311.48,325311.48,12066.0,0.0,0.0
2005-04-01,,,,,,,31314.0,413115.77,413115.77,15657.0,0.0,0.0
2005-05-01,,,,,,,44940.0,597079.7,597079.7,22470.0,0.0,0.0
2005-06-01,,,,,,,48172.0,652142.64,652142.64,24086.0,0.0,0.0
2005-07-01,,,,,,,52384.0,706430.17,706430.17,26192.0,0.0,0.0
2005-08-01,,,,,,,40848.0,628598.6,628598.6,21357.0,0.0,0.0
2005-09-01,,,,,,,10101.0,134803.06,134803.06,5204.0,0.0,0.0
2005-10-01,,,,,,,841.0,16019.0,16019.0,0.0,0.0,0.0
2005-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,,,,,,,7280.0,98432.0,98432.0,3673.0,0.0,0.0
2006-02-01,,,,,,,19075.0,232447.0,232447.0,9395.0,0.0,0.0
2006-03-01,,,,,,,2629.0,35047.0,35047.0,1181.0,0.0,0.0
2006-04-01,,,,,,,3463.0,53721.0,53721.0,1573.0,0.0,0.0
2006-05-01,,,,,,,33114.0,432385.0,432385.0,17673.0,0.0,0.0
2006-06-01,,,,,,,46167.0,600403.0,600403.0,24533.0,0.0,0.0
2006-07-01,,,,,,,53448.0,709527.0,709527.0,29301.0,0.0,0.0
2006-08-01,,,,,,,39451.0,519107.0,519107.0,20697.0,0.0,0.0
2006-09-01,,,,,,,42041.0,526082.0,526082.0,21436.0,0.0,0.0
2006-10-01,,,,,,,50908.0,658628.0,658628.0,25621.0,0.0,0.0
2006-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,,,,,,,12138.0,156672.0,156672.0,5571.0,0.0,0.0
