measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Other - Combined Cycle Combustion Turbine Part - Other - Generation,Other - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Other - Combined Cycle Steam Part - Other - Generation,Other - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Steam Part - Other - Total Fuel Consumed,Other Biomass Gas - Combined Cycle Combustion Turbine Part - Other Renewables - Generation,Other Biomass Gas - Combined Cycle Combustion Turbine Part - Other Renewables - Quantity Consumed For Electricity,Other Biomass Gas - Combined Cycle Combustion Turbine Part - Other Renewables - Total Fuel Consumed,Other Biomass Gas - Combined Cycle Steam Part - Other Renewables - Generation,Other Biomass Gas - Combined Cycle Steam Part - Other Renewables - Quantity Consumed For Electricity,Other Biomass Gas - Combined Cycle Steam Part - Other Renewables - Total Fuel Consumed,Other Gases - Combined Cycle Combustion Turbine Part - Other Gases - Generation,Other Gases - Combined Cycle Combustion Turbine Part - Other Gases - Quantity Consumed For Electricity,Other Gases - Combined Cycle Combustion Turbine Part - Other Gases - Total Fuel Consumed,Other Gases - Combined Cycle Steam Part - Other Gases - Generation,Other Gases - Combined Cycle Steam Part - Other Gases - Quantity Consumed For Electricity,Other Gases - Combined Cycle Steam Part - Other Gases - Total Fuel Consumed
2006-03-01,175802.8,1337104.06,1485049.36,35517.47634,270135.41,326220.13,0.0,0.0,0.0,2514.4936000000002,19124.49,128230.55,0.0,0.0,0.0,371.46268,2825.24,18943.32,0.0,0.0,0.0,204.50738,1555.42,10429.18
2006-04-01,110647.9,841555.18,1188701.25,99.42296999999999,756.19,23830.56,0.0,0.0,0.0,5.36911,40.84,65480.03,0.0,0.0,0.0,1.84421,14.03,22491.46,0.0,0.0,0.0,1.03271,7.85,12594.61
2006-05-01,84587.88,643350.38,942131.68,0.0,0.0,51179.61,0.0,0.0,0.0,0.0,0.0,19378.72,0.0,0.0,0.0,0.0,0.0,7845.22,0.0,0.0,0.0,0.0,0.0,6326.88
2006-06-01,104282.76,793143.8,1138995.3,0.0,0.0,4761.63,0.0,0.0,0.0,0.0,0.0,134080.57,0.0,0.0,0.0,0.0,0.0,1634.03,0.0,0.0,0.0,0.0,0.0,12842.13
2006-07-01,104745.45,796662.89,1110023.85,6775.36597,51531.43,104170.17,0.0,0.0,0.0,307.43903,2338.29,55095.27,0.0,0.0,0.0,118.47614,901.09,21231.77,0.0,0.0,0.0,41.70886,317.23,7474.53
2006-08-01,167448.19,1273561.37,1482884.86,37246.30198,283284.34,369979.19,0.0,0.0,0.0,1412.18356,10740.65,70250.84,0.0,0.0,0.0,233.66446,1777.18,11623.93,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,114176.76,868394.64,1149690.88,10754.86148,81798.29,142539.22,0.0,0.0,0.0,171.59735,1305.12,20617.96,0.0,0.0,0.0,132.87455,1010.6,15965.29,0.0,0.0,0.0,51.047619999999995,388.25,6133.53
2006-10-01,99830.46,759280.93,1113551.28,0.0,0.0,14831.83,0.0,0.0,0.0,0.0,0.0,80056.38,0.0,0.0,0.0,0.0,0.0,20116.51,0.0,0.0,0.0,0.0,0.0,15172.95
2006-11-01,104804.62,797112.92,1128545.56,0.0,0.0,17747.43,0.0,0.0,0.0,0.0,0.0,71719.55,0.0,0.0,0.0,0.0,0.0,14757.4,0.0,0.0,0.0,0.0,0.0,8810.54
2006-12-01,201277.91,1530860.21,1775610.52,42288.18628,321631.43,407296.87,0.0,0.0,0.0,2638.69228,20069.11,136208.75,0.0,0.0,0.0,310.40135,2360.82,16022.85,0.0,0.0,0.0,151.9301,1155.54,7842.6
2007-01-01,224956.58,1710954.0,1914790.0,51602.034,392470.0,467317.0,0.0,0.0,0.0,2356.456,17922.0,108781.0,0.0,0.0,0.0,344.3,2619.0,15894.0,0.0,0.0,0.0,127.79,972.0,5899.0
2007-02-01,231192.71,1758383.0,1929399.0,48586.217000000004,369532.0,445684.0,0.0,0.0,0.0,2869.261,21823.0,140261.0,0.0,0.0,0.0,426.49800000000005,3244.0,20849.0,0.0,0.0,0.0,240.97400000000002,1833.0,11780.0
2007-03-01,241985.9,1840473.0,1987825.0,49326.122,375160.0,486696.0,0.0,0.0,0.0,1328.3390000000002,10103.0,66638.0,0.0,0.0,0.0,684.3340000000001,5205.0,34331.0,0.0,0.0,0.0,242.895,1847.0,12185.0
2007-04-01,137766.19,1047809.0,1360229.0,11616.117,88349.0,182202.0,0.0,0.0,0.0,298.325,2269.0,39613.0,0.0,0.0,0.0,158.328,1204.0,21023.0,0.0,0.0,0.0,97.821,744.0,12989.0
2007-05-01,111780.86,850172.0,1237733.0,0.0,0.0,42533.0,0.0,0.0,0.0,0.0,0.0,94063.0,0.0,0.0,0.0,0.0,0.0,10738.0,0.0,0.0,0.0,0.0,0.0,12093.0
2007-06-01,113115.58,860323.0,1163719.0,6016.237,45758.0,72613.0,0.0,0.0,0.0,464.379,3532.0,95430.0,0.0,0.0,0.0,18.244,139.0,3749.0,0.0,0.0,0.0,44.76,340.0,9198.0
2007-07-01,217926.02,1657481.0,1869856.0,51489.451,391613.0,516248.0,0.0,0.0,0.0,1773.695,13490.0,82196.0,0.0,0.0,0.0,334.97,2548.0,15523.0,0.0,0.0,0.0,261.134,1986.0,12101.0
2007-08-01,212966.41,1619759.0,1843971.0,53444.199,406481.0,543741.0,0.0,0.0,0.0,1484.745,11293.0,66334.0,0.0,0.0,0.0,339.574,2583.0,15171.0,0.0,0.0,0.0,205.781,1565.0,9194.0
2007-09-01,166800.23,1268634.0,1468000.0,35099.052,266953.0,434700.0,0.0,0.0,0.0,80.453,612.0,4361.0,0.0,0.0,0.0,288.31100000000004,2193.0,15629.0,0.0,0.0,0.0,175.804,1337.0,9530.0
2007-10-01,210752.87,1602924.0,1794992.0,51990.34,395424.0,527459.0,0.0,0.0,0.0,116.67,887.0,5212.0,0.0,0.0,0.0,1166.4360000000001,8872.0,52106.0,0.0,0.0,0.0,122.144,929.0,5456.0
2007-11-01,227060.51,1726955.0,1921624.0,54919.605,417702.0,541178.0,0.0,0.0,0.0,1236.104,9402.0,55432.0,0.0,0.0,0.0,995.153,7569.0,44626.0,0.0,0.0,0.0,356.558,2712.0,15989.0
2007-12-01,238755.8,1815906.0,1975480.0,62711.99,476969.0,577821.0,0.0,0.0,0.0,2722.6330000000003,20707.0,110851.0,0.0,0.0,0.0,970.84,7384.0,39527.0,0.0,0.0,0.0,270.397,2057.0,11009.0
2008-01-01,255749.23,2333161.0,2589885.0,55523.793,34290.0,34290.0,,,,,,,,,,,,,0.0,0.0,0.0,3804.317,28935.0,179800.0
2008-02-01,231661.22,2113456.0,2383359.0,51234.314,38164.0,38164.0,,,,,,,,,,,,,0.0,0.0,0.0,2685.076,20422.0,126907.0
2008-03-01,241772.5,2209383.0,2498583.0,53351.311,35241.0,35241.0,,,,,,,,,,,,,0.0,0.0,0.0,4875.849,37084.0,231570.0
2008-04-01,209065.07,1883896.0,2148775.0,47362.658,66417.0,66417.0,,,,,,,,,,,,,0.0,0.0,0.0,2486.612,18912.0,116301.0
2008-05-01,15546.19,118240.0,156048.0,0.0,0.0,19581.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2112.0
2008-06-01,128192.29000000001,974993.0,1358595.0,0.0,0.0,103267.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,35939.0
2008-07-01,216148.98,2008494.0,2360401.0,58375.152,79455.0,79455.0,,,,,,,,,,,,,0.0,0.0,0.0,1887.068,14352.0,78872.0
2008-08-01,189635.0,1660266.0,2047706.0,35650.095,53186.0,53186.0,,,,,,,,,,,,,0.0,0.0,0.0,2248.775,17104.0,132522.0
2008-09-01,26108.52,198574.0,295221.0,0.0,0.0,16288.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7503.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,102518.33,779724.0,1091149.0,0.0,0.0,4770.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,37462.0
2009-03-01,113671.0,890240.0,1232922.0,0.0,0.0,3769.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,21949.0
2009-04-01,133985.0,1115945.0,1425604.0,9200.392,329.0,329.0,,,,,,,,,,,,,0.0,0.0,0.0,284.608,2705.0,44110.0
2009-05-01,226835.0,2213749.0,2433910.0,61069.19,4487.0,4487.0,,,,,,,,,,,,,0.0,0.0,0.0,1631.81,12863.0,65156.0
2009-06-01,210797.0,2077471.0,2282710.0,59292.349,6941.0,6941.0,,,,,,,,,,,,,0.0,0.0,0.0,840.6510000000001,6632.0,32463.0
2009-07-01,137257.0,1325927.0,1492604.0,34247.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,199744.0,1982777.0,2162483.0,59157.861000000004,13959.0,13959.0,,,,,,,,,,,,,0.0,0.0,0.0,45.139,355.0,1661.0
2009-09-01,220054.0,2213127.0,2396250.0,67453.003,236.0,236.0,,,,,,,,,,,,,0.0,0.0,0.0,3307.9970000000003,25865.0,117527.0
2009-10-01,211074.0,2079933.0,2273972.0,58647.509,1809.0,1809.0,,,,,,,,,,,,,0.0,0.0,0.0,2610.491,20583.0,101299.0
2009-11-01,221026.0,2132579.0,2329373.0,56380.105,3664.0,3664.0,,,,,,,,,,,,,0.0,0.0,0.0,1621.895,12809.0,67115.0
2009-12-01,247984.0,2384542.0,2574378.0,64738.579,21790.0,21790.0,,,,,,,,,,,,,0.0,0.0,0.0,2296.4210000000003,18088.0,92092.0
2010-01-01,243817.0,2304522.0,2562867.0,58198.467000000004,22113.0,22113.0,,,,,,,,,,,,,0.0,0.0,0.0,1083.5330000000001,8598.0,48127.0
2010-02-01,173093.0,1575377.0,1802859.0,31343.536,6854.0,6854.0,,,,,,,,,,,,,0.0,0.0,0.0,1334.4640000000002,10866.0,77049.0
2010-03-01,243811.0,2174343.0,2576030.0,54768.520000000004,127454.0,127454.0,,,,,,,,,,,,,0.0,0.0,0.0,427.48,3410.0,21101.0
2010-04-01,216409.0,2072047.0,2339332.0,55181.193,23374.0,23374.0,,,,,,,,,,,,,0.0,0.0,0.0,1063.807,8430.0,45549.0
2010-05-01,109110.0,864529.0,1176587.0,0.0,0.0,11327.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,27204.0
2010-06-01,101438.0,804940.0,1105839.0,0.0,0.0,6254.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,22927.0
2010-07-01,93617.0,743058.0,1025523.0,0.0,0.0,2497.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4704.0
2010-08-01,101324.0,802712.0,1130940.0,0.0,0.0,1206.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,205620.0,1992072.0,2205268.0,53506.0,9947.0,9947.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,231607.0,2192396.0,2192396.0,59594.0,9947.0,9947.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,221634.0,2091691.0,2196687.0,50286.0,9947.0,9947.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,127708.0,1228579.0,1305384.0,31679.247,513.0,513.0,,,,,,,,,,,,,0.0,0.0,0.0,154.75300000000001,1193.0,6379.0
2011-01-01,251690.0,2339110.0,2582620.0,58316.039,47946.0,47946.0,,,,,,,,,,,,,0.0,0.0,0.0,767.961,5913.0,34642.0
2011-02-01,152055.0,1255135.0,1581872.0,20533.695,85499.0,85499.0,,,,,,,,,,,,,0.0,0.0,0.0,1289.305,10015.0,104694.0
2011-03-01,236727.0,2156823.0,2431355.0,49739.689,123437.0,123437.0,,,,,,,,,,,,,0.0,0.0,0.0,2582.311,23700.0,132636.0
2011-04-01,208020.0,1836563.0,2164518.0,55474.041,204135.0,204135.0,,,,,,,,,,,,,0.0,0.0,0.0,486.959,3771.0,20792.0
2011-05-01,131312.0,1028922.0,1363375.0,9304.149,72901.0,128088.0,,,,,,,,,,,,,0.0,0.0,0.0,171.851,1347.0,27548.0
2011-06-01,105551.0,822868.0,1154803.0,0.0,0.0,136128.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,12130.0
2011-07-01,111134.0,881128.0,1201871.0,0.0,0.0,147344.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,67666.0
2011-08-01,212255.0,1849827.0,2203405.0,48591.932,172661.0,172661.0,,,,,,,,,,,,,0.0,0.0,0.0,597.068,4629.0,29196.0
2011-09-01,223415.0,1980443.0,2302428.0,57965.713,192903.0,192903.0,,,,,,,,,,,,,0.0,0.0,0.0,1277.287,9866.0,54985.0
2011-10-01,218436.0,1988976.0,2238861.0,62638.67,179669.0,179669.0,,,,,,,,,,,,,0.0,0.0,0.0,1028.33,7934.0,39705.0
2011-11-01,201529.0,1690432.0,2007980.0,38849.782,166696.0,166696.0,,,,,,,,,,,,,0.0,0.0,0.0,651.218,4983.0,36453.0
2011-12-01,251526.0,2218880.0,2522391.0,58800.453,173252.0,173252.0,,,,,,,,,,,,,0.0,0.0,0.0,1381.547,10650.0,63336.0
2012-01-01,237309.0,1984888.0,2412450.0,52468.116,250964.0,250964.0,,,,,,,,,,,,,0.0,0.0,0.0,978.884,7553.0,49691.0
2012-02-01,137197.0,1072856.0,1404158.0,10095.671,78948.0,165571.0,,,,,,,,,,,,,0.0,0.0,0.0,259.329,2028.0,40322.0
2012-03-01,234750.0,2024089.0,2404666.0,49268.573,172701.0,172701.0,,,,,,,,,,,,,0.0,0.0,0.0,2478.427,19170.0,129653.0
2012-04-01,136721.0,1087246.0,1413698.0,20238.443,135808.0,135808.0,,,,,,,,,,,,,0.0,0.0,0.0,561.557,4376.0,42994.0
2012-05-01,214776.0,1791513.0,2181935.0,49381.585,252430.0,252430.0,,,,,,,,,,,,,0.0,0.0,0.0,713.415,5520.0,35169.0
2012-06-01,223496.0,1980031.0,2322202.0,54629.824,173289.0,173289.0,,,,,,,,,,,,,0.0,0.0,0.0,756.176,5855.0,34542.0
2012-07-01,222019.0,1918977.0,2306739.0,53757.318,215231.0,215231.0,,,,,,,,,,,,,0.0,0.0,0.0,827.682,6405.0,38830.0
2012-08-01,123305.0,979795.0,1217199.0,6794.338,53990.0,121255.0,,,,,,,,,,,,,0.0,0.0,0.0,80.662,641.0,15890.0
2012-09-01,196762.0,1742176.0,2066235.0,49012.912,163224.0,163224.0,,,,,,,,,,,,,0.0,0.0,0.0,45.088,350.0,2051.0
2012-10-01,170676.0,1585666.0,1675755.0,40587.272,34333.0,34333.0,,,,,,,,,,,,,0.0,0.0,0.0,21.728,167.0,915.0
2012-11-01,240439.0,2313724.0,2372523.0,60470.181,1981.0,1981.0,,,,,,,,,,,,,0.0,0.0,0.0,1878.819,14459.0,73776.0
2012-12-01,245767.0,2189723.0,2484566.0,57336.788,147731.0,147731.0,,,,,,,,,,,,,0.0,0.0,0.0,2375.212,18317.0,109045.0
2013-01-01,218809.0,1830570.0,2218837.0,42888.005,189763.0,189763.0,,,,,,,,,,,,,0.0,0.0,0.0,938.995,7249.0,52734.0
2013-02-01,195416.0,1592689.0,1984453.0,35096.16,191699.0,191699.0,,,,,,,,,,,,,0.0,0.0,0.0,552.84,4280.0,34279.0
2013-03-01,247570.0,2155687.0,2520548.0,57985.316,200102.0,200102.0,,,,,,,,,,,,,0.0,0.0,0.0,2107.684,16250.0,98892.0
2013-04-01,216159.0,1798552.0,2262219.0,39754.978,185831.0,185831.0,,,,,,,,,,,,,0.0,0.0,0.0,949.022,7359.0,58439.0
2013-05-01,231141.0,2045603.0,2392897.0,54324.862,161263.0,161263.0,,,,,,,,,,,,,0.0,0.0,0.0,1828.138,14133.0,85952.0
2013-06-01,141145.0,1105236.0,1473338.0,14847.229,116260.0,144297.0,,,,,,,,,,,,,0.0,0.0,0.0,1785.771,13983.0,194563.0
2013-07-01,113356.0,884898.0,1185430.0,0.0,0.0,172567.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14032.0
2013-08-01,203471.0,1704255.0,2117118.0,44270.897,213454.0,213454.0,,,,,,,,,,,,,0.0,0.0,0.0,606.103,4692.0,31907.0
2013-09-01,151274.0,1257713.0,1593359.0,21549.473,93307.0,93307.0,,,,,,,,,,,,,0.0,0.0,0.0,1547.527,12098.0,121124.0
2013-10-01,197666.0,1666747.0,2037084.0,35515.692,141645.0,141645.0,,,,,,,,,,,,,0.0,0.0,0.0,1994.308,15467.0,122342.0
2013-11-01,239307.0,2083453.0,2418659.0,56928.539,199462.0,199462.0,,,,,,,,,,,,,0.0,0.0,0.0,605.461,4666.0,27845.0
2013-12-01,250213.0,2192666.0,2509863.0,57405.65,178594.0,178594.0,,,,,,,,,,,,,0.0,0.0,0.0,2480.35,19120.0,116161.0
2014-01-01,252026.0,2100317.0,2539852.0,54799.675,263671.0,263671.0,,,,,,,,,,,,,0.0,0.0,0.0,316.325,2437.0,16183.0
2014-02-01,223645.0,1909934.0,2274009.0,52562.088,219777.0,219777.0,,,,,,,,,,,,,0.0,0.0,0.0,951.912,7340.0,45163.0
2014-03-01,242300.0,2064624.0,2484456.0,58133.403,252527.0,252527.0,,,,,,,,,,,,,0.0,0.0,0.0,360.597,2781.0,16977.0
2014-04-01,216933.0,1885655.0,2245121.0,51614.975,188218.0,188218.0,,,,,,,,,,,,,0.0,0.0,0.0,1589.025,12271.0,74913.0
2014-05-01,27375.0,265324.0,362294.0,5548.697,33240.0,33240.0,,,,,,,,,,,,,0.0,0.0,0.0,58.303,462.0,4156.0
2014-06-01,147531.0,1748829.0,2073327.0,59528.292,205280.0,205280.0,,,,,,,,,,,,,0.0,0.0,0.0,361.708,2796.0,13845.0
2014-07-01,179003.0,2024349.0,2361259.0,54466.832,140521.0,140521.0,,,,,,,,,,,,,0.0,0.0,0.0,4353.168,33642.0,199950.0
2014-08-01,176006.0,1977991.0,2339185.0,57358.388,186764.0,186764.0,,,,,,,,,,,,,0.0,0.0,0.0,2094.612,16176.0,92242.0
2014-09-01,218283.0,1959914.0,2258202.0,49975.888,112840.0,112840.0,,,,,,,,,,,,,0.0,0.0,0.0,4015.112,31023.0,190492.0
2014-10-01,231471.0,2121500.0,2402591.0,59424.962,123393.0,123393.0,,,,,,,,,,,,,0.0,0.0,0.0,4739.038,36572.0,201443.0
2014-11-01,225299.0,1977348.0,2295102.0,36564.18,45614.0,45614.0,,,,,,,,,,,,,0.0,0.0,0.0,1961.82,15156.0,125589.0
2014-12-01,125790.0,977213.0,1304624.0,0.0,0.0,19285.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,228707.0
