measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,5751.023,58896.23,58896.23
2003-02-01,3982.4750000000004,40784.53,40784.53
2003-03-01,4086.483,41849.67,41849.67
2003-04-01,4133.071,42326.78,42326.78
2003-05-01,3763.6710000000003,38543.75,38543.75
2003-06-01,3903.3770000000004,39974.48,39974.48
2003-07-01,4408.832,45150.85,45150.85
2003-08-01,4462.144,45696.82,45696.82
2003-09-01,4164.752,42651.23,42651.23
2003-10-01,4837.229,49538.06,49538.06
2003-11-01,4360.109,44651.88,44651.88
2003-12-01,4612.8330000000005,47240.02,47240.02
2004-01-01,7153.588000000001,71693.26,71693.26
2004-02-01,6715.827,67306.02,67306.02
2004-03-01,5995.9580000000005,60091.49,60091.49
2004-04-01,5408.936000000001,54208.36,54208.36
2004-05-01,4645.619000000001,46558.39,46558.39
2004-06-01,3695.9480000000003,37040.79,37040.79
2004-07-01,3883.944,38924.89,38924.89
2004-08-01,4702.928,47132.74,47132.74
2004-09-01,5297.595,53092.5,53092.5
2004-10-01,4350.769,43603.41,43603.41
2004-11-01,3817.3830000000003,38257.81,38257.81
2004-12-01,4844.506,48551.64,48551.64
2005-01-01,6046.978,60463.73,60463.73
2005-02-01,4913.905000000001,49134.14,49134.14
2005-03-01,5368.943,53684.06,53684.06
2005-04-01,6730.531,67298.58,67298.58
2005-05-01,4986.755,49862.56,49862.56
2005-06-01,4467.841,44673.94,44673.94
2005-07-01,3793.453,37930.73,37930.73
2005-08-01,2991.087,29907.88,29907.88
2005-09-01,2583.812,25835.54,25835.54
2005-10-01,5255.539000000001,52550.14,52550.14
2005-11-01,5771.3,57707.23,57707.23
2005-12-01,6103.857,61032.46,61032.46
2006-01-01,5290.38,52475.0,52475.0
2006-02-01,4770.359,47317.0,47317.0
2006-03-01,4202.754,41687.0,41687.0
2006-04-01,4574.56,45375.0,45375.0
2006-05-01,5408.652,53648.0,53648.0
2006-06-01,5314.353,52713.0,52713.0
2006-07-01,5572.825,55277.0,55277.0
2006-08-01,5532.555,54877.0,54877.0
2006-09-01,3591.2830000000004,35622.0,35622.0
2006-10-01,3165.97,31403.0,31403.0
2006-11-01,3708.3970000000004,36784.0,36784.0
2006-12-01,3926.911,38951.0,38951.0
2007-01-01,5487.397,54237.0,54237.0
2007-02-01,4887.9310000000005,48312.0,48312.0
2007-03-01,4579.103,45260.0,45260.0
2007-04-01,5144.429,50848.0,50848.0
2007-05-01,6051.026,59808.0,59808.0
2007-06-01,4650.969,45970.0,45970.0
2007-07-01,3565.41,35241.0,35241.0
2007-08-01,3551.4790000000003,35103.0,35103.0
2007-09-01,3720.6730000000002,36775.0,36775.0
2007-10-01,3575.53,35341.0,35341.0
2007-11-01,4847.706,47915.0,47915.0
2007-12-01,5258.3460000000005,51973.0,51973.0
2008-01-01,5427.415,53482.0,53482.0
2008-02-01,5546.4890000000005,54655.0,54655.0
2008-03-01,6022.281,59344.0,59344.0
2008-04-01,5424.073,53449.0,53449.0
2008-05-01,5301.751,52243.0,52243.0
2008-06-01,4982.2660000000005,49095.0,49095.0
2008-07-01,4744.151,46749.0,46749.0
2008-08-01,5568.791,54875.0,54875.0
2008-09-01,4464.991,43998.0,43998.0
2008-10-01,3911.233,38541.0,38541.0
2008-11-01,4941.4400000000005,48693.0,48693.0
2008-12-01,5677.119000000001,55942.0,55942.0
2009-01-01,3650.786,35632.0,35632.0
2009-02-01,3283.4680000000003,32047.0,32047.0
2009-03-01,3508.146,34240.0,34240.0
2009-04-01,3473.473,33901.0,33901.0
2009-05-01,3354.45,32739.0,32739.0
2009-06-01,2783.0660000000003,27163.0,27163.0
2009-07-01,3403.281,33216.0,33216.0
2009-08-01,3530.953,34462.0,34462.0
2009-09-01,2355.188,22987.0,22987.0
2009-10-01,2183.116,21307.0,21307.0
2009-11-01,2475.502,24161.0,24161.0
2009-12-01,3369.5710000000004,32887.0,32887.0
2010-01-01,5454.131,53211.0,53211.0
2010-02-01,4880.983,47619.0,47619.0
2010-03-01,5583.468,54472.0,54472.0
2010-04-01,6130.504,59809.0,59809.0
2010-05-01,4818.454000000001,47009.0,47009.0
2010-06-01,3890.429,37955.0,37955.0
2010-07-01,3732.81,36417.0,36417.0
2010-08-01,3509.346,34237.0,34237.0
2010-09-01,3499.304,34139.0,34139.0
2010-10-01,4775.13,46586.0,46586.0
2010-11-01,4818.5070000000005,47009.0,47009.0
2010-12-01,4800.934,46838.0,46838.0
2011-01-01,5463.83,53087.0,53087.0
2011-02-01,4845.067,47075.0,47075.0
2011-03-01,5595.639,54367.0,54367.0
2011-04-01,5321.744,51706.0,51706.0
2011-05-01,5654.684,54941.0,54941.0
2011-06-01,4574.239,44443.0,44443.0
2011-07-01,3716.462,36109.0,36109.0
2011-08-01,3736.885,36308.0,36308.0
2011-09-01,5268.057,51184.0,51184.0
2011-10-01,5193.307,50458.0,50458.0
2011-11-01,4559.276,44298.0,44298.0
2011-12-01,5333.81,51823.0,51823.0
2012-01-01,5894.836,56095.0,56095.0
2012-02-01,4998.924,47570.0,47570.0
2012-03-01,5255.837,50015.0,50015.0
2012-04-01,4647.088,44222.0,44222.0
2012-05-01,5449.776,51860.0,51860.0
2012-06-01,5270.815,50157.0,50157.0
2012-07-01,4725.704,44970.0,44970.0
2012-08-01,4170.781,39689.0,39689.0
2012-09-01,4271.015,40643.0,40643.0
2012-10-01,5275.389,50201.0,50201.0
2012-11-01,5269.155,50141.0,50141.0
2012-12-01,5605.68,53344.0,53344.0
2013-01-01,4294.108,40970.0,40970.0
2013-02-01,4054.431,38683.0,38683.0
2013-03-01,4287.22,40904.0,40904.0
2013-04-01,4048.626,38628.0,38628.0
2013-05-01,4227.835,40338.0,40338.0
2013-06-01,5095.69,48618.0,48618.0
2013-07-01,4163.09,39720.0,39720.0
