measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2019-01-01,878.291,7821.0,7821.0
2019-02-01,713.694,6355.0,6355.0
2019-03-01,895.846,7978.0,7978.0
2019-04-01,737.252,6565.0,6565.0
2019-05-01,800.44,7128.0,7128.0
2019-06-01,587.833,5235.0,5235.0
2019-07-01,520.974,4639.0,4639.0
2019-08-01,471.944,4203.0,4203.0
2019-09-01,818.472,7288.0,7288.0
2019-10-01,1054.446,9390.0,9390.0
2019-11-01,926.559,8251.0,8251.0
2019-12-01,821.249,7313.0,7313.0
2020-01-01,960.71,8423.0,8423.0
2020-02-01,1239.747,10869.0,10869.0
2020-03-01,1232.257,10803.0,10803.0
2020-04-01,1028.636,9018.0,9018.0
2020-05-01,886.136,7769.0,7769.0
2020-06-01,963.095,8443.0,8443.0
2020-07-01,652.874,5724.0,5724.0
2020-08-01,874.095,7663.0,7663.0
2020-09-01,921.417,8078.0,8078.0
2020-10-01,938.068,8224.0,8224.0
2020-11-01,1107.409,9709.0,9709.0
2020-12-01,1011.556,8868.0,8868.0
2021-01-01,912.601,8071.0,8071.0
2021-02-01,723.571,6399.0,6399.0
2021-03-01,1122.351,9926.0,9926.0
2021-04-01,1208.666,10689.0,10689.0
2021-05-01,998.365,8830.0,8830.0
2021-06-01,773.67,6842.0,6842.0
2021-07-01,627.432,5549.0,5549.0
2021-08-01,840.825,7436.0,7436.0
2021-09-01,932.808,8250.0,8250.0
2021-10-01,951.384,8414.0,8414.0
2021-11-01,1227.419,10855.0,10855.0
2021-12-01,1313.908,11620.0,11620.0
2022-01-01,1371.98,4681.0,4681.0
2022-02-01,1177.396,4017.0,4017.0
2022-03-01,1232.451,4205.0,4205.0
2022-04-01,1241.297,4235.0,4235.0
2022-05-01,991.863,3384.0,3384.0
2022-06-01,895.906,3057.0,3057.0
2022-07-01,745.797,2545.0,2545.0
2022-08-01,742.226,2532.0,2532.0
2022-09-01,894.718,3053.0,3053.0
2022-10-01,1170.399,3993.0,3993.0
2022-11-01,1306.995,4459.0,4459.0
2022-12-01,1265.972,4319.0,4319.0
2023-01-01,815.0,2781.0,2781.0
2023-02-01,1013.0,3456.0,3456.0
2023-03-01,790.0,2695.0,2695.0
2023-04-01,533.0,1819.0,1819.0
2023-05-01,634.0,2163.0,2163.0
2023-06-01,324.0,1105.0,1105.0
2023-07-01,434.0,1481.0,1481.0
2023-08-01,672.0,2293.0,2293.0
2023-09-01,646.0,2204.0,2204.0
2023-10-01,923.0,3149.0,3149.0
2023-11-01,870.0,2968.0,2968.0
2023-12-01,842.0,2873.0,2873.0
2024-01-01,672.0,2293.0,2293.0
2024-02-01,821.0,2801.0,2801.0
2024-03-01,1162.0,3965.0,3965.0
2024-04-01,1154.0,3937.0,3937.0
2024-05-01,728.0,2484.0,2484.0
2024-06-01,578.0,1972.0,1972.0
2024-07-01,332.0,1133.0,1133.0
2024-08-01,635.0,2167.0,2167.0
2024-09-01,1050.0,3583.0,3583.0
2024-10-01,1253.0,4275.0,4275.0
2024-11-01,825.0,2815.0,2815.0
2024-12-01,838.0,2859.0,2859.0
