measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2001-01-01,1407.486,20180.0,20180.0
2001-02-01,1169.13,16762.0,16762.0
2001-03-01,1324.9940000000001,18997.0,18997.0
2001-04-01,890.0690000000001,12761.0,12761.0
2001-05-01,896.8770000000001,12859.0,12859.0
2001-06-01,1237.246,17739.0,17739.0
2001-07-01,1259.962,18065.0,18065.0
2001-08-01,1423.451,20409.0,20409.0
2001-09-01,1146.746,16441.0,16441.0
2001-10-01,1227.497,17599.0,17599.0
2001-11-01,1194.621,17128.0,17128.0
2001-12-01,1233.922,17691.0,17691.0
2002-01-01,1133.3780000000002,12344.0,12344.0
2002-02-01,1004.1110000000001,10936.0,10936.0
2002-03-01,1137.192,12386.0,12386.0
2002-04-01,957.1070000000001,10424.0,10424.0
2002-05-01,1051.4560000000001,11452.0,11452.0
2002-06-01,1066.225,11613.0,11613.0
2002-07-01,1267.151,13801.0,13801.0
2002-08-01,1263.357,13760.0,13760.0
2002-09-01,1178.165,12832.0,12832.0
2002-10-01,1261.644,13741.0,13741.0
2002-11-01,1126.3,12267.0,12267.0
2002-12-01,1342.913,14626.0,14626.0
2003-01-01,904.0970000000001,13362.0,13362.0
2003-02-01,833.2510000000001,12315.0,12315.0
2003-03-01,820.681,12129.0,12129.0
2003-04-01,824.293,12182.0,12182.0
2003-05-01,719.67,10636.0,10636.0
2003-06-01,869.635,12853.0,12853.0
2003-07-01,1128.683,16681.0,16681.0
2003-08-01,1121.858,16580.0,16580.0
2003-09-01,927.305,13705.0,13705.0
2003-10-01,1027.769,15190.0,15190.0
2003-11-01,930.051,13745.0,13745.0
2003-12-01,921.707,13622.0,13622.0
2004-01-01,791.5,11583.0,11583.0
2004-02-01,791.5,11583.0,11583.0
2004-03-01,791.5,11583.0,11583.0
2004-04-01,791.5,11583.0,11583.0
2004-05-01,791.5,11583.0,11583.0
2004-06-01,791.5,11583.0,11583.0
2004-07-01,791.5,11583.0,11583.0
2004-08-01,791.5,11583.0,11583.0
2004-09-01,791.5,11583.0,11583.0
2004-10-01,791.5,11583.0,11583.0
2004-11-01,791.5,11583.0,11583.0
2004-12-01,791.5,11583.0,11583.0
2005-01-01,547.67,9229.4,9229.4
2005-02-01,488.565,8233.35,8233.35
2005-03-01,558.009,9403.62,9403.62
2005-04-01,556.855,9384.18,9384.18
2005-05-01,612.181,10316.55,10316.55
2005-06-01,606.495,10220.72,10220.72
2005-07-01,627.993,10583.0,10583.0
2005-08-01,625.155,10535.17,10535.17
2005-09-01,588.892,9924.06,9924.06
2005-10-01,594.442,10017.61,10017.61
2005-11-01,598.7040000000001,10089.42,10089.42
2005-12-01,600.039,10111.92,10111.92
2006-01-01,572.246,8825.0,8825.0
2006-02-01,528.8430000000001,8155.0,8155.0
2006-03-01,583.349,8996.0,8996.0
2006-04-01,429.204,6619.0,6619.0
2006-05-01,524.738,8092.0,8092.0
2006-06-01,549.6840000000001,8477.0,8477.0
2006-07-01,570.48,8798.0,8798.0
2006-08-01,567.05,8745.0,8745.0
2006-09-01,542.397,8364.0,8364.0
2006-10-01,562.83,8680.0,8680.0
2006-11-01,568.452,8766.0,8766.0
2006-12-01,547.727,8447.0,8447.0
2007-01-01,518.692,9229.0,9229.0
2007-02-01,429.742,7646.0,7646.0
2007-03-01,530.639,9442.0,9442.0
2007-04-01,344.623,6132.0,6132.0
2007-05-01,482.68,8588.0,8588.0
2007-06-01,502.605,8943.0,8943.0
2007-07-01,506.645,9015.0,9015.0
2007-08-01,511.21200000000005,9096.0,9096.0
2007-09-01,515.095,9165.0,9165.0
2007-10-01,528.541,9404.0,9404.0
2007-11-01,543.226,9666.0,9666.0
2007-12-01,544.302,9685.0,9685.0
2008-01-01,427.28200000000004,7352.0,7352.0
2008-02-01,419.96700000000004,7226.0,7226.0
2008-03-01,406.647,6997.0,6997.0
2008-04-01,399.35200000000003,6872.0,6872.0
2008-05-01,434.56600000000003,7478.0,7478.0
2008-06-01,434.10400000000004,7470.0,7470.0
2008-07-01,448.184,7712.0,7712.0
2008-08-01,462.87,7965.0,7965.0
2008-09-01,416.15500000000003,7161.0,7161.0
2008-10-01,451.04200000000003,7761.0,7761.0
2008-11-01,454.58500000000004,7822.0,7822.0
2008-12-01,461.24600000000004,7937.0,7937.0
2009-01-01,284.992,5665.0,5665.0
2009-02-01,260.511,5178.0,5178.0
2009-03-01,339.5,6748.0,6748.0
2009-04-01,346.035,6878.0,6878.0
2009-05-01,350.384,6965.0,6965.0
2009-06-01,324.355,6447.0,6447.0
2009-07-01,345.392,6865.0,6865.0
2009-08-01,327.711,6514.0,6514.0
2009-09-01,316.91900000000004,6300.0,6300.0
2009-10-01,317.712,6315.0,6315.0
2009-11-01,298.83,5940.0,5940.0
2009-12-01,329.659,6553.0,6553.0
2010-01-01,200.006,3351.0,3351.0
2010-02-01,223.76700000000002,3749.0,3749.0
2010-03-01,254.961,4272.0,4272.0
2010-04-01,256.976,4306.0,4306.0
2010-05-01,246.69,4133.0,4133.0
2010-06-01,257.6,4316.0,4316.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0
