measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,14998.0,141327.0,141327.0,7453.0,25571.0,25571.0
2003-02-01,3591.0,42608.0,42608.0,,,,6902.0,81890.0,81890.0,4930.0,17841.0,17841.0
2003-03-01,2794.0,30630.0,30630.0,,,,17345.0,190160.0,190160.0,10346.0,37609.0,37609.0
2003-04-01,0.0,0.0,0.0,,,,10822.0,125154.0,125154.0,5775.0,18733.0,18733.0
2003-05-01,0.0,0.0,0.0,,,,801.0,10836.0,10836.0,425.0,2042.0,2042.0
2003-06-01,0.0,0.0,0.0,,,,606.0,7464.0,7464.0,318.0,1110.0,1110.0
2003-07-01,0.0,0.0,0.0,,,,22564.0,259451.0,259451.0,13480.0,48093.0,48093.0
2003-08-01,0.0,0.0,0.0,,,,20915.0,253462.0,253462.0,18890.0,50764.0,50764.0
2003-09-01,0.0,0.0,0.0,,,,19792.0,231436.0,231436.0,11576.0,41540.0,41540.0
2003-10-01,0.0,0.0,0.0,,,,17413.0,202034.0,202034.0,9365.0,30266.0,30266.0
2003-11-01,0.0,0.0,0.0,,,,6682.0,76392.0,76392.0,3576.0,11492.0,11492.0
2003-12-01,0.0,0.0,0.0,,,,6467.0,76492.0,76492.0,2866.0,6776.0,6776.0
2005-01-01,1241.881,15177.25,15177.25,,,,7378.15,90174.3,90174.3,1666.063,15106.1,15106.1
2005-02-01,285.856,3493.5,3493.5,,,,6540.9220000000005,79941.86,79941.86,1477.008,13391.95,13391.95
2005-03-01,245.299,2997.85,2997.85,,,,7805.443,95396.59,95396.59,1762.55,15980.95,15980.95
2005-04-01,245.43800000000002,2999.55,2999.55,,,,8002.495000000001,97804.91,97804.91,1807.046,16384.39,16384.39
2005-05-01,247.46200000000002,3024.27,3024.27,,,,6491.939,79343.19,79343.19,1465.9470000000001,13291.66,13291.66
2005-06-01,299.766,3663.5,3663.5,,,,11044.705,134986.21,134986.21,2494.009,22613.05,22613.05
2005-07-01,567.7230000000001,6938.25,6938.25,,,,14232.657,173948.72,173948.72,3213.882,29140.09,29140.09
2005-08-01,502.83700000000005,6145.27,6145.27,,,,15216.84,185977.21,185977.21,3436.12,31155.12,31155.12
2005-09-01,279.79,3419.37,3419.37,,,,10066.079,123025.63,123025.63,2273.025,20609.4,20609.4
2005-10-01,392.271,4794.01,4794.01,,,,6961.218000000001,85078.63,85078.63,1571.915,14252.47,14252.47
2005-11-01,264.139,3228.09,3228.09,,,,6248.478,76367.67,76367.67,1410.971,12793.2,12793.2
2005-12-01,723.5360000000001,8842.46,8842.46,,,,6751.072,82510.27,82510.27,1524.462,13822.22,13822.22
2006-01-01,0.0,0.0,0.0,,,,3373.61,52873.0,52873.0,2249.015,8951.0,8951.0
2006-02-01,0.0,0.0,0.0,,,,3813.558,59768.0,59768.0,2542.305,10118.0,10118.0
2006-03-01,0.0,0.0,0.0,,,,5025.3550000000005,78760.0,78760.0,3350.1490000000003,13334.0,13334.0
2006-04-01,0.0,0.0,0.0,,,,4158.659000000001,65176.0,65176.0,2772.367,11034.0,11034.0
2006-05-01,0.0,0.0,0.0,,,,5478.015,85854.0,85854.0,3651.914,14535.0,14535.0
2006-06-01,0.0,0.0,0.0,,,,7056.307000000001,110589.0,110589.0,4704.081,18722.0,18722.0
2006-07-01,0.0,0.0,0.0,,,,12627.022,197896.0,197896.0,8417.794,33503.0,33503.0
2006-08-01,0.0,0.0,0.0,,,,11220.223,175848.0,175848.0,7479.952,29770.0,29770.0
2006-09-01,0.0,0.0,0.0,,,,6599.963000000001,103437.0,103437.0,4399.86,17511.0,17511.0
2006-10-01,0.0,0.0,0.0,,,,7149.069,112043.0,112043.0,4765.921,18968.0,18968.0
2006-11-01,0.0,0.0,0.0,,,,4806.259,75326.0,75326.0,3204.089,12752.0,12752.0
2006-12-01,0.0,0.0,0.0,,,,4878.9580000000005,76465.0,76465.0,3252.554,12945.0,12945.0
2007-01-01,,,,,,,15555.355,189716.0,189716.0,7525.0,29406.0,29406.0
2007-02-01,,,,,,,14258.445,173899.0,173899.0,6908.0,38532.0,38532.0
2007-03-01,,,,,,,15791.558,192597.0,192597.0,7643.0,30420.0,30420.0
2007-04-01,,,,,,,11645.586,142032.0,142032.0,5624.0,23391.0,23391.0
2007-05-01,,,,,,,2877.579,35096.0,35096.0,1377.0,5060.0,5060.0
2007-06-01,,,,,,,6954.96,84824.0,84824.0,3339.0,12156.0,12156.0
2007-07-01,,,,,,,12249.27,149395.0,149395.0,5889.0,22308.0,22308.0
2007-08-01,,,,,,,18333.914,223604.0,223604.0,8865.0,35560.0,35560.0
2007-09-01,,,,,,,13104.371,159824.0,159824.0,6302.0,24360.0,24360.0
2007-10-01,,,,,,,14288.958,174271.0,174271.0,6882.0,27351.0,27351.0
2007-11-01,,,,,,,4987.687,60831.0,60831.0,2393.0,9081.0,9081.0
2007-12-01,0.0,0.0,0.0,,,,21933.319,267503.0,267503.0,10578.0,44616.0,44616.0
2008-01-01,321.771,4000.0,4000.0,137.318,0.0,0.0,18237.269,226705.0,226705.0,9003.682,35560.0,35560.0
2008-02-01,144.084,1791.0,1791.0,61.337,0.0,0.0,8186.267000000001,101757.0,101757.0,4041.663,16256.0,16256.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,46.59,579.0,579.0,19.933,0.0,0.0,2655.7490000000003,33010.0,33010.0,1311.067,5080.0,5080.0
2008-07-01,267.029,3319.0,3319.0,114.0,0.0,0.0,15155.186000000002,188388.0,188388.0,7482.0,29464.0,29464.0
2008-08-01,32.176,400.0,400.0,13.995000000000001,0.0,0.0,1819.4640000000002,22618.0,22618.0,898.005,3048.0,3048.0
2008-09-01,51.39,639.0,639.0,21.727,0.0,0.0,2920.98,36309.0,36309.0,1442.2730000000001,6096.0,6096.0
2008-10-01,41.301,513.0,513.0,17.883,0.0,0.0,2336.1890000000003,29041.0,29041.0,1153.117,4064.0,4064.0
2008-11-01,11.525,143.0,143.0,5.053,0.0,0.0,650.355,8085.0,8085.0,320.947,1016.0,1016.0
2008-12-01,68.196,848.0,848.0,29.321,0.0,0.0,3862.4790000000003,48014.0,48014.0,1906.679,7112.0,7112.0
2009-01-01,22.749000000000002,202.0,202.0,8.132,0.0,0.0,4263.8330000000005,37789.0,37789.0,1799.8680000000002,6837.0,6837.0
2009-02-01,14.053,125.0,125.0,5.118,0.0,0.0,2686.3990000000003,23805.0,23805.0,1133.882,3781.0,3781.0
2009-03-01,11.377,101.0,101.0,4.133,0.0,0.0,2224.379,19709.0,19709.0,938.8670000000001,3189.0,3189.0
2009-04-01,17.399,154.0,154.0,6.091,0.0,0.0,3356.3880000000004,29742.0,29742.0,1416.909,6122.0,6122.0
2009-05-01,1.34,12.0,12.0,0.47900000000000004,0.0,0.0,313.98900000000003,2780.0,2780.0,132.52100000000002,501.0,501.0
