measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,-284.0,0.0,0.0
2003-02-01,3636.0,46997.0,46997.0
2003-03-01,450.0,5554.0,5554.0
2003-04-01,2239.0,29510.0,29510.0
2003-05-01,9958.0,126715.0,126715.0
2003-06-01,1025.0,16418.0,16418.0
2003-07-01,-293.0,0.0,0.0
2003-08-01,4364.0,57198.0,57198.0
2003-09-01,230.0,4256.0,4256.0
2003-10-01,335.0,1847.0,1847.0
2003-11-01,1302.0,16425.0,16425.0
2003-12-01,-190.0,0.0,0.0
2004-01-01,-204.0,107.0,107.0
2004-02-01,214.0,5028.0,5028.0
2004-03-01,354.0,4527.0,4527.0
2004-04-01,760.0,11850.0,11850.0
2004-05-01,1681.0,23843.0,23843.0
2004-06-01,999.0,12685.0,12685.0
2004-07-01,947.0,11891.0,11891.0
2004-08-01,1721.0,22492.0,22492.0
2004-09-01,2270.0,28295.0,28295.0
2004-10-01,1933.0,24044.0,24044.0
2004-11-01,2078.0,25367.0,25367.0
2004-12-01,741.0,8399.0,8399.0
2005-01-01,2025.0,25196.89,25196.89
2005-02-01,749.0,9348.65,9348.65
2005-03-01,444.0,5475.93,5475.93
2005-04-01,544.0,6752.38,6752.38
2005-05-01,3227.0,40131.38,40131.38
2005-06-01,9488.0,123254.78,123254.78
2005-07-01,18844.0,235980.8,235980.8
2005-08-01,17664.0,217350.14,217350.14
2005-09-01,9228.0,118231.64,118231.64
2005-10-01,11278.0,159423.4,159423.4
2005-11-01,6189.0,73773.75,73773.75
2005-12-01,2480.0,50315.5,50315.5
2006-01-01,171.0,2068.0,2068.0
2006-02-01,38.0,507.0,507.0
2006-03-01,282.0,12377.0,12377.0
2006-04-01,5282.0,76047.0,76047.0
2006-05-01,8311.0,104168.0,104168.0
2006-06-01,8380.0,106964.0,106964.0
2006-07-01,17212.0,223421.0,223421.0
2006-08-01,26893.0,342162.0,342162.0
2006-09-01,10523.0,128124.0,128124.0
2006-10-01,2958.0,37004.0,37004.0
2006-11-01,812.0,10250.0,10250.0
2006-12-01,493.0,6210.0,6210.0
2007-01-01,1366.0,16490.0,16490.0
2007-02-01,156.0,2031.0,2031.0
2007-03-01,120.0,1857.0,1857.0
2007-04-01,3834.0,47649.0,47649.0
2007-05-01,2643.0,33345.0,33345.0
2007-06-01,3059.0,38141.0,38141.0
2007-07-01,3399.0,42307.0,42307.0
2007-08-01,4241.0,53132.0,53132.0
2007-09-01,4997.0,46590.0,46590.0
2007-10-01,3326.0,41378.0,41378.0
2007-11-01,2593.0,32683.0,32683.0
2007-12-01,1476.0,18280.0,18280.0
2008-01-01,376.0,6739.0,6739.0
2008-02-01,1824.0,20613.0,20613.0
