measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,-708.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,-660.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,42541.0,481184.0,481184.0,0.0,0.0,0.0
2003-04-01,107368.0,1160390.0,1160390.0,0.0,0.0,0.0
2003-05-01,132370.0,1495307.0,1495307.0,0.0,0.0,0.0
2003-06-01,113457.0,1279052.0,1279052.0,0.0,0.0,0.0
2003-07-01,202369.0,2139194.0,2139194.0,0.0,0.0,0.0
2003-08-01,202786.0,2124277.0,2124277.0,0.0,0.0,0.0
2003-09-01,95354.0,1003643.0,1003643.0,0.0,0.0,0.0
2003-10-01,34403.0,432232.0,432232.0,0.0,0.0,0.0
2003-11-01,37220.0,449652.0,449652.0,0.0,0.0,0.0
2003-12-01,9176.0,114621.0,114621.0,0.0,0.0,0.0
2004-01-01,28003.0,333969.0,333969.0,0.0,0.0,0.0
2004-02-01,54512.0,616048.0,616048.0,0.0,0.0,0.0
2004-03-01,48366.0,530084.0,530084.0,0.0,0.0,0.0
2004-04-01,112621.0,1249842.0,1249842.0,0.0,0.0,0.0
2004-05-01,153697.0,1621104.0,1621104.0,0.0,0.0,0.0
2004-06-01,137462.0,1506779.0,1506779.0,0.0,0.0,0.0
2004-07-01,166137.0,1786797.0,1786797.0,0.0,0.0,0.0
2004-08-01,133724.0,1478034.0,1478034.0,0.0,0.0,0.0
2004-09-01,83315.0,950572.0,950572.0,0.0,0.0,0.0
2004-10-01,65687.0,777524.0,777524.0,0.0,0.0,0.0
2004-11-01,41427.0,509577.0,509577.0,0.0,0.0,0.0
2004-12-01,47130.0,563611.0,563611.0,0.0,0.0,0.0
2005-01-01,90230.0,1035406.0,1035406.0,,,
2005-02-01,47147.0,523531.41,523531.41,,,
2005-03-01,30077.0,336285.85,336285.85,,,
2005-04-01,69960.0,758094.0,758094.0,,,
2005-05-01,132542.0,1462657.32,1462657.32,,,
2005-06-01,135667.0,1491696.71,1491696.71,,,
2005-07-01,229763.0,2383451.9,2383451.9,,,
2005-08-01,143789.0,1541924.41,1541924.41,,,
2005-09-01,155926.0,1676506.68,1676506.68,,,
2005-10-01,125564.0,1403025.04,1403025.04,,,
2005-11-01,117035.0,1270917.07,1270917.07,,,
2005-12-01,68366.0,783734.04,783734.04,,,
2006-01-01,45934.0,565063.0,565063.0,,,
2006-02-01,50146.0,563985.0,563985.0,,,
2006-03-01,49934.0,611155.0,611155.0,,,
2006-04-01,60636.0,689944.0,689944.0,,,
2006-05-01,89666.0,1022185.0,1022185.0,,,
2006-06-01,139746.0,1484510.0,1484510.0,,,
2006-07-01,176343.0,1860558.0,1860558.0,,,
2006-08-01,161058.0,1719095.0,1719095.0,,,
2006-09-01,52336.0,622029.0,622029.0,,,
2006-10-01,111815.0,1220854.0,1220854.0,,,
2006-11-01,111979.0,1234959.0,1234959.0,,,
2006-12-01,171747.0,1832284.0,1832284.0,,,
2007-01-01,108175.0,1220953.0,1220953.0,,,
2007-02-01,91588.0,1101969.0,1101969.0,,,
2007-03-01,40839.0,390388.0,390388.0,,,
2007-04-01,42635.0,514575.0,514575.0,,,
2007-05-01,95948.0,1144685.0,1144685.0,,,
2007-06-01,132175.0,1478947.0,1478947.0,,,
