measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2007-07-01,147966.0,1618650.0,1618650.0,,,
2007-08-01,149044.0,1581500.0,1581500.0,,,
2007-09-01,121103.0,1349713.0,1349713.0,,,
2007-10-01,137643.0,1513915.0,1513915.0,,,
2007-11-01,129624.0,1405292.0,1405292.0,,,
2007-12-01,85925.0,984024.0,984024.0,,,
2008-01-01,43619.0,526391.0,526391.0,,,
2008-02-01,51062.0,597543.0,597543.0,,,
2008-03-01,106665.0,1202381.0,1202381.0,,,
2008-04-01,100717.0,1152597.0,1152597.0,,,
2008-05-01,95256.0,1100389.0,1100389.0,,,
2008-06-01,131147.0,1437170.0,1437170.0,,,
2008-07-01,158257.0,1711995.0,1711995.0,,,
2008-08-01,147494.0,1609280.0,1609280.0,,,
2008-09-01,49358.0,583209.0,583209.0,,,
2008-10-01,54585.0,629593.0,629593.0,,,
2008-11-01,94460.0,1080663.0,1080663.0,,,
2008-12-01,52832.0,664722.0,664722.0,,,
2009-01-01,53430.0,649623.0,649623.0,,,
2009-02-01,48813.0,622808.0,622808.0,,,
2009-03-01,60743.0,730982.0,730982.0,,,
2009-04-01,44992.0,545793.0,545793.0,,,
2009-05-01,67690.0,857835.0,857835.0,,,
2009-06-01,99529.0,1166849.0,1166849.0,,,
2009-07-01,132594.0,1489177.0,1489177.0,,,
2009-08-01,122895.0,1388905.0,1388905.0,,,
2009-09-01,55459.0,674265.0,674265.0,,,
2009-10-01,58615.0,732996.0,732996.0,,,
2009-11-01,49131.0,618075.0,618075.0,,,
2009-12-01,56224.0,694541.0,694541.0,,,
2010-01-01,85678.0,1018642.0,1018642.0,,,
2010-02-01,99545.0,1128185.0,1128185.0,,,
2010-03-01,39079.0,518044.0,518044.0,,,
2010-04-01,48982.0,636707.0,636707.0,,,
2010-05-01,73724.0,910163.0,910163.0,,,
2010-06-01,98605.0,1146039.0,1146039.0,,,
2010-07-01,125198.0,1404838.0,1404838.0,,,
2010-08-01,129831.0,1438347.0,1438347.0,,,
2010-09-01,60268.0,756213.0,756213.0,,,
2010-10-01,65667.0,797366.0,797366.0,,,
2010-11-01,17828.0,244180.0,244180.0,,,
2010-12-01,44866.0,598189.0,598189.0,,,
2011-01-01,44529.0,602820.0,602820.0,,,
2011-02-01,57842.0,731530.0,731530.0,,,
2011-03-01,61229.0,768261.0,768261.0,,,
2011-04-01,63012.0,807316.0,807316.0,,,
2011-05-01,59421.0,777255.0,777255.0,,,
2011-06-01,87280.0,1049570.0,1049570.0,,,
2011-07-01,135455.0,1492173.0,1492173.0,,,
2011-08-01,146058.0,1590250.0,1590250.0,,,
2011-09-01,70874.0,833296.0,833296.0,,,
2011-10-01,50260.0,636932.0,636932.0,,,
2011-11-01,118619.0,1317663.0,1317663.0,,,
2011-12-01,121442.0,1354744.0,1354744.0,,,
2012-01-01,94023.0,1059335.0,1059335.0,,,
2012-02-01,102535.0,1144282.0,1144282.0,,,
2012-03-01,109183.0,1199901.0,1199901.0,,,
2012-04-01,113154.0,1245407.0,1245407.0,,,
2012-05-01,126331.0,1396386.0,1396386.0,,,
2012-06-01,121711.0,1367520.0,1367520.0,,,
2012-07-01,142630.0,1559645.0,1559645.0,,,
2012-08-01,137127.0,1494949.0,1494949.0,,,
2012-09-01,89483.0,1013403.0,1013403.0,,,
2012-10-01,47376.0,571366.0,571366.0,,,
2012-11-01,41557.0,532744.0,532744.0,,,
2012-12-01,50164.0,609876.0,609876.0,,,
2013-01-01,50747.0,673784.0,673784.0,,,
2013-02-01,33917.0,446090.0,446090.0,,,
2013-03-01,55735.0,690577.0,690577.0,,,
2013-04-01,67595.0,824987.0,824987.0,,,
2013-05-01,84114.0,1012094.0,1012094.0,,,
2013-06-01,76903.0,947650.0,947650.0,,,
2013-07-01,95649.0,1134973.0,1134973.0,,,
2013-08-01,107288.0,1240812.0,1240812.0,,,
2013-09-01,69008.0,824475.0,824475.0,,,
2013-10-01,19550.0,246568.0,246568.0,,,
2013-11-01,43626.0,554342.0,554342.0,,,
2013-12-01,57225.0,738682.0,738682.0,,,
2014-01-01,66671.0,827344.0,827344.0,,,
2014-02-01,65408.0,779913.0,779913.0,,,
2014-03-01,23610.0,312229.0,312229.0,,,
2014-04-01,42933.0,533378.0,533378.0,,,
2014-05-01,41222.0,497767.0,497767.0,,,
2014-06-01,12013.0,162295.0,162295.0,,,
2014-07-01,33464.0,405354.0,405354.0,,,
2014-08-01,77861.0,893706.0,893706.0,,,
2014-09-01,19527.0,259724.0,259724.0,,,
2014-10-01,43027.0,530591.0,530591.0,,,
2014-11-01,15784.0,207008.0,207008.0,,,
2014-12-01,35240.0,442837.0,442837.0,,,
2015-01-01,26357.0,334768.0,334768.0,,,
2015-02-01,13812.0,177056.0,177056.0,,,
2015-03-01,18046.0,225324.0,225324.0,,,
2015-04-01,16373.0,214170.0,214170.0,,,
2015-05-01,18218.0,252410.0,252410.0,,,
2015-06-01,34957.0,412202.0,412202.0,,,
2015-07-01,84921.0,958898.0,958898.0,,,
2015-08-01,78253.0,872765.0,872765.0,,,
2015-09-01,42825.0,511152.0,511152.0,,,
2015-10-01,34087.0,412591.0,412591.0,,,
2015-11-01,29165.0,350971.0,350971.0,,,
2015-12-01,22391.0,270684.0,270684.0,,,
2016-01-01,4059.0,75696.0,75696.0,,,
2016-02-01,22954.0,282416.0,282416.0,,,
2016-03-01,24495.0,289755.0,289755.0,,,
2016-04-01,30543.0,395758.0,395758.0,,,
2016-05-01,23056.0,313466.0,313466.0,,,
2016-06-01,62537.0,748749.0,748749.0,,,
2016-07-01,65364.0,780889.0,780889.0,,,
2016-08-01,65843.0,834238.0,834238.0,,,
2016-09-01,41539.0,520177.0,520177.0,,,
2016-10-01,44510.0,553307.0,553307.0,,,
2016-11-01,27217.0,325282.0,325282.0,,,
2016-12-01,37287.0,484730.0,484730.0,,,
2017-01-01,44188.0,528649.0,528649.0,,,
2017-02-01,6778.0,112107.0,112107.0,,,
2017-03-01,18824.0,252718.0,252718.0,,,
2017-04-01,14066.0,210408.0,210408.0,,,
2017-05-01,21164.0,277436.0,277436.0,,,
2017-06-01,45214.0,543430.0,543430.0,,,
2017-07-01,83095.0,978481.0,978481.0,,,
2017-08-01,56969.0,706830.0,706830.0,,,
2017-09-01,31234.0,400731.0,400731.0,,,
2017-10-01,19236.0,261696.0,261696.0,,,
2017-11-01,14056.0,200666.0,200666.0,,,
2017-12-01,42006.0,522340.0,522340.0,,,
2018-01-01,35233.0,402348.0,402348.0,,,
2018-02-01,34832.0,418308.0,418308.0,,,
2018-03-01,56739.0,696297.0,696297.0,,,
2018-04-01,66582.0,771918.0,771918.0,,,
2018-05-01,85285.0,996112.0,996112.0,,,
2018-06-01,64887.0,782602.0,782602.0,,,
2018-07-01,121776.0,1368257.0,1368257.0,,,
2018-08-01,101683.0,1140344.0,1140344.0,,,
2018-09-01,75699.0,870850.0,870850.0,,,
2018-10-01,101420.0,1172700.0,1172700.0,,,
2018-11-01,71119.0,805171.0,805171.0,,,
2018-12-01,54551.0,680302.0,680302.0,,,
2019-01-01,49622.0,594590.0,594590.0,,,
2019-02-01,54034.0,636171.0,636171.0,,,
2019-03-01,92177.0,1100865.0,1100865.0,,,
2019-04-01,132176.0,1479713.0,1479713.0,,,
2019-05-01,130581.0,1467858.0,1467858.0,,,
2019-06-01,156233.0,1714091.0,1714091.0,,,
2019-07-01,161040.0,1823258.0,1823258.0,,,
2019-08-01,137935.0,1575826.0,1575826.0,,,
2019-09-01,36317.0,437458.0,437458.0,,,
2019-10-01,23165.0,263186.0,263186.0,,,
2019-11-01,83825.0,963900.0,963900.0,,,
2019-12-01,107167.0,1174201.0,1174201.0,,,
2020-01-01,118091.0,1335033.0,1335033.0,,,
2020-02-01,134652.0,1461956.0,1461956.0,,,
2020-03-01,136489.0,1482686.0,1482686.0,,,
2020-04-01,155871.0,1703993.0,1703993.0,,,
2020-05-01,87850.0,1061406.0,1061406.0,,,
2020-06-01,81111.0,987784.0,987784.0,,,
2020-07-01,138754.0,1534898.0,1534898.0,,,
2020-08-01,127266.0,1458672.0,1458672.0,,,
2020-09-01,92356.0,1379103.0,1379103.0,,,
2020-10-01,98776.0,1112903.0,1112903.0,,,
2020-11-01,45722.0,589514.0,589514.0,,,
2020-12-01,35105.0,434107.0,434107.0,,,
2021-01-01,32386.0,412302.0,412302.0,,,
2021-02-01,68181.0,783048.0,783048.0,,,
2021-03-01,30672.0,417080.0,417080.0,,,
2021-04-01,45975.0,556499.0,556499.0,,,
2021-05-01,23832.0,327255.0,327255.0,,,
2021-06-01,72556.0,899483.0,899483.0,,,
2021-07-01,87741.0,1035881.0,1035881.0,,,
2021-08-01,68940.0,841206.0,841206.0,,,
2021-09-01,31329.0,437789.0,437789.0,,,
2021-10-01,43836.0,566195.0,566195.0,,,
2021-11-01,51250.0,616177.0,616177.0,,,
2021-12-01,25540.0,365893.0,365893.0,,,
2022-01-01,22743.0,307277.0,307277.0,,,
2022-02-01,44124.0,538109.0,538109.0,,,
2022-03-01,35875.0,470218.0,470218.0,,,
2022-04-01,31346.0,431867.0,431867.0,,,
2022-05-01,42375.0,539199.0,539199.0,,,
2022-06-01,38820.0,527211.0,527211.0,,,
2022-07-01,110102.0,1284723.0,1284723.0,,,
2022-08-01,115562.0,1225543.0,1225543.0,,,
2022-09-01,80808.0,940020.0,940020.0,,,
2022-10-01,64506.0,705188.0,705188.0,,,
2022-11-01,57274.0,663153.0,663153.0,,,
2022-12-01,69763.0,807836.0,807836.0,,,
2023-01-01,81499.0,943999.0,943999.0,,,
2023-02-01,39224.0,478328.0,478328.0,,,
2023-03-01,68923.0,736630.0,736630.0,,,
2023-04-01,89411.0,1023725.0,1023725.0,,,
2023-05-01,139044.0,1495296.0,1495296.0,,,
2023-06-01,143044.0,1548956.0,1548956.0,,,
2023-07-01,135267.0,1477148.0,1477148.0,,,
2023-08-01,131580.0,1437759.0,1437759.0,,,
2023-09-01,108558.0,1229693.0,1229693.0,,,
2023-10-01,102029.0,1161316.0,1161316.0,,,
2023-11-01,93813.0,1047832.0,1047832.0,,,
2023-12-01,78260.0,940758.0,940758.0,,,
2024-01-01,90479.0,989255.0,989255.0,,,
2024-02-01,81380.0,931179.0,931179.0,,,
2024-03-01,139084.0,1540362.0,1540362.0,,,
2024-04-01,118041.0,1300311.0,1300311.0,,,
2024-05-01,146798.0,1609637.0,1609637.0,,,
2024-06-01,159124.0,1697607.0,1697607.0,,,
2024-07-01,207755.0,2212937.0,2212937.0,,,
2024-08-01,253846.0,2655831.0,2655831.0,,,
2024-09-01,168313.0,1769300.0,1769300.0,,,
2024-10-01,144917.0,1593197.0,1593197.0,,,
2024-11-01,128732.0,1509481.0,1509481.0,,,
2024-12-01,90039.0,1059282.0,1059282.0,,,
