measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2009-01-01,1834.173,16019.0,16019.0
2009-02-01,2459.329,21421.0,21421.0
2009-03-01,2186.6040000000003,17775.0,17775.0
2009-04-01,1589.297,11605.0,11605.0
2009-05-01,2327.7670000000003,17012.0,17012.0
2009-06-01,86.427,1024.0,1162.0
2009-07-01,3294.789,23096.0,23096.0
2009-08-01,3312.0750000000003,23205.0,23205.0
2009-09-01,3011.501,21115.0,21115.0
2009-10-01,2515.9860000000003,18976.0,18976.0
2009-11-01,1037.124,7830.0,7830.0
2009-12-01,2679.237,20209.0,20209.0
2010-01-01,3275.0,37248.0,275890.0
2010-02-01,3490.0,39693.0,515525.0
2010-03-01,5509.0,62656.0,315554.0
2010-04-01,4912.0,55866.0,284290.0
2010-05-01,6663.0,75781.0,333648.0
2010-06-01,2328.0,26477.0,228514.0
2010-07-01,6856.0,77976.0,331783.0
2010-08-01,6531.0,74279.0,303828.0
2010-09-01,3136.0,35667.0,230916.0
2010-10-01,2052.0,23338.0,185875.0
2010-11-01,3922.0,44606.0,276158.0
2010-12-01,3617.0,41137.0,267389.0
2011-01-01,588.664,6972.0,214504.0
2011-02-01,754.796,8939.0,191160.0
2011-03-01,0.0,0.0,190188.0
2011-04-01,480.15,5687.0,180614.0
2011-05-01,1692.049,20040.0,159813.0
2011-06-01,0.0,0.0,0.0
