measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2014-07-01,674.699,6416.0,6416.0
2014-08-01,712.979,6780.0,6780.0
2014-09-01,601.151,5717.0,5717.0
2014-10-01,767.504,7299.0,7299.0
2014-11-01,413.689,3934.0,3934.0
2014-12-01,426.648,4057.0,4057.0
2015-01-01,463.868,4323.0,4323.0
2015-02-01,380.415,3545.0,3545.0
2015-03-01,692.538,6454.0,6454.0
2015-04-01,787.172,7336.0,7336.0
2015-05-01,1087.637,10136.0,10136.0
2015-06-01,1013.802,9448.0,9448.0
2015-07-01,1086.203,10122.0,10122.0
2015-08-01,968.413,9025.0,9025.0
2015-09-01,661.8,6167.0,6167.0
2015-10-01,594.559,5541.0,5541.0
2015-11-01,437.622,4078.0,4078.0
2015-12-01,655.971,6113.0,6113.0
2016-01-01,467.226,4313.0,4313.0
2016-02-01,480.861,4439.0,4439.0
2016-03-01,948.229,8754.0,8754.0
2016-04-01,797.165,7359.0,7359.0
2016-05-01,699.702,6460.0,6460.0
2016-06-01,827.251,7637.0,7637.0
2016-07-01,857.431,7916.0,7916.0
2016-08-01,1128.065,10414.0,10414.0
2016-09-01,809.438,7473.0,7473.0
2016-10-01,622.844,5750.0,5750.0
2016-11-01,443.899,4098.0,4098.0
2016-12-01,717.889,6628.0,6628.0
2017-01-01,494.642,4557.0,4557.0
2017-02-01,603.848,5563.0,5563.0
2017-03-01,743.399,6849.0,6849.0
2017-04-01,809.732,7460.0,7460.0
2017-05-01,885.205,8155.0,8155.0
2017-06-01,757.114,6975.0,6975.0
2017-07-01,844.908,7784.0,7784.0
2017-08-01,762.779,7027.0,7027.0
2017-09-01,732.507,6749.0,6749.0
2017-10-01,637.851,5877.0,5877.0
2017-11-01,563.396,5191.0,5191.0
2017-12-01,460.619,4244.0,4244.0
2018-01-01,569.088,5181.0,5181.0
2018-02-01,498.814,4541.0,4541.0
2018-03-01,720.575,6560.0,6560.0
2018-04-01,884.796,8055.0,8055.0
2018-05-01,878.9,8002.0,8002.0
2018-06-01,945.517,8608.0,8608.0
2018-07-01,892.758,8128.0,8128.0
2018-08-01,911.587,8299.0,8299.0
2018-09-01,603.529,5495.0,5495.0
2018-10-01,649.803,5916.0,5916.0
2018-11-01,471.235,4290.0,4290.0
2018-12-01,389.398,3545.0,3545.0
2019-01-01,478.068,4257.0,4257.0
2019-02-01,460.752,4103.0,4103.0
2019-03-01,763.421,6798.0,6798.0
2019-04-01,784.52,6986.0,6986.0
2019-05-01,891.27,7937.0,7937.0
2019-06-01,863.737,7692.0,7692.0
2019-07-01,960.227,8551.0,8551.0
2019-08-01,855.094,7615.0,7615.0
2019-09-01,779.782,6944.0,6944.0
2019-10-01,618.311,5506.0,5506.0
2019-11-01,532.487,4742.0,4742.0
2019-12-01,472.331,4206.0,4206.0
2020-01-01,478.777,4197.0,4197.0
2020-02-01,492.04,4314.0,4314.0
2020-03-01,629.367,5518.0,5518.0
2020-04-01,854.846,7494.0,7494.0
2020-05-01,855.525,7500.0,7500.0
2020-06-01,832.32,7297.0,7297.0
2020-07-01,931.013,8162.0,8162.0
2020-08-01,747.565,6554.0,6554.0
2020-09-01,633.126,5551.0,5551.0
2020-10-01,641.879,5627.0,5627.0
2020-11-01,536.844,4707.0,4707.0
2020-12-01,453.698,3978.0,3978.0
2021-01-01,448.782,3969.0,3969.0
2021-02-01,438.398,3877.0,3877.0
2021-03-01,719.186,6360.0,6360.0
2021-04-01,966.388,8547.0,8547.0
2021-05-01,973.881,8613.0,8613.0
2021-06-01,897.143,7934.0,7934.0
2021-07-01,969.369,8573.0,8573.0
2021-08-01,883.505,7814.0,7814.0
2021-09-01,826.46,7309.0,7309.0
2021-10-01,678.573,6001.0,6001.0
2021-11-01,638.133,5644.0,5644.0
2021-12-01,466.182,4123.0,4123.0
2022-01-01,519.915,1774.0,1774.0
2022-02-01,580.143,1979.0,1979.0
2022-03-01,756.46,2581.0,2581.0
2022-04-01,981.924,3350.0,3350.0
2022-05-01,930.747,3176.0,3176.0
2022-06-01,983.629,3356.0,3356.0
2022-07-01,875.728,2988.0,2988.0
2022-08-01,851.876,2907.0,2907.0
2022-09-01,797.554,2721.0,2721.0
2022-10-01,668.711,2282.0,2282.0
2022-11-01,522.217,1782.0,1782.0
2022-12-01,409.096,1396.0,1396.0
2023-01-01,518.0,1767.0,1767.0
2023-02-01,513.0,1750.0,1750.0
2023-03-01,788.0,2689.0,2689.0
2023-04-01,805.0,2747.0,2747.0
2023-05-01,850.0,2900.0,2900.0
2023-06-01,828.0,2825.0,2825.0
2023-07-01,882.0,3009.0,3009.0
2023-08-01,845.0,2883.0,2883.0
2023-09-01,778.0,2655.0,2655.0
2023-10-01,778.0,2655.0,2655.0
2023-11-01,626.0,2136.0,2136.0
2023-12-01,526.0,1795.0,1795.0
2024-01-01,897.0,3061.0,3061.0
2024-02-01,653.0,2228.0,2228.0
2024-03-01,625.0,2133.0,2133.0
2024-04-01,815.0,2781.0,2781.0
2024-05-01,821.0,2801.0,2801.0
2024-06-01,890.0,3037.0,3037.0
2024-07-01,722.0,2463.0,2463.0
2024-08-01,849.0,2897.0,2897.0
2024-09-01,657.0,2242.0,2242.0
2024-10-01,897.0,3061.0,3061.0
2024-11-01,604.0,2061.0,2061.0
2024-12-01,548.0,1870.0,1870.0
