measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-278.0,0.0,0.0
2024-02-01,-253.0,0.0,0.0
2024-03-01,-253.0,0.0,0.0
2024-04-01,-238.0,0.0,0.0
2024-05-01,-293.0,0.0,0.0
2024-06-01,-268.0,0.0,0.0
2024-07-01,-350.0,0.0,0.0
2024-08-01,-290.0,0.0,0.0
2024-09-01,-279.0,0.0,0.0
2024-10-01,-285.0,0.0,0.0
2024-11-01,-225.0,0.0,0.0
2024-12-01,-268.0,0.0,0.0
