measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,207.344,707.0,707.0
2022-02-01,0.0,0.0,0.0,136.45,466.0,466.0
2022-03-01,0.0,0.0,0.0,203.643,695.0,695.0
2022-04-01,0.0,0.0,0.0,248.811,849.0,849.0
2022-05-01,0.0,0.0,0.0,280.042,956.0,956.0
2022-06-01,0.0,0.0,0.0,281.676,961.0,961.0
2022-07-01,0.0,0.0,0.0,310.928,1061.0,1061.0
2022-08-01,0.0,0.0,0.0,274.277,936.0,936.0
2022-09-01,0.0,0.0,0.0,227.389,776.0,776.0
2022-10-01,0.0,0.0,0.0,180.242,615.0,615.0
2022-11-01,0.0,0.0,0.0,148.667,507.0,507.0
2022-12-01,0.0,0.0,0.0,96.531,329.0,329.0
2023-01-01,-33.0,0.0,0.0,581.0,1982.0,1982.0
2023-02-01,-10.0,0.0,0.0,582.0,1986.0,1986.0
2023-03-01,-16.0,0.0,0.0,550.0,1877.0,1877.0
2023-04-01,-2.0,0.0,0.0,541.0,1846.0,1846.0
2023-05-01,-3.0,0.0,0.0,601.0,2051.0,2051.0
2023-06-01,-1.0,0.0,0.0,622.0,2122.0,2122.0
2023-07-01,-1.0,0.0,0.0,623.0,2126.0,2126.0
2023-08-01,-10.0,0.0,0.0,557.0,1900.0,1900.0
2023-09-01,-3.0,0.0,0.0,589.0,2010.0,2010.0
2023-10-01,-4.0,0.0,0.0,590.0,2013.0,2013.0
2023-11-01,-1.0,0.0,0.0,544.0,1856.0,1856.0
2023-12-01,-2.0,0.0,0.0,512.0,1747.0,1747.0
2024-01-01,-1.0,0.0,0.0,104.0,355.0,355.0
2024-02-01,-1.0,0.0,0.0,131.0,447.0,447.0
2024-03-01,-5.0,0.0,0.0,211.0,720.0,720.0
2024-04-01,0.0,0.0,0.0,204.0,696.0,696.0
2024-05-01,-6.0,0.0,0.0,254.0,867.0,867.0
2024-06-01,-1.0,0.0,0.0,243.0,829.0,829.0
2024-07-01,-3.0,0.0,0.0,247.0,843.0,843.0
2024-08-01,-1.0,0.0,0.0,250.0,853.0,853.0
2024-09-01,-6.0,0.0,0.0,254.0,867.0,867.0
2024-10-01,-3.0,0.0,0.0,276.0,942.0,942.0
2024-11-01,-2.0,0.0,0.0,206.0,703.0,703.0
2024-12-01,-3.0,0.0,0.0,149.0,508.0,508.0
