measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2006-01-01,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0
2006-05-01,335.248,3325.0,3325.0
2006-06-01,224.93200000000002,2231.0,2231.0
2006-07-01,229.407,2275.0,2275.0
2006-08-01,198.543,1969.0,1969.0
2006-09-01,242.423,2405.0,2405.0
2006-10-01,344.095,3413.0,3413.0
2006-11-01,388.582,3854.0,3854.0
2006-12-01,417.77,4144.0,4144.0
2007-01-01,395.714,3911.0,3911.0
2007-02-01,278.165,2749.0,2749.0
2007-03-01,384.764,3803.0,3803.0
2007-04-01,344.04200000000003,3401.0,3401.0
2007-05-01,373.367,3690.0,3690.0
2007-06-01,233.353,2306.0,2306.0
2007-07-01,179.227,1771.0,1771.0
2007-08-01,140.186,1386.0,1386.0
2007-09-01,319.95300000000003,3162.0,3162.0
2007-10-01,329.62,3258.0,3258.0
2007-11-01,307.68100000000004,3041.0,3041.0
2007-12-01,255.92600000000002,2530.0,2530.0
2008-01-01,294.015,2897.0,2897.0
2008-02-01,238.622,2351.0,2351.0
2008-03-01,247.96200000000002,2443.0,2443.0
2008-04-01,325.093,3203.0,3203.0
2008-05-01,298.248,2939.0,2939.0
2008-06-01,188.537,1858.0,1858.0
2008-07-01,167.95700000000002,1655.0,1655.0
2008-08-01,184.946,1822.0,1822.0
2008-09-01,262.503,2587.0,2587.0
2008-10-01,297.88800000000003,2935.0,2935.0
2008-11-01,340.168,3352.0,3352.0
2008-12-01,441.06100000000004,4346.0,4346.0
2009-01-01,340.927,3327.0,3327.0
2009-02-01,344.141,3359.0,3359.0
2009-03-01,375.261,3663.0,3663.0
2009-04-01,377.487,3684.0,3684.0
2009-05-01,332.444,3245.0,3245.0
2009-06-01,201.83200000000002,1970.0,1970.0
2009-07-01,181.387,1770.0,1770.0
2009-08-01,215.48700000000002,2103.0,2103.0
2009-09-01,176.08100000000002,1719.0,1719.0
2009-10-01,282.19,2754.0,2754.0
2009-11-01,277.077,2704.0,2704.0
2009-12-01,309.68600000000004,3023.0,3023.0
2010-01-01,306.937,2994.0,2994.0
2010-02-01,191.29500000000002,1866.0,1866.0
2010-03-01,312.952,3053.0,3053.0
2010-04-01,336.22700000000003,3280.0,3280.0
2010-05-01,306.814,2993.0,2993.0
2010-06-01,204.96200000000002,2000.0,2000.0
2010-07-01,186.955,1824.0,1824.0
2010-08-01,229.214,2236.0,2236.0
2010-09-01,239.76100000000002,2339.0,2339.0
2010-10-01,301.235,2939.0,2939.0
2010-11-01,352.22,3436.0,3436.0
2010-12-01,319.428,3116.0,3116.0
2011-01-01,189.803,1844.0,1844.0
2011-02-01,279.945,2720.0,2720.0
2011-03-01,217.244,2111.0,2111.0
2011-04-01,256.494,2492.0,2492.0
2011-05-01,282.05,2740.0,2740.0
2011-06-01,192.063,1866.0,1866.0
2011-07-01,117.929,1146.0,1146.0
2011-08-01,107.931,1049.0,1049.0
2011-09-01,142.197,1382.0,1382.0
2011-10-01,288.99,2808.0,2808.0
2011-11-01,318.27,3092.0,3092.0
2011-12-01,289.084,2809.0,2809.0
