measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,114.808,1309.0,1309.0
2003-02-01,99.387,1133.0,1133.0
2003-03-01,93.638,1067.0,1067.0
2003-04-01,92.668,1056.0,1056.0
2003-05-01,91.399,1042.0,1042.0
2003-06-01,101.035,1152.0,1152.0
2003-07-01,111.286,1268.0,1268.0
2003-08-01,112.55,1283.0,1283.0
2003-09-01,93.12400000000001,1061.0,1061.0
2003-10-01,89.281,1018.0,1018.0
2003-11-01,90.98100000000001,1037.0,1037.0
2003-12-01,109.845,1252.0,1252.0
2004-01-01,96.25,1113.0,1113.0
2004-02-01,96.25,1113.0,1113.0
2004-03-01,96.25,1113.0,1113.0
2004-04-01,96.25,1113.0,1113.0
2004-05-01,96.25,1113.0,1113.0
2004-06-01,96.25,1113.0,1113.0
2004-07-01,96.25,1113.0,1113.0
2004-08-01,96.25,1113.0,1113.0
2004-09-01,96.25,1113.0,1113.0
2004-10-01,96.25,1113.0,1113.0
2004-11-01,96.25,1113.0,1113.0
2004-12-01,96.25,1113.0,1113.0
2005-01-01,188.06900000000002,2177.29,2177.29
2005-02-01,64.615,748.04,748.04
2005-03-01,71.617,829.11,829.11
2005-04-01,86.74900000000001,1004.3,1004.3
2005-05-01,80.568,932.73,932.73
2005-06-01,104.569,1210.6,1210.6
2005-07-01,106.438,1232.24,1232.24
2005-08-01,125.039,1447.58,1447.58
2005-09-01,81.852,947.6,947.6
2005-10-01,90.89800000000001,1052.33,1052.33
2005-11-01,73.074,845.98,845.98
2005-12-01,154.513,1788.8,1788.8
2006-01-01,138.679,1497.0,1497.0
2006-02-01,72.566,783.0,783.0
2006-03-01,60.956,658.0,658.0
2006-04-01,116.76400000000001,1260.0,1260.0
2006-05-01,109.145,1178.0,1178.0
2006-06-01,99.205,1071.0,1071.0
2006-07-01,143.701,1551.0,1551.0
2006-08-01,139.39,1505.0,1505.0
2006-09-01,64.038,691.0,691.0
2006-10-01,67.645,730.0,730.0
2006-11-01,79.65400000000001,860.0,860.0
2006-12-01,88.257,953.0,953.0
2007-01-01,98.06700000000001,1283.0,1283.0
2007-02-01,130.733,1711.0,1711.0
2007-03-01,148.15800000000002,1934.0,1934.0
2007-04-01,132.978,1736.0,1736.0
2007-05-01,112.995,1476.0,1476.0
2007-06-01,127.873,1674.0,1674.0
2007-07-01,94.427,1234.0,1234.0
2007-08-01,70.958,930.0,930.0
2007-09-01,80.328,1048.0,1048.0
2007-10-01,123.349,1612.0,1612.0
2007-11-01,171.014,2232.0,2232.0
2007-12-01,172.25900000000001,2251.0,2251.0
2008-01-01,46.872,583.0,583.0
2008-02-01,53.486000000000004,676.0,676.0
2008-03-01,74.881,942.0,942.0
2008-04-01,57.001000000000005,719.0,719.0
2008-05-01,40.564,508.0,508.0
2008-06-01,109.31200000000001,1376.0,1376.0
2008-07-01,43.797000000000004,552.0,552.0
2008-08-01,59.158,744.0,744.0
2008-09-01,48.339000000000006,608.0,608.0
2008-10-01,74.444,936.0,936.0
2008-11-01,69.91,880.0,880.0
2008-12-01,127.236,1600.0,1600.0
2009-01-01,70.53,1035.0,1035.0
2009-02-01,111.59400000000001,1643.0,1643.0
2009-03-01,85.351,1259.0,1259.0
2009-04-01,71.88,1060.0,1060.0
2009-05-01,156.05,2294.0,2294.0
2009-06-01,85.602,1259.0,1259.0
2009-07-01,104.453,1538.0,1538.0
2009-08-01,75.35900000000001,1110.0,1110.0
2009-09-01,86.024,1265.0,1265.0
2009-10-01,71.641,1054.0,1054.0
2009-11-01,120.486,1773.0,1773.0
2009-12-01,135.03,1990.0,1990.0
2010-01-01,121.209,1212.0,1212.0
2010-02-01,118.49000000000001,1177.0,1177.0
2010-03-01,187.336,1862.0,1862.0
2010-04-01,166.185,1653.0,1653.0
2010-05-01,312.583,3109.0,3109.0
2010-06-01,237.982,2366.0,2366.0
2010-07-01,127.777,1270.0,1270.0
2010-08-01,149.874,1491.0,1491.0
2010-09-01,107.906,1073.0,1073.0
2010-10-01,133.56900000000002,1328.0,1328.0
2010-11-01,172.37300000000002,1717.0,1717.0
2010-12-01,218.716,2175.0,2175.0
2011-01-01,99.693,1305.0,1305.0
2011-02-01,143.488,1862.0,1862.0
2011-03-01,190.523,2477.0,2477.0
2011-04-01,128.847,1670.0,1670.0
2011-05-01,169.68,2204.0,2204.0
2011-06-01,138.55,1798.0,1798.0
2011-07-01,85.474,1108.0,1108.0
2011-08-01,139.13,1804.0,1804.0
2011-09-01,160.552,2082.0,2082.0
2011-10-01,121.573,1578.0,1578.0
2011-11-01,151.124,1960.0,1960.0
2011-12-01,184.366,2395.0,2395.0
2012-01-01,135.949,1757.0,1757.0
2012-02-01,104.327,1351.0,1351.0
2012-03-01,141.197,1827.0,1827.0
2012-04-01,111.644,1444.0,1444.0
2012-05-01,134.878,1746.0,1746.0
2012-06-01,170.812,2210.0,2210.0
2012-07-01,129.282,1676.0,1676.0
2012-08-01,117.473,1520.0,1520.0
2012-09-01,138.208,1792.0,1792.0
2012-10-01,141.93,1839.0,1839.0
2012-11-01,132.534,1717.0,1717.0
2012-12-01,159.766,2071.0,2071.0
2013-01-01,97.593,1218.0,1218.0
2013-02-01,105.821,1322.0,1322.0
2013-03-01,55.92,696.0,696.0
2013-04-01,48.617,609.0,609.0
2013-05-01,78.75,986.0,986.0
