measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2022-08-01,-43.736,0.0,0.0
2022-09-01,-32.633,0.0,0.0
2022-10-01,-44.629,0.0,0.0
2022-11-01,-46.122,0.0,0.0
2022-12-01,-35.88,0.0,0.0
2023-01-01,-27.0,0.0,0.0
2023-02-01,-19.0,0.0,0.0
2023-03-01,-35.0,0.0,0.0
2023-04-01,-23.0,0.0,0.0
2023-05-01,-27.0,0.0,0.0
2023-06-01,-26.0,0.0,0.0
2023-07-01,-19.0,0.0,0.0
2023-08-01,-26.0,0.0,0.0
2023-09-01,-21.0,0.0,0.0
2023-10-01,-29.0,0.0,0.0
2023-11-01,-24.0,0.0,0.0
2023-12-01,-23.0,0.0,0.0
2024-01-01,-36.0,0.0,0.0
2024-02-01,-25.0,0.0,0.0
2024-03-01,-22.0,0.0,0.0
2024-04-01,-33.0,0.0,0.0
2024-05-01,-25.0,0.0,0.0
2024-06-01,-25.0,0.0,0.0
2024-07-01,-24.0,0.0,0.0
2024-08-01,-27.0,0.0,0.0
2024-09-01,-19.0,0.0,0.0
2024-10-01,-35.0,0.0,0.0
2024-11-01,-19.0,0.0,0.0
2024-12-01,-26.0,0.0,0.0
