measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2008-04-01,27573.994,271714.14,271714.14
2008-05-01,28567.545,281504.59,281504.59
2008-06-01,29005.266,285817.89,285817.89
2008-07-01,29560.182,291286.03,291286.03
2008-08-01,29205.306,287789.09,287789.09
2008-09-01,28365.75,279516.1,279516.1
2008-10-01,29337.302,289089.77,289089.77
2008-11-01,28020.412,276113.14,276113.14
2008-12-01,28517.443,281010.88,281010.88
2009-01-01,30642.755,299073.29,299073.29
2009-02-01,27757.738,270915.52,270915.52
2009-03-01,30863.052,301223.39,301223.39
2009-04-01,29410.468,287046.17,287046.17
2009-05-01,30004.928,292848.1,292848.1
2009-06-01,29047.177,283500.45,283500.45
2009-07-01,30618.295,298834.56,298834.56
2009-08-01,30338.634,296105.07,296105.07
2009-09-01,29514.715,288063.62,288063.62
2009-10-01,30323.88,295961.07,295961.07
2009-11-01,29710.900999999998,289978.39,289978.39
2009-12-01,31767.457,310050.38,310050.38
2010-01-01,30975.011,302192.0,302192.0
2010-02-01,27824.993000000002,271461.0,271461.0
2010-03-01,30330.634,295906.0,295906.0
2010-04-01,28704.914,280045.0,280045.0
2010-05-01,30144.516,294090.0,294090.0
2010-06-01,29203.022,284905.0,284905.0
2010-07-01,30035.032,293022.0,293022.0
2010-08-01,30231.293,294936.0,294936.0
2010-09-01,29324.541,286090.0,286090.0
2010-10-01,28091.04,274056.0,274056.0
2010-11-01,29397.315000000002,286800.0,286800.0
2010-12-01,30737.689,299877.0,299877.0
2011-01-01,29974.857,291236.0,291236.0
2011-02-01,27196.322,264239.0,264239.0
2011-03-01,29970.626,291195.0,291195.0
2011-04-01,27455.108,266754.0,266754.0
2011-05-01,29459.788,286231.0,286231.0
2011-06-01,27207.471,264348.0,264348.0
2011-07-01,28940.708,281188.0,281188.0
2011-08-01,28953.844,281316.0,281316.0
2011-09-01,27705.505,269187.0,269187.0
2011-10-01,29089.584,282634.0,282634.0
2011-11-01,28452.131,276441.0,276441.0
2011-12-01,29594.056,287536.0,287536.0
2012-01-01,24932.45,237257.0,237257.0
2012-02-01,23439.005,223046.0,223046.0
2012-03-01,25484.588,242511.0,242511.0
2012-04-01,24995.217,237854.0,237854.0
2012-05-01,25741.955,244960.0,244960.0
2012-06-01,24823.867,236224.0,236224.0
2012-07-01,25917.961,246635.0,246635.0
2012-08-01,25639.114,243982.0,243982.0
2012-09-01,25311.034,240860.0,240860.0
2012-10-01,25779.795,245321.0,245321.0
2012-11-01,25709.547,244652.0,244652.0
2012-12-01,26615.467,253273.0,253273.0
2013-01-01,28247.85,269513.0,269513.0
2013-02-01,25101.591,239494.0,239494.0
2013-03-01,28496.665,271887.0,271887.0
2013-04-01,26034.234,248393.0,248393.0
2013-05-01,27409.784,261517.0,261517.0
2013-06-01,26576.143,253563.0,253563.0
2013-07-01,28340.521,270397.0,270397.0
2013-08-01,28145.614,268537.0,268537.0
2013-09-01,27222.023,259725.0,259725.0
2013-10-01,27976.095,266920.0,266920.0
2013-11-01,24462.994,233401.0,233401.0
2013-12-01,26949.486,257125.0,257125.0
2014-01-01,24296.753,231062.0,231062.0
2014-02-01,21928.607,208541.0,208541.0
2014-03-01,24367.572,231736.0,231736.0
2014-04-01,24312.737,231214.0,231214.0
2014-05-01,24894.221,236744.0,236744.0
2014-06-01,24532.55,233305.0,233305.0
2014-07-01,25580.648,243272.0,243272.0
2014-08-01,25500.283,242508.0,242508.0
2014-09-01,24693.691,234837.0,234837.0
2014-10-01,25373.838,241305.0,241305.0
2014-11-01,25001.13,237761.0,237761.0
2014-12-01,25002.97,237778.0,237778.0
2015-01-01,28955.642,269838.0,269838.0
2015-02-01,26386.536,245896.0,245896.0
2015-03-01,28901.443,269333.0,269333.0
2015-04-01,26011.128,242398.0,242398.0
2015-05-01,29123.231,271399.0,271399.0
2015-06-01,28262.267,263376.0,263376.0
2015-07-01,29115.244,271325.0,271325.0
2015-08-01,28959.872,269877.0,269877.0
2015-09-01,24256.229,226044.0,226044.0
2015-10-01,27105.295,252594.0,252594.0
2015-11-01,26032.245,242594.0,242594.0
2015-12-01,26790.868,249664.0,249664.0
2016-01-01,21357.616,197174.0,197174.0
2016-02-01,19986.893,184519.0,184519.0
2016-03-01,21283.337,196488.0,196488.0
2016-04-01,19567.091,180643.0,180643.0
2016-05-01,22340.345,206246.0,206246.0
2016-06-01,21460.406,198122.0,198122.0
2016-07-01,22980.731,212158.0,212158.0
2016-08-01,23043.359,212736.0,212736.0
2016-09-01,22564.862,208319.0,208319.0
2016-10-01,22505.877,207774.0,207774.0
2016-11-01,22297.523,205851.0,205851.0
2016-12-01,23631.96,218170.0,218170.0
2017-01-01,27825.271,256354.0,256354.0
2017-02-01,24359.624,224425.0,224425.0
2017-03-01,27249.048,251045.0,251045.0
2017-04-01,26415.552,243366.0,243366.0
2017-05-01,25627.869,236110.0,236110.0
2017-06-01,25509.538,235019.0,235019.0
2017-07-01,27050.802,249219.0,249219.0
2017-08-01,26885.946,247700.0,247700.0
2017-09-01,26420.774,243415.0,243415.0
2017-10-01,23746.133,218773.0,218773.0
2017-11-01,25719.455,236953.0,236953.0
2017-12-01,26686.988,245867.0,245867.0
2018-01-01,25064.044,228183.0,228183.0
2018-02-01,23868.927,217303.0,217303.0
2018-03-01,25488.565,232048.0,232048.0
2018-04-01,22146.73,201624.0,201624.0
2018-05-01,26060.324,237253.0,237253.0
2018-06-01,24885.892,226561.0,226561.0
2018-07-01,25922.264,235996.0,235996.0
2018-08-01,25784.43,234741.0,234741.0
2018-09-01,25004.133,227638.0,227638.0
2018-10-01,23977.502,218291.0,218291.0
2018-11-01,24863.327,226356.0,226356.0
2018-12-01,26368.862,240062.0,240062.0
2019-01-01,25707.72,228927.0,228927.0
2019-02-01,23907.339,212895.0,212895.0
2019-03-01,26368.443,234811.0,234811.0
2019-04-01,24110.021,214700.0,214700.0
2019-05-01,25607.569,228035.0,228035.0
2019-06-01,25103.773,223549.0,223549.0
2019-07-01,26029.023,231788.0,231788.0
2019-08-01,26362.051,234754.0,234754.0
2019-09-01,25833.79,230050.0,230050.0
2019-10-01,20595.569,183404.0,183404.0
2019-11-01,18038.325,160631.0,160631.0
2019-12-01,22535.377,200678.0,200678.0
2020-01-01,14702.234,128894.0,128894.0
2020-02-01,16115.5,141285.0,141285.0
2020-03-01,20446.919,179258.0,179258.0
2020-04-01,19648.398,172258.0,172258.0
2020-05-01,19466.088,170659.0,170659.0
2020-06-01,18130.655,158951.0,158951.0
2020-07-01,19595.293,171792.0,171792.0
2020-08-01,19662.243,172379.0,172379.0
2020-09-01,18455.655,161801.0,161801.0
2020-10-01,17728.21,155423.0,155423.0
2020-11-01,19507.562,171023.0,171023.0
2020-12-01,19100.243,167452.0,167452.0
2021-01-01,22390.026,198017.0,198017.0
2021-02-01,22190.761,196255.0,196255.0
2021-03-01,22128.761,195707.0,195707.0
2021-04-01,22210.298,196428.0,196428.0
2021-05-01,22393.449,198048.0,198048.0
2021-06-01,22323.123,197426.0,197426.0
2021-07-01,24221.286,214213.0,214213.0
2021-08-01,23858.912,211008.0,211008.0
2021-09-01,23636.218,209039.0,209039.0
2021-10-01,22238.666,196679.0,196679.0
2021-11-01,23063.803,203976.0,203976.0
2021-12-01,24653.697,218037.0,218037.0
2022-01-01,28878.611,98534.0,98534.0
2022-02-01,23920.513,81617.0,81617.0
2022-03-01,26173.474,89304.0,89304.0
2022-04-01,26984.096,92070.0,92070.0
2022-05-01,27435.543,93610.0,93610.0
2022-06-01,26337.925,89865.0,89865.0
2022-07-01,27765.042,94734.0,94734.0
2022-08-01,27486.041,93782.0,93782.0
2022-09-01,26552.061,90596.0,90596.0
2022-10-01,27080.389,92398.0,92398.0
2022-11-01,26546.844,90578.0,90578.0
2022-12-01,28334.461,96677.0,96677.0
2023-01-01,4682.0,15975.0,15975.0
2023-02-01,28588.0,97542.0,97542.0
2023-03-01,30635.0,104527.0,104527.0
2023-04-01,28148.0,96041.0,96041.0
2023-05-01,30891.0,105400.0,105400.0
2023-06-01,30825.0,105175.0,105175.0
2023-07-01,29178.0,99555.0,99555.0
2023-08-01,15397.0,52535.0,52535.0
2023-09-01,29099.0,99286.0,99286.0
2023-10-01,31418.0,107198.0,107198.0
2023-11-01,30297.0,103373.0,103373.0
2023-12-01,30537.0,104192.0,104192.0
2024-01-01,6940.0,23679.0,23679.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,83.0,283.0,283.0
2024-07-01,27753.0,94693.0,94693.0
2024-08-01,27980.0,95468.0,95468.0
2024-09-01,26582.0,90698.0,90698.0
2024-10-01,30432.0,103834.0,103834.0
2024-11-01,30518.0,104127.0,104127.0
2024-12-01,29553.0,100835.0,100835.0
