measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2019-09-01,1516.994,9597.0,9597.0
2019-10-01,1553.73,9829.0,9829.0
2019-11-01,1523.804,9640.0,9640.0
2019-12-01,1580.472,9998.0,9998.0
2020-01-01,1558.772,10367.0,10367.0
2020-02-01,1376.543,9157.0,9157.0
2020-03-01,1528.055,10164.0,10164.0
2020-04-01,1080.641,7189.0,7189.0
2020-05-01,1016.096,6759.0,6759.0
2020-06-01,1429.352,9508.0,9508.0
2020-07-01,1999.512,13301.0,13301.0
2020-08-01,2486.533,16541.0,16541.0
2020-09-01,2165.383,14405.0,14405.0
2020-10-01,2248.804,14959.0,14959.0
2020-11-01,1796.265,11949.0,11949.0
2020-12-01,1991.044,13244.0,13244.0
2021-01-01,1539.643,10676.0,10676.0
2021-02-01,1305.667,9056.0,9056.0
2021-03-01,1403.844,9737.0,9737.0
2021-04-01,1245.678,8640.0,8640.0
2021-05-01,1301.894,9029.0,9029.0
2021-06-01,1780.266,12348.0,12348.0
2021-07-01,2456.733,17039.0,17039.0
2021-08-01,2243.08,15557.0,15557.0
2021-09-01,1908.597,13238.0,13238.0
2021-10-01,1819.479,12620.0,12620.0
2021-11-01,1672.191,11598.0,11598.0
2021-12-01,1725.928,11971.0,11971.0
2022-01-01,1299.119,9264.0,9264.0
2022-02-01,1078.614,7690.0,7690.0
2022-03-01,998.004,7115.0,7115.0
2022-04-01,1022.29,7288.0,7288.0
2022-05-01,938.125,6689.0,6689.0
2022-06-01,1275.913,9097.0,9097.0
2022-07-01,1704.491,12152.0,12152.0
2022-08-01,2056.696,14663.0,14663.0
2022-09-01,1884.956,13438.0,13438.0
2022-10-01,1731.042,12341.0,12341.0
2022-11-01,1589.664,11333.0,11333.0
2022-12-01,1757.086,12527.0,12527.0
2023-01-01,1500.005,10864.0,10864.0
2023-02-01,1277.713,9254.0,9254.0
2023-03-01,1228.047,8894.0,8894.0
2023-04-01,959.361,6947.0,6947.0
2023-05-01,621.373,4500.0,4500.0
2023-06-01,817.439,5919.0,5919.0
2023-07-01,1892.211,13703.0,13703.0
2023-08-01,1909.279,13827.0,13827.0
2023-09-01,1351.441,9787.0,9787.0
2023-10-01,1650.36,11952.0,11952.0
2023-11-01,1550.328,11227.0,11227.0
2023-12-01,1745.443,12640.0,12640.0
2024-01-01,1537.0,10918.0,10918.0
2024-02-01,1435.0,10247.0,10247.0
2024-03-01,1642.0,11570.0,11570.0
2024-04-01,1671.0,11735.0,11735.0
2024-05-01,1727.0,12203.0,12203.0
2024-06-01,1670.0,11778.0,11778.0
2024-07-01,1687.0,12121.0,12121.0
2024-08-01,1696.0,12125.0,12125.0
2024-09-01,1615.0,11579.0,11579.0
2024-10-01,1558.0,12019.0,12019.0
2024-11-01,1655.0,11805.0,11805.0
2024-12-01,1695.0,12074.0,12074.0
