measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,38.609,578.0,578.0
2003-02-01,32.322,484.0,484.0
2003-03-01,36.21,542.0,542.0
2003-04-01,31.824,477.0,477.0
2003-05-01,31.431,471.0,471.0
2003-06-01,35.367000000000004,530.0,530.0
2003-07-01,38.497,576.0,576.0
2003-08-01,39.988,599.0,599.0
2003-09-01,34.822,521.0,521.0
2003-10-01,36.852000000000004,552.0,552.0
2003-11-01,31.142000000000003,466.0,466.0
2003-12-01,34.937000000000005,523.0,523.0
2004-01-01,27.137,784.0,784.0
2004-02-01,0.0,0.0,0.0
2004-03-01,2.545,74.0,74.0
2004-04-01,2.184,63.0,63.0
2004-05-01,15.15,438.0,438.0
2004-06-01,9.555,276.0,276.0
2004-07-01,3.761,109.0,109.0
2004-08-01,2.962,86.0,86.0
2004-09-01,5.751,166.0,166.0
2004-10-01,8.57,248.0,248.0
2004-11-01,2.911,84.0,84.0
2004-12-01,4.472,129.0,129.0
2005-01-01,9.802,124.17,124.17
2005-02-01,3.3680000000000003,42.66,42.66
2005-03-01,3.732,47.28,47.28
2005-04-01,4.521,57.28,57.28
2005-05-01,4.199,53.19,53.19
2005-06-01,5.45,69.04,69.04
2005-07-01,5.547000000000001,70.27,70.27
2005-08-01,6.517,82.55,82.55
2005-09-01,4.266,54.04,54.04
2005-10-01,4.737,60.01,60.01
2005-11-01,3.8080000000000003,48.24,48.24
2005-12-01,8.053,102.01,102.01
2006-01-01,5.876,90.0,90.0
2006-02-01,3.075,47.0,47.0
2006-03-01,2.583,40.0,40.0
2006-04-01,4.948,76.0,76.0
2006-05-01,4.625,71.0,71.0
2006-06-01,4.204000000000001,64.0,64.0
2006-07-01,6.089,93.0,93.0
2006-08-01,5.906000000000001,90.0,90.0
2006-09-01,2.713,42.0,42.0
2006-10-01,2.866,44.0,44.0
2006-11-01,3.375,52.0,52.0
2006-12-01,3.74,57.0,57.0
2007-01-01,3.403,46.0,46.0
2007-02-01,7.559,104.0,104.0
2007-03-01,2.048,29.0,29.0
2007-04-01,1.985,29.0,29.0
2007-05-01,2.23,29.0,29.0
2007-06-01,6.333,86.0,86.0
2007-07-01,3.94,52.0,52.0
2007-08-01,3.064,40.0,40.0
2007-09-01,2.172,29.0,29.0
2007-10-01,3.544,46.0,46.0
2007-11-01,2.108,29.0,29.0
2007-12-01,2.615,35.0,35.0
2008-01-01,15.207,213.0,213.0
2008-02-01,13.701,190.0,190.0
2008-03-01,16.479,224.0,224.0
2008-04-01,10.247,138.0,138.0
2008-05-01,7.494000000000001,104.0,104.0
2008-06-01,26.017000000000003,357.0,357.0
2008-07-01,7.539000000000001,104.0,104.0
2008-08-01,7.313000000000001,98.0,98.0
2008-09-01,15.456000000000001,213.0,213.0
2008-10-01,7.372000000000001,104.0,104.0
2008-11-01,4.714,63.0,63.0
2008-12-01,8.461,115.0,115.0
2009-01-01,1.679,17.0,17.0
2009-02-01,2.039,29.0,29.0
2009-03-01,2.2840000000000003,35.0,35.0
2009-04-01,2.084,29.0,29.0
2009-05-01,5.578,81.0,81.0
2009-06-01,2.155,29.0,29.0
2009-07-01,2.837,40.0,40.0
2009-08-01,3.9610000000000003,58.0,58.0
2009-09-01,1.893,29.0,29.0
2009-10-01,3.45,46.0,46.0
2009-11-01,2.798,40.0,40.0
2009-12-01,3.242,46.0,46.0
2010-01-01,6.1770000000000005,92.0,92.0
2010-02-01,1.473,23.0,23.0
2010-03-01,1.9640000000000002,29.0,29.0
2010-04-01,3.398,52.0,52.0
2010-05-01,6.598000000000001,98.0,98.0
2010-06-01,4.375,63.0,63.0
2010-07-01,2.783,40.0,40.0
2010-08-01,3.0290000000000004,46.0,46.0
2010-09-01,2.588,40.0,40.0
2010-10-01,4.662,69.0,69.0
2010-11-01,4.902,75.0,75.0
2010-12-01,2.051,29.0,29.0
2011-01-01,0.906,12.0,12.0
2011-02-01,2.26,40.0,40.0
2011-03-01,1.031,12.0,12.0
2011-04-01,3.16,40.0,40.0
2011-05-01,2.721,35.0,35.0
2011-06-01,4.523,63.0,63.0
2011-07-01,2.186,29.0,29.0
2011-08-01,1.905,23.0,23.0
2011-09-01,1.42,17.0,17.0
2011-10-01,1.997,29.0,29.0
2011-11-01,3.105,40.0,40.0
2011-12-01,1.786,23.0,23.0
2012-01-01,2.229,29.0,29.0
2012-02-01,3.481,51.0,51.0
2012-03-01,1.731,23.0,23.0
2012-04-01,7.011,103.0,103.0
2012-05-01,6.894,97.0,97.0
2012-06-01,8.457,120.0,120.0
2012-07-01,3.789,57.0,57.0
2012-08-01,1.512,23.0,23.0
2012-09-01,2.176,29.0,29.0
2012-10-01,5.08,74.0,74.0
2012-11-01,4.012,57.0,57.0
2012-12-01,4.628,69.0,69.0
2013-01-01,1.863,29.0,29.0
2013-02-01,1.472,23.0,23.0
2013-03-01,2.716,40.0,40.0
2013-04-01,4.488,63.0,63.0
2013-05-01,2.358,35.0,35.0
2013-06-01,2.437,35.0,35.0
2013-07-01,2.17,29.0,29.0
2013-08-01,2.277,35.0,35.0
2013-09-01,1.757,23.0,23.0
2013-10-01,1.741,23.0,23.0
2013-11-01,1.884,29.0,29.0
2013-12-01,5.837,81.0,81.0
2014-01-01,4.259,57.0,57.0
2014-02-01,4.538,63.0,63.0
2014-03-01,3.673,51.0,51.0
2014-04-01,1.429,23.0,23.0
2014-05-01,5.81,80.0,80.0
2014-06-01,3.439,51.0,51.0
2014-07-01,0.779,11.0,11.0
2014-08-01,1.646,23.0,23.0
2014-09-01,1.578,23.0,23.0
2014-10-01,2.239,34.0,34.0
2014-11-01,4.715,69.0,69.0
