measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2014-12-01,0.895,11.0,11.0
2015-01-01,15.185,240.0,240.0
2015-02-01,7.306,108.0,108.0
2015-03-01,18.592,280.0,280.0
2015-04-01,11.446,171.0,171.0
2015-05-01,32.497,491.0,491.0
2015-06-01,18.32,274.0,274.0
2015-07-01,27.424,411.0,411.0
2015-08-01,10.298,154.0,154.0
2015-09-01,12.145,183.0,183.0
2015-10-01,12.632,188.0,188.0
2015-11-01,10.658,160.0,160.0
2015-12-01,52.497,794.0,794.0
2016-01-01,57.952,788.0,788.0
2016-02-01,41.179,554.0,554.0
2016-03-01,22.788,308.0,308.0
2016-04-01,24.826,337.0,337.0
2016-05-01,54.08,731.0,731.0
2016-06-01,22.118,297.0,297.0
2016-07-01,20.079,268.0,268.0
2016-08-01,25.168,337.0,337.0
2016-09-01,32.552,440.0,440.0
2016-10-01,40.191,542.0,542.0
2016-11-01,20.014,268.0,268.0
2016-12-01,61.053,822.0,822.0
2017-01-01,10.224,137.0,137.0
2017-02-01,2.116,29.0,29.0
2017-03-01,4.611,63.0,63.0
2017-04-01,5.387,74.0,74.0
2017-05-01,9.762,131.0,131.0
2017-06-01,4.448,63.0,63.0
2017-07-01,3.719,51.0,51.0
2017-08-01,2.788,40.0,40.0
2017-09-01,3.065,40.0,40.0
2017-10-01,4.966,69.0,69.0
2017-11-01,8.195,114.0,114.0
2017-12-01,8.719,120.0,120.0
2018-01-01,19.683,286.0,286.0
2018-02-01,20.792,303.0,303.0
2018-03-01,31.924,468.0,468.0
2018-04-01,17.708,257.0,257.0
2018-05-01,16.809,246.0,246.0
2018-06-01,15.646,228.0,228.0
2018-07-01,8.547,126.0,126.0
2018-08-01,10.432,154.0,154.0
2018-09-01,22.032,320.0,320.0
2018-10-01,14.072,206.0,206.0
2018-11-01,13.17,194.0,194.0
2018-12-01,12.185,177.0,177.0
2019-01-01,52.574,708.0,708.0
2019-02-01,48.949,668.0,668.0
2019-03-01,70.748,965.0,965.0
2019-04-01,41.165,560.0,560.0
2019-05-01,72.528,988.0,988.0
2019-06-01,62.104,845.0,845.0
2019-07-01,37.075,502.0,502.0
2019-08-01,48.879,662.0,662.0
2019-09-01,56.117,765.0,765.0
2019-10-01,59.404,811.0,811.0
2019-11-01,51.978,708.0,708.0
2019-12-01,55.479,754.0,754.0
2020-01-01,4.287,69.0,69.0
2020-02-01,4.457,63.0,63.0
2020-03-01,3.808,51.0,51.0
2020-04-01,4.319,57.0,57.0
2020-05-01,4.977,69.0,69.0
2020-06-01,6.0,86.0,86.0
2020-07-01,3.061,40.0,40.0
2020-08-01,4.962,69.0,69.0
2020-09-01,3.801,51.0,51.0
2020-10-01,4.742,63.0,63.0
2020-11-01,6.369,86.0,86.0
2020-12-01,5.077,69.0,69.0
2021-01-01,264.927,3392.0,3392.0
2021-02-01,438.481,5624.0,5624.0
2021-03-01,339.066,4345.0,4345.0
2021-04-01,264.551,3392.0,3392.0
2021-05-01,260.072,3335.0,3335.0
2021-06-01,299.988,3849.0,3849.0
2021-07-01,107.633,1382.0,1382.0
2021-08-01,167.415,2147.0,2147.0
2021-09-01,232.568,2981.0,2981.0
2021-10-01,292.768,3751.0,3751.0
2021-11-01,281.813,3614.0,3614.0
2021-12-01,422.898,5425.0,5425.0
2022-01-01,228.87,3118.0,3118.0
2022-02-01,92.795,1262.0,1262.0
2022-03-01,55.92,759.0,759.0
2022-04-01,70.91,965.0,965.0
2022-05-01,200.64,2729.0,2729.0
2022-06-01,182.25,2478.0,2478.0
2022-07-01,160.891,2187.0,2187.0
2022-08-01,114.625,1559.0,1559.0
2022-09-01,56.81,771.0,771.0
2022-10-01,131.384,1787.0,1787.0
2022-11-01,94.104,1279.0,1279.0
2022-12-01,100.401,1365.0,1365.0
2023-01-01,224.668,3106.0,3106.0
2023-02-01,223.047,3072.0,3072.0
2023-03-01,208.62,2872.0,2872.0
2023-04-01,168.04,2313.0,2313.0
2023-05-01,158.403,2181.0,2181.0
2023-06-01,128.663,1770.0,1770.0
2023-07-01,131.451,1810.0,1810.0
2023-08-01,106.042,1462.0,1462.0
2023-09-01,178.841,2461.0,2461.0
2023-10-01,135.264,1861.0,1861.0
2023-11-01,164.892,2273.0,2273.0
2023-12-01,210.469,2901.0,2901.0
2024-01-01,139.687,1907.0,1907.0
2024-02-01,89.6,1222.0,1222.0
2024-03-01,71.113,971.0,971.0
2024-04-01,57.13,777.0,777.0
2024-05-01,69.509,948.0,948.0
2024-06-01,47.918,651.0,651.0
2024-07-01,47.187,645.0,645.0
2024-08-01,57.22,782.0,782.0
2024-09-01,42.906,588.0,588.0
2024-10-01,64.892,885.0,885.0
2024-11-01,63.152,862.0,862.0
2024-12-01,59.166,805.0,805.0
