measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,1766.7420000000002,25208.0,25208.0
2003-02-01,1561.948,22286.0,22286.0
2003-03-01,1495.396,21337.0,21337.0
2003-04-01,1287.251,18367.0,18367.0
2003-05-01,1290.068,18407.0,18407.0
2003-06-01,1425.5430000000001,20340.0,20340.0
2003-07-01,1853.074,26440.0,26440.0
2003-08-01,1906.065,27196.0,27196.0
2003-09-01,1613.227,23018.0,23018.0
2003-10-01,1613.435,23021.0,23021.0
2003-11-01,1541.266,21991.0,21991.0
2003-12-01,1831.9830000000002,26139.0,26139.0
2004-01-01,1002.75,10503.0,10503.0
2004-02-01,1002.75,10503.0,10503.0
2004-03-01,1002.75,10503.0,10503.0
2004-04-01,1002.75,10503.0,10503.0
2004-05-01,1002.75,10503.0,10503.0
2004-06-01,1002.75,10503.0,10503.0
2004-07-01,1002.75,10503.0,10503.0
2004-08-01,1002.75,10503.0,10503.0
2004-09-01,1002.75,10503.0,10503.0
2004-10-01,1002.75,10503.0,10503.0
2004-11-01,1002.75,10503.0,10503.0
2004-12-01,1002.75,10503.0,10503.0
2005-01-01,1842.846,21830.39,21830.39
2005-02-01,1643.9640000000002,19474.42,19474.42
2005-03-01,1877.634,22242.48,22242.48
2005-04-01,1873.7520000000002,22196.5,22196.5
2005-05-01,2059.918,24401.83,24401.83
2005-06-01,2040.784,24175.16,24175.16
2005-07-01,2113.1220000000003,25032.08,25032.08
2005-08-01,2103.572,24918.95,24918.95
2005-09-01,1981.5510000000002,23473.48,23473.48
2005-10-01,2000.228,23694.74,23694.74
2005-11-01,2014.568,23864.6,23864.6
2005-12-01,2019.0610000000001,23917.83,23917.83
2006-01-01,2069.335,24808.0,24808.0
2006-02-01,1912.38,22927.0,22927.0
2006-03-01,2109.483,25290.0,25290.0
2006-04-01,1552.0690000000002,18607.0,18607.0
2006-05-01,1897.537,22749.0,22749.0
2006-06-01,1987.7440000000001,23830.0,23830.0
2006-07-01,2062.949,24732.0,24732.0
2006-08-01,2050.543,24583.0,24583.0
2006-09-01,1961.393,23514.0,23514.0
2006-10-01,2035.285,24400.0,24400.0
2006-11-01,2055.612,24644.0,24644.0
2006-12-01,1980.67,23746.0,23746.0
2007-01-01,1539.451,18841.0,18841.0
2007-02-01,1256.488,15378.0,15378.0
2007-03-01,1503.6870000000001,18404.0,18404.0
2007-04-01,1394.451,17067.0,17067.0
2007-05-01,1523.587,18647.0,18647.0
2007-06-01,1592.7060000000001,19493.0,19493.0
2007-07-01,1528.547,18708.0,18708.0
2007-08-01,1881.765,23031.0,23031.0
2007-09-01,1500.529,18365.0,18365.0
2007-10-01,1800.655,22038.0,22038.0
2007-11-01,1842.4730000000002,22550.0,22550.0
2007-12-01,1863.661,22809.0,22809.0
2008-01-01,2007.909,23817.0,23817.0
2008-02-01,2559.533,30361.0,30361.0
2008-03-01,2369.581,28107.0,28107.0
2008-04-01,1889.659,22415.0,22415.0
2008-05-01,1547.912,18361.0,18361.0
2008-06-01,1790.7910000000002,21242.0,21242.0
2008-07-01,1703.2230000000002,20204.0,20204.0
2008-08-01,1623.7150000000001,19260.0,19260.0
2008-09-01,1749.0320000000002,20747.0,20747.0
2008-10-01,2013.3010000000002,23881.0,23881.0
2008-11-01,1967.3280000000002,23336.0,23336.0
2008-12-01,1283.016,15219.0,15219.0
2009-01-01,1745.4830000000002,20198.0,20198.0
2009-02-01,1448.1860000000001,16759.0,16759.0
2009-03-01,1490.342,17247.0,17247.0
2009-04-01,1718.527,19888.0,19888.0
2009-05-01,1764.805,20423.0,20423.0
2009-06-01,1807.82,20921.0,20921.0
2009-07-01,1732.383,20048.0,20048.0
2009-08-01,2684.7490000000003,31069.0,31069.0
2009-09-01,2095.734,24253.0,24253.0
2009-10-01,2367.033,27393.0,27393.0
2009-11-01,2803.646,32445.0,32445.0
2009-12-01,1590.2920000000001,18404.0,18404.0
2010-01-01,1491.568,18918.0,18918.0
2010-02-01,1243.747,15775.0,15775.0
2010-03-01,1325.036,16806.0,16806.0
2010-04-01,1442.63,18297.0,18297.0
2010-05-01,1561.42,19804.0,19804.0
2010-06-01,1546.718,19617.0,19617.0
2010-07-01,1741.933,22093.0,22093.0
2010-08-01,1408.07,17859.0,17859.0
2010-09-01,1316.882,16702.0,16702.0
2010-10-01,2015.4950000000001,25563.0,25563.0
2010-11-01,2240.415,28415.0,28415.0
2010-12-01,1928.086,24454.0,24454.0
2011-01-01,1987.744,23640.0,23640.0
2011-02-01,1726.432,20531.0,20531.0
2011-03-01,2014.782,23960.0,23960.0
2011-04-01,1736.812,20654.0,20654.0
2011-05-01,1712.268,20362.0,20362.0
2011-06-01,1771.025,21061.0,21061.0
2011-07-01,1751.338,20827.0,20827.0
2011-08-01,1493.979,17766.0,17766.0
2011-09-01,1540.17,18316.0,18316.0
2011-10-01,1919.46,22826.0,22826.0
2011-11-01,1591.346,18924.0,18924.0
2011-12-01,1241.644,14766.0,14766.0
2012-01-01,1947.828,24437.0,24437.0
2012-02-01,1626.795,20409.0,20409.0
2012-03-01,2458.601,30844.0,30844.0
2012-04-01,3026.658,37971.0,37971.0
2012-05-01,2719.529,34118.0,34118.0
2012-06-01,2436.03,30561.0,30561.0
2012-07-01,2102.109,26372.0,26372.0
2012-08-01,1381.289,17329.0,17329.0
2012-09-01,910.558,11423.0,11423.0
2012-10-01,2819.025,35366.0,35366.0
2012-11-01,1764.587,22138.0,22138.0
2012-12-01,1958.991,24577.0,24577.0
2013-01-01,3120.257,36012.0,36012.0
2013-02-01,2026.464,23388.0,23388.0
2013-03-01,3298.15,38066.0,38066.0
2013-04-01,3037.318,35055.0,35055.0
2013-05-01,2887.537,33326.0,33326.0
2013-06-01,2965.78,34229.0,34229.0
2013-07-01,2552.818,29463.0,29463.0
2013-08-01,3671.367,42373.0,42373.0
2013-09-01,1760.378,20317.0,20317.0
2013-10-01,1553.346,17928.0,17928.0
2013-11-01,1431.209,16518.0,16518.0
2013-12-01,3358.376,38760.0,38760.0
2014-01-01,3457.503,41130.0,41130.0
2014-02-01,2273.693,27047.0,27047.0
2014-03-01,3253.493,38702.0,38702.0
2014-04-01,3790.179,45087.0,45087.0
2014-05-01,3056.805,36363.0,36363.0
2014-06-01,1995.838,23742.0,23742.0
2014-07-01,2185.689,26000.0,26000.0
2014-08-01,2923.305,34775.0,34775.0
