measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-02-01,960.0,20167.0,20167.0,,,
2003-03-01,1180.0,19805.0,19805.0,,,
2003-04-01,-114.0,0.0,0.0,,,
2003-05-01,828.0,14844.0,14844.0,,,
2003-08-01,1949.0,30431.0,30431.0,,,
2003-09-01,-179.0,0.0,0.0,,,
2003-10-01,-270.0,0.0,0.0,,,
2003-11-01,-275.0,0.0,0.0,,,
2003-12-01,-309.0,0.0,0.0,,,
2004-01-01,198.0,9600.0,9600.0,0.0,0.0,0.0
2004-02-01,-257.0,2810.0,2810.0,0.0,0.0,0.0
2004-03-01,-328.0,81.0,81.0,0.0,0.0,0.0
2004-04-01,-267.0,12.0,12.0,0.0,0.0,0.0
2004-05-01,-120.0,1460.0,1460.0,0.0,0.0,0.0
2004-06-01,-78.0,1535.0,1535.0,0.0,0.0,0.0
2004-07-01,-92.0,1592.0,1592.0,0.0,0.0,0.0
2004-08-01,-187.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,-208.0,381.0,381.0,0.0,0.0,0.0
2004-10-01,-101.0,1027.0,1027.0,0.0,0.0,0.0
2004-11-01,-306.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,-383.0,0.0,0.0,0.0,0.0,0.0
2005-01-01,-433.0,178.84,178.84,0.0,0.0,0.0
2005-02-01,-321.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,-331.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,-154.0,1185.44,1185.44,0.0,0.0,0.0
2005-05-01,33.0,3974.72,3974.72,0.0,0.0,0.0
2005-06-01,-205.0,69.73,69.73,0.0,0.0,0.0
2005-07-01,1131.0,19774.83,19774.83,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,260.0,7932.02,7932.02
2005-09-01,0.0,0.0,0.0,599.0,10390.07,10390.07
2005-10-01,0.0,0.0,0.0,-195.0,517.18,517.18
2005-11-01,0.0,0.0,0.0,-284.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,6938.0,99577.3,99577.3
2006-01-01,0.0,0.0,0.0,-404.0,157.0,157.0
2006-02-01,0.0,0.0,0.0,-317.0,902.0,902.0
2006-03-01,0.0,0.0,0.0,-371.0,12.0,12.0
2006-04-01,0.0,0.0,0.0,-178.0,1341.0,1341.0
2006-05-01,0.0,0.0,0.0,-147.0,948.0,948.0
2006-06-01,0.0,0.0,0.0,83.0,4712.0,4712.0
2006-07-01,,,,1243.0,25718.0,25718.0
2006-08-01,,,,1782.0,23238.0,23238.0
2006-09-01,,,,-210.0,249.0,249.0
2006-10-01,,,,-264.0,873.0,873.0
2006-11-01,,,,-302.0,1503.0,1503.0
2006-12-01,,,,57.0,7204.0,7204.0
2007-01-01,,,,-323.0,2139.0,2139.0
2007-02-01,,,,2336.0,40942.0,40942.0
2007-03-01,,,,-188.0,1390.0,1390.0
2007-04-01,,,,-225.0,1738.0,1738.0
2007-05-01,,,,1030.0,16174.0,16174.0
2007-06-01,,,,138.0,8377.0,8377.0
2007-07-01,,,,194.0,3858.0,3858.0
2007-08-01,,,,-104.0,1923.0,1923.0
2007-09-01,,,,-22.0,1749.0,1749.0
2007-10-01,,,,-148.0,1680.0,1680.0
2007-11-01,,,,-314.0,0.0,0.0
2007-12-01,,,,-111.0,6894.0,6894.0
2008-01-01,-212.0,13205.0,13205.0,0.0,0.0,0.0
2008-02-01,-267.0,3716.0,3716.0,0.0,0.0,0.0
2008-03-01,-212.0,3075.0,3075.0,0.0,0.0,0.0
2008-04-01,-230.0,930.0,930.0,0.0,0.0,0.0
2008-05-01,-264.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,-222.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,-123.0,1850.0,1850.0,0.0,0.0,0.0
2008-08-01,469.0,9268.0,9268.0,0.0,0.0,0.0
2008-09-01,-82.0,2103.0,2103.0,0.0,0.0,0.0
2008-10-01,-266.0,465.0,465.0,0.0,0.0,0.0
2008-11-01,-338.0,98.0,98.0,0.0,0.0,0.0
2008-12-01,1103.0,22823.0,22823.0,0.0,0.0,0.0
2009-01-01,719.0,19427.0,19427.0,0.0,0.0,0.0
2009-02-01,-279.0,1615.0,1615.0,0.0,0.0,0.0
2009-03-01,-287.0,1195.0,1195.0,0.0,0.0,0.0
2009-04-01,-306.0,414.0,414.0,0.0,0.0,0.0
2009-05-01,-253.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,501.0,10647.0,10647.0,0.0,0.0,0.0
2009-07-01,-129.0,845.0,845.0,0.0,0.0,0.0
2009-08-01,34.0,5052.0,5052.0,0.0,0.0,0.0
2009-09-01,-224.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,51.0,4478.0,4478.0,0.0,0.0,0.0
2009-11-01,-334.0,276.0,276.0,0.0,0.0,0.0
2009-12-01,-423.0,201.0,201.0,0.0,0.0,0.0
2010-01-01,-313.0,2253.0,2253.0,0.0,0.0,0.0
2010-02-01,-365.0,1259.0,1259.0,0.0,0.0,0.0
2010-03-01,-337.0,1767.0,1767.0,0.0,0.0,0.0
2010-04-01,-258.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,-227.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,-163.0,1294.0,1294.0
2010-07-01,19.0,3519.0,3519.0,0.0,0.0,0.0
2010-08-01,-35.0,2703.0,2703.0,0.0,0.0,0.0
2010-09-01,-123.0,1627.0,1627.0,0.0,0.0,0.0
2010-10-01,901.0,14904.0,14904.0,0.0,0.0,0.0
2010-11-01,-63.0,3467.0,3467.0,0.0,0.0,0.0
2010-12-01,-259.0,2599.0,2599.0,0.0,0.0,0.0
2011-01-01,-471.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,-199.0,3542.0,3542.0
2011-04-01,0.0,0.0,0.0,11.0,3019.0,3019.0
2011-05-01,0.0,0.0,0.0,-114.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,124.0,3031.0,3031.0
2011-07-01,0.0,0.0,0.0,-34.0,2133.0,2133.0
2011-08-01,0.0,0.0,0.0,-171.0,333.0,333.0
2011-09-01,0.0,0.0,0.0,-182.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,-221.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,-272.0,253.0,253.0
2011-12-01,0.0,0.0,0.0,106.0,9620.0,9620.0
2012-01-01,0.0,0.0,0.0,-506.0,1880.0,1880.0
2012-02-01,0.0,0.0,0.0,-482.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,-242.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,44.0,2351.0,2351.0
2012-05-01,0.0,0.0,0.0,180.0,4893.0,4893.0
2012-06-01,0.0,0.0,0.0,-70.0,2030.0,2030.0
2012-07-01,0.0,0.0,0.0,-184.0,673.0,673.0
2012-08-01,0.0,0.0,0.0,68.0,3933.0,3933.0
2012-09-01,0.0,0.0,0.0,182.0,5606.0,5606.0
2012-10-01,0.0,0.0,0.0,-152.0,1748.0,1748.0
2012-11-01,0.0,0.0,0.0,-289.0,155.0,155.0
2012-12-01,0.0,0.0,0.0,-305.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,-247.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,-123.0,903.0,903.0
2013-03-01,0.0,0.0,0.0,-107.0,1339.0,1339.0
2013-04-01,0.0,0.0,0.0,-176.0,0.0,0.0
2013-05-01,-154.0,0.0,0.0,0.0,213.0,213.0
2013-06-01,0.0,0.0,0.0,-108.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,916.0,15175.0,15175.0
2013-08-01,0.0,0.0,0.0,15.0,1518.0,1518.0
2013-09-01,0.0,0.0,0.0,-103.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,-115.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,-167.0,0.0,0.0
