measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,7229.395,74036.23,74036.23
2003-02-01,6670.164000000001,68309.15,68309.15
2003-03-01,7353.05,75302.59,75302.59
2003-04-01,6953.673000000001,71212.57,71212.57
2003-05-01,7961.837,81537.17,81537.17
2003-06-01,8295.438,84953.58,84953.58
2003-07-01,10650.589,109072.68,109072.68
2003-08-01,10005.855,102469.96,102469.96
2003-09-01,9143.456,93638.13,93638.13
2003-10-01,8604.798,88121.74,88121.74
2003-11-01,7283.96,74595.03,74595.03
2003-12-01,7733.785000000001,79201.69,79201.69
2004-01-01,5398.533,54104.1,54104.1
2004-02-01,4942.463000000001,49533.36,49533.36
2004-03-01,7016.973,70324.1,70324.1
2004-04-01,6776.845,67917.54,67917.54
2004-05-01,6266.2480000000005,62800.34,62800.34
2004-06-01,6792.154,68070.97,68070.97
2004-07-01,7125.2480000000005,71409.24,71409.24
2004-08-01,6187.744000000001,62013.57,62013.57
2004-09-01,4664.543000000001,46748.05,46748.05
2004-10-01,4002.864,40116.7,40116.7
2004-11-01,3584.009,35918.94,35918.94
2004-12-01,4479.375,44892.3,44892.3
2005-01-01,14517.101999999999,145156.51,145156.51
2005-02-01,13301.498,133001.68,133001.68
2005-03-01,13860.495,138591.09,138591.09
2005-04-01,13850.492,138491.07,138491.07
2005-05-01,19534.923000000003,195329.7,195329.7
2005-06-01,18213.946,182121.25,182121.25
2005-07-01,16931.158,169294.65,169294.65
2005-08-01,14050.502,140490.97,140490.97
2005-09-01,11135.993,111348.79,111348.79
2005-10-01,12017.935,120167.33,120167.33
2005-11-01,12950.767,129494.72,129494.72
2005-12-01,14498.189,144967.39,144967.39
2006-01-01,16254.185000000001,161225.0,161225.0
2006-02-01,14260.44,141449.0,141449.0
2006-03-01,15326.958,152028.0,152028.0
2006-04-01,18503.521,183536.0,183536.0
2006-05-01,19967.767,198060.0,198060.0
2006-06-01,20623.863,204568.0,204568.0
2006-07-01,16852.288,167158.0,167158.0
2006-08-01,13818.119,137062.0,137062.0
2006-09-01,10130.045,100480.0,100480.0
2006-10-01,9580.432,95028.0,95028.0
2006-11-01,11116.441,110264.0,110264.0
2006-12-01,12058.943,119613.0,119613.0
