measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-03-01,945.7,5993.0,5993.0
2019-04-01,729.128,4621.0,4621.0
2019-05-01,823.396,5220.0,5220.0
2019-06-01,937.463,5942.0,5942.0
2019-07-01,1673.007,10605.0,10605.0
2019-08-01,1464.163,9281.0,9281.0
2019-09-01,892.669,5658.0,5658.0
2019-10-01,709.319,4496.0,4496.0
2019-11-01,666.313,4224.0,4224.0
2019-12-01,447.842,2839.0,2839.0
2020-01-01,748.437,5208.0,5208.0
2020-02-01,666.831,4639.0,4639.0
2020-03-01,611.222,4253.0,4253.0
2020-04-01,927.49,6453.0,6453.0
2020-05-01,819.713,5703.0,5703.0
2020-06-01,1232.436,8575.0,8575.0
2020-07-01,1677.138,11670.0,11670.0
2020-08-01,1615.827,11243.0,11243.0
2020-09-01,923.67,6426.0,6426.0
2020-10-01,512.343,3565.0,3565.0
2020-11-01,611.125,4252.0,4252.0
2020-12-01,504.768,3512.0,3512.0
2021-01-01,304.296,1924.0,1924.0
2021-02-01,447.228,2828.0,2828.0
2021-03-01,373.953,2365.0,2365.0
2021-04-01,514.792,3255.0,3255.0
2021-05-01,753.525,4765.0,4765.0
2021-06-01,1205.964,7625.0,7625.0
2021-07-01,1402.086,8866.0,8866.0
2021-08-01,1633.5,10329.0,10329.0
2021-09-01,763.194,4826.0,4826.0
2021-10-01,541.572,3425.0,3425.0
2021-11-01,965.988,6108.0,6108.0
2021-12-01,1311.902,8296.0,8296.0
2022-01-01,322.828,2309.0,2309.0
2022-02-01,454.93,3256.0,3256.0
2022-03-01,349.95,2504.0,2504.0
2022-04-01,612.046,4381.0,4381.0
2022-05-01,543.708,3891.0,3891.0
2022-06-01,705.497,5049.0,5049.0
2022-07-01,1439.792,10304.0,10304.0
2022-08-01,1500.045,10735.0,10735.0
2022-09-01,670.393,4798.0,4798.0
2022-10-01,770.678,5516.0,5516.0
2022-11-01,758.272,5426.0,5426.0
2022-12-01,489.861,3506.0,3506.0
2023-01-01,757.456,5512.0,5512.0
2023-02-01,369.444,2688.0,2688.0
2023-03-01,616.24,4484.0,4484.0
2023-04-01,1021.575,7432.0,7432.0
2023-05-01,609.349,4433.0,4433.0
2023-06-01,757.712,5513.0,5513.0
2023-07-01,1644.079,11961.0,11961.0
2023-08-01,1104.7,8037.0,8037.0
2023-09-01,739.757,5382.0,5382.0
2023-10-01,853.918,6213.0,6213.0
2023-11-01,549.283,3996.0,3996.0
2023-12-01,293.487,2135.0,2135.0
2024-01-01,701.0,5283.0,5283.0
2024-02-01,742.0,5471.0,5471.0
2024-03-01,885.0,6341.0,6341.0
2024-04-01,888.0,6361.0,6361.0
2024-05-01,899.0,6502.0,6502.0
2024-06-01,847.0,6066.0,6066.0
2024-07-01,859.0,6265.0,6265.0
2024-08-01,860.0,6261.0,6261.0
2024-09-01,833.0,6087.0,6087.0
2024-10-01,877.0,6425.0,6425.0
2024-11-01,858.0,6271.0,6271.0
2024-12-01,869.0,6412.0,6412.0
