measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2012-01-01,3749.485,49662.0,49662.0,,,
2012-02-01,3605.349,47753.0,47753.0,,,
2012-03-01,3757.933,49774.0,49774.0,,,
2012-04-01,3828.915,50714.0,50714.0,,,
2012-05-01,4014.588,53173.0,53173.0,,,
2012-06-01,4333.72,57400.0,57400.0,,,
2012-07-01,4191.212,55513.0,55513.0,,,
2012-08-01,4042.757,53546.0,53546.0,,,
2012-09-01,3549.055,47007.0,47007.0,,,
2012-10-01,3345.496,44311.0,44311.0,,,
2012-11-01,4086.051,54120.0,54120.0,,,
2012-12-01,4096.439,54258.0,54258.0,,,
2013-01-01,3865.029,47561.0,47561.0,0.0,0.0,0.0
2013-02-01,3548.246,43662.0,43662.0,0.0,0.0,0.0
2013-03-01,3661.348,45054.0,45054.0,0.0,0.0,0.0
2013-04-01,3712.301,45681.0,45681.0,0.0,0.0,0.0
2013-05-01,4889.464,60166.0,60166.0,0.0,0.0,0.0
2013-06-01,4415.294,54332.0,54332.0,0.0,0.0,0.0
2013-07-01,4880.356,60054.0,60054.0,0.0,0.0,0.0
2013-08-01,4454.964,54820.0,54820.0,0.0,0.0,0.0
2013-09-01,3989.055,49087.0,49087.0,0.0,0.0,0.0
2013-10-01,3856.424,47455.0,47455.0,0.0,0.0,0.0
2013-11-01,4200.375,51687.0,51687.0,0.0,0.0,0.0
2013-12-01,4294.144,52841.0,52841.0,0.0,0.0,0.0
2014-01-01,4393.732,52895.0,52895.0,0.0,0.0,0.0
2014-02-01,3487.333,41984.0,41984.0,0.0,0.0,0.0
2014-03-01,3521.292,42393.0,42393.0,0.0,0.0,0.0
2014-04-01,4420.592,53219.0,53219.0,0.0,0.0,0.0
2014-05-01,4933.692,59397.0,59397.0,0.0,0.0,0.0
2014-06-01,4560.247,54901.0,54901.0,0.0,0.0,0.0
2014-07-01,4706.645,56663.0,56663.0,0.0,0.0,0.0
2014-08-01,4536.165,54611.0,54611.0,0.0,0.0,0.0
2014-09-01,3852.377,46378.0,46378.0,0.0,0.0,0.0
2014-10-01,4134.821,49779.0,49779.0,0.0,0.0,0.0
2014-11-01,4006.471,48234.0,48234.0,0.0,0.0,0.0
2014-12-01,4355.633,52437.0,52437.0,0.0,0.0,0.0
2015-01-01,4475.428,52646.0,52646.0,0.0,0.0,0.0
2015-02-01,3676.492,43248.0,43248.0,0.0,0.0,0.0
2015-03-01,3956.499,46542.0,46542.0,0.0,0.0,0.0
2015-04-01,4112.155,48373.0,48373.0,0.0,0.0,0.0
