measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,99.76,1048.0,1048.0
2007-06-01,135.239,1420.0,1420.0
2007-07-01,192.015,2016.0,2016.0
2007-08-01,273.743,2875.0,2875.0
2007-09-01,135.092,1418.0,1418.0
2007-10-01,143.964,1512.0,1512.0
2007-11-01,77.348,812.0,812.0
2007-12-01,97.84,1027.0,1027.0
2008-01-01,107.69200000000001,1225.0,1293.0
2008-02-01,106.462,1211.0,1278.0
2008-03-01,137.02100000000002,1558.0,1645.0
2008-04-01,122.99900000000001,1399.0,1477.0
2008-05-01,53.848000000000006,612.0,647.0
2008-06-01,241.96200000000002,2752.0,2905.0
2008-07-01,305.064,3470.0,3663.0
2008-08-01,275.91700000000003,3138.0,3312.0
2008-09-01,254.84400000000002,2898.0,3059.0
2008-10-01,223.60500000000002,2543.0,2684.0
2008-11-01,144.39600000000002,1642.0,1733.0
2008-12-01,158.19,1799.0,1899.0
2009-01-01,105.61,1201.0,1268.0
2009-02-01,134.62300000000002,1531.0,1616.0
2009-03-01,185.08100000000002,2105.0,2222.0
2009-04-01,176.895,2012.0,2124.0
2009-05-01,165.39100000000002,1881.0,1986.0
2009-06-01,181.89,2069.0,2184.0
2009-07-01,229.098,2606.0,2750.0
2009-08-01,268.34700000000004,3052.0,3222.0
2009-09-01,215.19400000000002,2447.0,2583.0
2009-10-01,160.42100000000002,1825.0,1926.0
2009-11-01,170.452,1939.0,2047.0
2009-12-01,125.998,1433.0,1513.0
2010-01-01,106.21300000000001,1208.0,1478.0
2010-02-01,103.128,1173.0,1435.0
2010-03-01,148.12900000000002,1685.0,2061.0
2010-04-01,156.985,1785.0,2185.0
2010-05-01,150.06300000000002,1707.0,2088.0
2010-06-01,226.69500000000002,2578.0,3154.0
2010-07-01,310.223,3528.0,4316.0
