measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-01-01,-2.561,0.0,0.0,143.257,1267.0,1267.0
2021-02-01,-2.353,0.0,0.0,113.15,1001.0,1001.0
2021-03-01,-2.568,0.0,0.0,358.142,3167.0,3167.0
2021-04-01,-2.237,0.0,0.0,289.871,2564.0,2564.0
2021-05-01,-2.53,0.0,0.0,360.268,3186.0,3186.0
2021-06-01,-2.456,0.0,0.0,373.475,3303.0,3303.0
2021-07-01,-2.592,0.0,0.0,293.9,2599.0,2599.0
2021-08-01,-2.481,0.0,0.0,296.25,2620.0,2620.0
2021-09-01,-2.452,0.0,0.0,275.321,2435.0,2435.0
2021-10-01,-2.615,0.0,0.0,203.469,1799.0,1799.0
2021-11-01,-2.419,0.0,0.0,201.231,1780.0,1780.0
2021-12-01,-2.736,0.0,0.0,107.666,952.0,952.0
2022-01-01,4.576,0.0,0.0,219.164,748.0,748.0
2022-02-01,3.796,0.0,0.0,144.23,492.0,492.0
2022-03-01,3.926,0.0,0.0,215.253,734.0,734.0
2022-04-01,4.7,0.0,0.0,262.996,897.0,897.0
2022-05-01,4.701,0.0,0.0,296.007,1010.0,1010.0
2022-06-01,4.776,0.0,0.0,297.735,1016.0,1016.0
2022-07-01,4.575,0.0,0.0,328.654,1121.0,1121.0
2022-08-01,4.482,0.0,0.0,289.914,989.0,989.0
2022-09-01,4.568,0.0,0.0,240.352,820.0,820.0
2022-10-01,4.712,0.0,0.0,190.518,650.0,650.0
2022-11-01,4.544,0.0,0.0,157.143,536.0,536.0
2022-12-01,4.644,0.0,0.0,102.034,348.0,348.0
2023-01-01,-8.0,0.0,0.0,158.0,539.0,539.0
2023-02-01,-5.0,0.0,0.0,233.0,795.0,795.0
2023-03-01,-9.0,0.0,0.0,385.0,1314.0,1314.0
2023-04-01,-5.0,0.0,0.0,367.0,1252.0,1252.0
2023-05-01,-9.0,0.0,0.0,661.0,2255.0,2255.0
2023-06-01,-8.0,0.0,0.0,450.0,1535.0,1535.0
2023-07-01,-8.0,0.0,0.0,389.0,1327.0,1327.0
2023-08-01,-8.0,0.0,0.0,358.0,1221.0,1221.0
2023-09-01,-1.0,0.0,0.0,126.0,430.0,430.0
2023-10-01,-8.0,0.0,0.0,311.0,1061.0,1061.0
2023-11-01,-6.0,0.0,0.0,294.0,1003.0,1003.0
2023-12-01,-8.0,0.0,0.0,171.0,583.0,583.0
2024-01-01,-1.0,0.0,0.0,138.0,471.0,471.0
2024-02-01,-2.0,0.0,0.0,286.0,976.0,976.0
2024-03-01,-3.0,0.0,0.0,386.0,1317.0,1317.0
2024-04-01,-1.0,0.0,0.0,282.0,962.0,962.0
2024-05-01,0.0,0.0,0.0,382.0,1303.0,1303.0
2024-06-01,-1.0,0.0,0.0,558.0,1904.0,1904.0
2024-07-01,0.0,0.0,0.0,301.0,1027.0,1027.0
2024-08-01,-4.0,0.0,0.0,260.0,887.0,887.0
2024-09-01,0.0,0.0,0.0,313.0,1068.0,1068.0
2024-10-01,-2.0,0.0,0.0,358.0,1221.0,1221.0
2024-11-01,0.0,0.0,0.0,177.0,604.0,604.0
2024-12-01,-1.0,0.0,0.0,116.0,396.0,396.0
