measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,-347.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,-308.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,-318.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,5616.0,84100.0,84100.0,123.0,1827.0,1827.0
2003-05-01,416.0,9623.0,9623.0,0.0,0.0,0.0
2003-06-01,10217.0,149025.0,149025.0,134.0,1926.0,1926.0
2003-07-01,17315.0,242767.0,242767.0,111.0,1531.0,1531.0
2003-08-01,16728.0,233528.0,233528.0,26.0,377.0,377.0
2003-09-01,7243.0,105358.0,105358.0,120.0,1955.0,1955.0
2003-10-01,3823.0,57452.0,57452.0,100.0,1502.0,1502.0
2003-11-01,12073.0,171624.0,171624.0,59.0,864.0,864.0
2003-12-01,978.0,20124.0,20124.0,76.0,1479.0,1479.0
2004-01-01,5814.698,86147.0,86147.0,111.79400000000001,1675.0,1675.0
2004-02-01,4336.178,64242.0,64242.0,51.765,776.0,776.0
2004-03-01,3293.5440000000003,48795.0,48795.0,75.946,1138.0,1138.0
2004-04-01,2396.347,35503.0,35503.0,87.785,1315.0,1315.0
2004-05-01,2434.6690000000003,36071.0,36071.0,63.103,945.0,945.0
2004-06-01,3906.0240000000003,57870.0,57870.0,29.002000000000002,435.0,435.0
2004-07-01,4748.705,70354.0,70354.0,86.44200000000001,1295.0,1295.0
2004-08-01,4376.781,64844.0,64844.0,38.268,573.0,573.0
2004-09-01,3778.0420000000004,55973.0,55973.0,50.201,752.0,752.0
2004-10-01,3559.2090000000003,52731.0,52731.0,61.468,921.0,921.0
2004-11-01,4394.76,65110.0,65110.0,50.77,761.0,761.0
2004-12-01,3939.043,58359.0,58359.0,54.456,816.0,816.0
2005-01-01,7818.3460000000005,116410.65,116410.65,227.276,3584.21,3584.21
2005-02-01,6807.168000000001,101354.81,101354.81,78.085,1231.42,1231.42
2005-03-01,7062.418000000001,105155.33,105155.33,86.547,1364.88,1364.88
2005-04-01,6294.004,93714.09,93714.09,104.833,1653.25,1653.25
2005-05-01,6909.551,102879.23,102879.23,97.363,1535.45,1535.45
2005-06-01,7695.807000000001,114586.12,114586.12,126.36800000000001,1992.87,1992.87
2005-07-01,8135.282,121129.66,121129.66,128.627,2028.49,2028.49
2005-08-01,8225.795,122477.33,122477.33,151.106,2382.99,2382.99
2005-09-01,7538.255,112240.28,112240.28,98.915,1559.93,1559.93
2005-10-01,7118.47,105989.92,105989.92,109.84700000000001,1732.32,1732.32
2005-11-01,6940.179,103335.25,103335.25,88.307,1392.64,1392.64
2005-12-01,7750.726000000001,115403.84,115403.84,186.72400000000002,2944.69,2944.69
2006-01-01,5676.157,98522.0,98522.0,55.942,870.0,870.0
2006-02-01,5405.916,93832.0,93832.0,29.272000000000002,455.0,455.0
2006-03-01,5523.8460000000005,95879.0,95879.0,24.589000000000002,383.0,383.0
2006-04-01,4699.563,81571.0,81571.0,47.102000000000004,733.0,733.0
2006-05-01,5022.329000000001,87174.0,87174.0,44.028,685.0,685.0
2006-06-01,5440.939,94440.0,94440.0,40.018,623.0,623.0
2006-07-01,6189.059,107425.0,107425.0,57.968,902.0,902.0
2006-08-01,6233.716,108200.0,108200.0,56.228,875.0,875.0
2006-09-01,5179.466,89901.0,89901.0,25.832,402.0,402.0
2006-10-01,5357.342000000001,92989.0,92989.0,27.287000000000003,425.0,425.0
2006-11-01,5297.107,91943.0,91943.0,32.131,500.0,500.0
2006-12-01,5734.56,99536.0,99536.0,35.602000000000004,554.0,554.0
2007-01-01,-173.0,0.0,0.0,-173.0,0.0,0.0
2007-02-01,-165.0,0.0,0.0,-165.0,0.0,0.0
2007-03-01,-166.0,0.0,0.0,-166.0,0.0,0.0
2007-04-01,12294.663,192857.0,192857.0,196.33700000000002,3080.0,3080.0
2007-05-01,14819.67,233002.0,233002.0,214.33,3370.0,3370.0
2007-06-01,16276.216,250477.0,250477.0,6.784000000000001,104.0,104.0
2007-07-01,17923.745000000003,274816.0,274816.0,58.255,893.0,893.0
2007-08-01,12600.325,200852.0,200852.0,210.675,3358.0,3358.0
2007-09-01,12524.533,198711.0,198711.0,88.467,1404.0,1404.0
2007-10-01,15847.173999999999,247723.0,247723.0,109.82600000000001,1717.0,1717.0
2007-11-01,15932.023000000001,199784.0,199784.0,24.977,313.0,313.0
2007-12-01,-110.5,0.0,0.0,-110.5,0.0,0.0
