measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-01-01,109.888,972.0,972.0
2021-02-01,143.948,1273.0,1273.0
2021-03-01,185.862,1644.0,1644.0
2021-04-01,232.651,2058.0,2058.0
2021-05-01,253.585,2243.0,2243.0
2021-06-01,246.331,2179.0,2179.0
2021-07-01,235.938,2087.0,2087.0
2021-08-01,232.069,2052.0,2052.0
2021-09-01,200.103,1770.0,1770.0
2021-10-01,166.551,1473.0,1473.0
2021-11-01,132.523,1172.0,1172.0
2021-12-01,90.551,801.0,801.0
