measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,-23.0,0.0,0.0
2003-02-01,105.0,1491.0,1491.0
2003-03-01,116.0,899.0,899.0
2003-04-01,15.0,418.0,418.0
2003-05-01,-21.0,0.0,0.0
2003-06-01,101.0,1369.0,1369.0
2003-07-01,41.0,696.0,696.0
2003-08-01,361.0,3724.0,3724.0
2003-09-01,47.0,899.0,899.0
2003-11-01,-34.0,0.0,0.0
2003-12-01,-48.0,0.0,0.0
2004-01-01,88.376,1584.0,1584.0
2004-02-01,80.52,1443.0,1443.0
2004-03-01,74.629,1337.0,1337.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,168.455,3019.0,3019.0
2004-08-01,80.16,1437.0,1437.0
2004-09-01,190.86,3420.0,3420.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,70.909,1282.42,1282.42
2005-02-01,24.362000000000002,440.6,440.6
2005-03-01,27.002000000000002,488.35,488.35
2005-04-01,32.707,591.53,591.53
2005-05-01,30.377000000000002,549.38,549.38
2005-06-01,39.426,713.04,713.04
2005-07-01,40.131,725.79,725.79
2005-08-01,47.144000000000005,852.62,852.62
2005-09-01,30.861,558.13,558.13
2005-10-01,34.272,619.81,619.81
2005-11-01,27.551000000000002,498.28,498.28
2005-12-01,58.257000000000005,1053.6,1053.6
2006-01-01,64.873,1147.0,1147.0
2006-02-01,33.946000000000005,600.0,600.0
2006-03-01,28.515,504.0,504.0
2006-04-01,54.622,966.0,966.0
2006-05-01,51.058,903.0,903.0
2006-06-01,46.408,820.0,820.0
2006-07-01,67.223,1188.0,1188.0
2006-08-01,65.206,1153.0,1153.0
2006-09-01,29.957,530.0,530.0
2006-10-01,31.644000000000002,559.0,559.0
2006-11-01,37.262,659.0,659.0
2006-12-01,41.286,730.0,730.0
2007-01-01,1.5310000000000001,220.0,220.0
2007-02-01,8.282,1196.0,1196.0
2007-03-01,2.71,393.0,393.0
2007-04-01,1.61,231.0,231.0
2007-05-01,4.368,630.0,630.0
2007-06-01,4.046,584.0,584.0
2007-07-01,4.095,590.0,590.0
2007-08-01,9.161,1318.0,1318.0
2007-09-01,4.24,613.0,613.0
2007-10-01,5.6930000000000005,821.0,821.0
2007-11-01,1.127,162.0,162.0
2007-12-01,2.137,306.0,306.0
2008-01-01,-23.819000000000003,35.0,35.0
2008-02-01,-29.933,35.0,35.0
2008-03-01,-48.65,58.0,58.0
2008-04-01,-20.756,23.0,23.0
2008-05-01,-29.635,35.0,35.0
2008-06-01,-71.114,87.0,87.0
2008-07-01,-40.501000000000005,52.0,52.0
2008-08-01,-29.482000000000003,35.0,35.0
2008-09-01,-28.687,35.0,35.0
2008-10-01,-13.646,17.0,17.0
2008-11-01,-21.358,29.0,29.0
2008-12-01,-26.419,35.0,35.0
2009-01-01,-32.852000000000004,145.0,145.0
2009-02-01,-15.514000000000001,70.0,70.0
2009-03-01,-23.444000000000003,104.0,104.0
2009-04-01,-23.507,104.0,104.0
2009-05-01,-37.657000000000004,168.0,168.0
2009-06-01,-41.733000000000004,186.0,186.0
2009-07-01,-24.077,110.0,110.0
