measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2015-03-01,-196.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,-151.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,-125.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,-127.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,-124.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,1087.0,15686.0,15686.0,0.0,0.0,0.0
2015-09-01,-101.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,-109.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,-176.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,-228.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,-236.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,-195.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,-144.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-120.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,-95.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,-90.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,1352.0,18599.0,18599.0,0.0,0.0,0.0
2016-08-01,-95.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,-92.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,-101.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,-141.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,-218.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,-224.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,-166.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,-163.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,-117.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,-87.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,-80.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,1850.0,24358.0,24358.0,0.0,0.0,0.0
2017-08-01,-80.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,-77.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,-122.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,-161.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,-214.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,-235.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,-215.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,-181.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,-162.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,-80.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,-81.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,-85.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,111.0,3712.0,3712.0,0.0,0.0,0.0
2018-09-01,829.0,12743.0,12743.0,0.0,0.0,0.0
2018-10-01,-126.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,-183.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,-253.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,-257.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,-244.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,-217.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,-123.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,-106.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2071.0,26907.0,26907.0,0.0,0.0,0.0
2019-07-01,-84.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,-81.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,-73.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,-146.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,-193.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,-223.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,-251.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,-236.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,-178.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,-136.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,-96.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,-93.0,109.0,109.0,0.0,0.0,0.0
2020-07-01,1274.0,16584.0,16584.0,0.0,0.0,0.0
2020-08-01,-83.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,-101.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,-140.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,-178.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,-218.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,-238.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,-284.0,111.0,111.0,0.0,0.0,0.0
2021-03-01,-173.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,-139.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,-84.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,-79.0,23.0,23.0,0.0,0.0,0.0
2021-07-01,642.0,9574.0,9574.0,0.0,0.0,0.0
2021-08-01,-85.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,-76.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,-113.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,-198.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,-218.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,1208.0,16940.0,16940.0,0.0,0.0,0.0
2022-06-01,2350.0,28951.0,28951.0,0.0,0.0,0.0
2022-07-01,10383.0,118810.0,118810.0,0.0,0.0,0.0
2022-08-01,3322.0,39818.0,39818.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,-250.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,-228.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,-240.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,-154.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,1141.0,16156.0,16156.0,0.0,0.0,0.0
2023-06-01,5476.0,66711.0,66711.0,0.0,0.0,0.0
2023-07-01,8779.0,106984.0,106984.0,0.0,0.0,0.0
2023-08-01,14592.0,177574.0,177574.0,0.0,0.0,0.0
2023-09-01,1063.0,16536.0,16536.0,0.0,0.0,0.0
2023-10-01,1162.0,18680.0,18680.0,0.0,0.0,0.0
2023-11-01,878.0,15730.0,15730.0,0.0,0.0,0.0
2023-12-01,-243.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,1224.0,21469.0,21469.0,0.0,0.0,0.0
2024-02-01,-202.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,1712.0,26383.0,26383.0,0.0,0.0,0.0
2024-04-01,4835.0,69252.0,69252.0,0.0,0.0,0.0
2024-05-01,10454.0,135638.0,135638.0,0.0,0.0,0.0
2024-06-01,3706.0,46293.0,46293.0,0.0,0.0,0.0
2024-07-01,11174.0,131025.0,131025.0,0.0,0.0,0.0
2024-08-01,14645.0,171740.0,171740.0,0.0,0.0,0.0
2024-09-01,4756.0,51852.0,51852.0,0.0,0.0,0.0
2024-10-01,-41.0,757.0,757.0,0.0,0.0,0.0
2024-11-01,-165.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,-221.0,0.0,0.0,0.0,0.0,0.0
