measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed
2003-01-01,3614.1780000000003,66283.0,66283.0
2003-02-01,3189.453,58493.0,58493.0
2003-03-01,3281.84,60188.0,60188.0
2003-04-01,2947.371,54054.0,54054.0
2003-05-01,3007.762,55161.0,55161.0
2003-06-01,3189.842,58501.0,58501.0
2003-07-01,3689.092,67657.0,67657.0
2003-08-01,3911.32,71732.0,71732.0
2003-09-01,3277.5930000000003,60110.0,60110.0
2003-10-01,3074.478,56385.0,56385.0
2003-11-01,3064.2070000000003,56196.0,56196.0
2003-12-01,3400.8650000000002,62371.0,62371.0
2004-01-01,3211.583,59311.0,59311.0
2004-02-01,3211.583,59311.0,59311.0
2004-03-01,3211.583,59311.0,59311.0
2004-04-01,3211.583,59311.0,59311.0
2004-05-01,3211.583,59311.0,59311.0
2004-06-01,3211.583,59311.0,59311.0
2004-07-01,3211.583,59311.0,59311.0
2004-08-01,3211.583,59311.0,59311.0
2004-09-01,3211.583,59311.0,59311.0
2004-10-01,3211.583,59311.0,59311.0
2004-11-01,3211.583,59311.0,59311.0
2004-12-01,3211.583,59311.0,59311.0
2005-01-01,3117.929,57162.63,57162.63
2005-02-01,2781.438,50993.56,50993.56
2005-03-01,3176.7870000000003,58241.7,58241.7
2005-04-01,3170.219,58121.3,58121.3
2005-05-01,3485.1960000000004,63895.93,63895.93
2005-06-01,3452.822,63302.4,63302.4
2005-07-01,3575.212,65546.24,65546.24
2005-08-01,3559.0530000000003,65250.0,65250.0
2005-09-01,3352.6040000000003,61465.06,61465.06
2005-10-01,3384.2050000000004,62044.42,62044.42
2005-11-01,3408.467,62489.22,62489.22
2005-12-01,3416.068,62628.58,62628.58
2006-01-01,3612.9230000000002,64767.0,64767.0
2006-02-01,3338.89,59855.0,59855.0
2006-03-01,3683.02,66024.0,66024.0
2006-04-01,2709.811,48578.0,48578.0
2006-05-01,3312.9750000000004,59390.0,59390.0
2006-06-01,3470.472,62214.0,62214.0
2006-07-01,3601.7740000000003,64567.0,64567.0
2006-08-01,3580.114,64179.0,64179.0
2006-09-01,3424.464,61389.0,61389.0
2006-10-01,3553.4750000000004,63702.0,63702.0
2006-11-01,3588.965,64338.0,64338.0
2006-12-01,3458.12,61992.0,61992.0
2007-01-01,2855.543,51034.0,51034.0
2007-02-01,2610.82,46660.0,46660.0
2007-03-01,2784.784,49769.0,49769.0
2007-04-01,3346.532,59809.0,59809.0
2007-05-01,4039.1650000000004,72187.0,72187.0
2007-06-01,3943.92,70485.0,70485.0
2007-07-01,4014.574,71747.0,71747.0
2007-08-01,4010.1670000000004,71669.0,71669.0
2007-09-01,3718.9120000000003,66463.0,66463.0
2007-10-01,4464.9980000000005,79798.0,79798.0
2007-11-01,3069.4590000000003,54857.0,54857.0
2007-12-01,2783.1240000000003,49739.0,49739.0
2008-01-01,3288.84,58409.0,58409.0
2008-02-01,3239.01,57525.0,57525.0
2008-03-01,2018.152,35843.0,35843.0
2008-04-01,3637.657,64605.0,64605.0
2008-05-01,3712.4030000000002,65932.0,65932.0
2008-06-01,3612.742,64162.0,64162.0
2008-07-01,3562.911,63277.0,63277.0
2008-08-01,3712.4030000000002,65932.0,65932.0
2008-09-01,3737.319,66375.0,66375.0
2008-10-01,3637.657,64605.0,64605.0
2008-11-01,3488.164,61950.0,61950.0
2008-12-01,3612.742,64162.0,64162.0
2009-01-01,4140.662,73431.0,73431.0
2009-02-01,3244.1090000000004,57531.0,57531.0
2009-03-01,3090.751,54812.0,54812.0
2009-04-01,2748.645,48745.0,48745.0
2009-05-01,3539.0280000000002,62761.0,62761.0
2009-06-01,2972.7830000000004,52720.0,52720.0
2009-07-01,3574.418,63389.0,63389.0
2009-08-01,3468.2470000000003,61506.0,61506.0
2009-09-01,2878.409,51046.0,51046.0
2009-10-01,4128.866,73222.0,73222.0
2009-11-01,4659.72,82636.0,82636.0
2009-12-01,4506.362,79916.0,79916.0
2010-01-01,3530.909,62618.0,62618.0
2010-02-01,3219.009,57086.0,57086.0
2010-03-01,3632.6150000000002,64421.0,64421.0
2010-04-01,3199.5150000000003,56741.0,56741.0
2010-05-01,3792.8030000000003,67262.0,67262.0
2010-06-01,3681.773,65293.0,65293.0
2010-07-01,3430.8970000000004,60844.0,60844.0
2010-08-01,3534.299,62678.0,62678.0
2010-09-01,3752.9680000000003,66556.0,66556.0
2010-10-01,2585.886,45859.0,45859.0
2010-11-01,3480.9030000000002,61731.0,61731.0
2010-12-01,3283.4230000000002,58229.0,58229.0
2011-01-01,3721.22,66405.0,66405.0
2011-02-01,2907.202,51879.0,51879.0
2011-03-01,3488.642,62255.0,62255.0
2011-04-01,3488.642,62255.0,62255.0
2011-05-01,3232.808,57689.0,57689.0
2011-06-01,3095.589,55241.0,55241.0
2011-07-01,3790.991,67650.0,67650.0
2011-08-01,4104.969,73253.0,73253.0
2011-09-01,3977.052,70970.0,70970.0
2011-10-01,3465.385,61839.0,61839.0
2011-11-01,3430.498,61217.0,61217.0
2011-12-01,3327.002,59370.0,59370.0
2012-01-01,3637.256,63481.0,63481.0
2012-02-01,3239.017,56531.0,56531.0
2012-03-01,3424.862,59774.0,59774.0
2012-04-01,3398.313,59311.0,59311.0
2012-05-01,3411.587,59542.0,59542.0
2012-06-01,4553.208,79467.0,79467.0
2012-07-01,3610.707,63018.0,63018.0
2012-08-01,3756.729,65566.0,65566.0
2012-09-01,3669.116,64037.0,64037.0
2012-10-01,3451.411,60237.0,60237.0
2012-11-01,3026.622,52823.0,52823.0
2012-12-01,3053.172,53287.0,53287.0
2013-01-01,3961.152,70475.0,70475.0
2013-02-01,3681.908,65506.0,65506.0
2013-03-01,4022.425,71565.0,71565.0
2013-04-01,3525.21,62719.0,62719.0
2013-05-01,3881.297,69054.0,69054.0
2013-06-01,3558.86,63317.0,63317.0
2013-07-01,2746.238,48860.0,48860.0
2013-08-01,2848.695,50682.0,50682.0
2013-09-01,3690.446,65658.0,65658.0
2013-10-01,3837.1,68268.0,68268.0
2013-11-01,3944.076,70171.0,70171.0
2013-12-01,3835.593,68240.0,68240.0
2014-01-01,4394.384,77946.0,77946.0
2014-02-01,3735.956,66267.0,66267.0
2014-03-01,3918.398,69503.0,69503.0
2014-04-01,4321.289,76650.0,76650.0
2014-05-01,4055.813,71940.0,71940.0
2014-06-01,4165.746,73890.0,73890.0
2014-07-01,4347.018,77106.0,77106.0
2014-08-01,4302.577,76317.0,76317.0
2014-09-01,2910.292,51622.0,51622.0
2014-10-01,2436.646,43220.0,43220.0
2014-11-01,2412.086,42785.0,42785.0
2014-12-01,1740.795,30878.0,30878.0
2015-01-01,2232.235,39631.0,39631.0
2015-02-01,2248.913,39927.0,39927.0
2015-03-01,2808.222,49857.0,49857.0
2015-04-01,3744.482,66480.0,66480.0
2015-05-01,3868.464,68682.0,68682.0
2015-06-01,3254.669,57784.0,57784.0
2015-07-01,3758.937,66737.0,66737.0
2015-08-01,3855.677,68454.0,68454.0
2015-09-01,3592.145,63776.0,63776.0
2015-10-01,3726.135,66155.0,66155.0
2015-11-01,3828.99,67980.0,67980.0
2015-12-01,3721.131,66066.0,66066.0
2016-01-01,3665.876,66738.0,66738.0
2016-02-01,3446.75,62749.0,62749.0
2016-03-01,3671.465,66839.0,66839.0
2016-04-01,3479.171,63339.0,63339.0
2016-05-01,3664.198,66707.0,66707.0
2016-06-01,3409.856,62077.0,62077.0
2016-07-01,3787.177,68946.0,68946.0
2016-08-01,2333.236,42477.0,42477.0
2016-09-01,2229.822,40594.0,40594.0
2016-10-01,2272.865,41378.0,41378.0
2016-11-01,3235.451,58902.0,58902.0
2016-12-01,3256.133,59278.0,59278.0
2017-01-01,3113.965,50584.0,50584.0
2017-02-01,2812.11,45681.0,45681.0
2017-03-01,3066.341,49811.0,49811.0
2017-04-01,2920.391,47440.0,47440.0
2017-05-01,3149.648,51165.0,51165.0
2017-06-01,2894.788,47024.0,47024.0
2017-07-01,2782.773,45205.0,45205.0
2017-08-01,2800.676,45496.0,45496.0
2017-09-01,2670.531,43382.0,43382.0
2017-10-01,2879.389,46774.0,46774.0
2017-11-01,2765.104,44918.0,44918.0
2017-12-01,2984.284,48478.0,48478.0
2018-01-01,2965.177,57197.0,57197.0
2018-02-01,2613.503,50414.0,50414.0
2018-03-01,2814.31,54287.0,54287.0
2018-04-01,2801.346,54037.0,54037.0
2018-05-01,2943.688,56783.0,56783.0
2018-06-01,2641.415,50952.0,50952.0
2018-07-01,2713.954,52351.0,52351.0
2018-08-01,2586.779,49898.0,49898.0
2018-09-01,2464.057,47531.0,47531.0
2018-10-01,2854.475,55062.0,55062.0
2018-11-01,2776.096,53550.0,53550.0
2018-12-01,2868.2,55327.0,55327.0
2019-01-01,2938.791,57481.0,57481.0
2019-02-01,2644.418,51723.0,51723.0
2019-03-01,3004.867,58773.0,58773.0
2019-04-01,2780.622,54387.0,54387.0
2019-05-01,2949.248,57685.0,57685.0
2019-06-01,2723.255,53265.0,53265.0
