measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,487.0,6806.0,6806.0
2003-02-01,510.0,8493.0,8493.0
2003-03-01,428.0,3933.0,3933.0
2003-04-01,216.0,3500.0,3500.0
2003-05-01,66.0,1248.0,1248.0
2003-06-01,374.0,3540.0,3540.0
2003-07-01,581.0,4281.0,4281.0
2003-08-01,331.0,2941.0,2941.0
2003-09-01,125.0,2246.0,2246.0
2003-10-01,527.0,6316.0,6316.0
2003-11-01,226.0,3545.0,3545.0
2003-12-01,195.0,3431.0,3431.0
2004-01-01,756.633,7673.0,7673.0
2004-02-01,21.255,216.0,216.0
2004-03-01,239.06400000000002,2424.0,2424.0
2004-04-01,28.486,289.0,289.0
2004-05-01,214.741,2178.0,2178.0
2004-06-01,846.6930000000001,8586.0,8586.0
2004-07-01,700.976,7109.0,7109.0
2004-08-01,0.0,0.0,0.0
2004-09-01,267.331,2711.0,2711.0
2004-10-01,104.30300000000001,1058.0,1058.0
2004-11-01,11.833,120.0,120.0
2004-12-01,548.685,5564.0,5564.0
2005-01-01,317.94100000000003,4955.8,4955.8
2005-02-01,109.23400000000001,1702.65,1702.65
2005-03-01,121.07300000000001,1887.18,1887.18
2005-04-01,146.654,2285.91,2285.91
2005-05-01,136.204,2123.03,2123.03
2005-06-01,176.779,2755.48,2755.48
2005-07-01,179.94,2804.74,2804.74
2005-08-01,211.385,3294.9,3294.9
2005-09-01,138.375,2156.87,2156.87
2005-10-01,153.667,2395.24,2395.24
2005-11-01,123.535,1925.56,1925.56
2005-12-01,261.212,4071.55,4071.55
2006-01-01,251.032,3522.0,3522.0
2006-02-01,131.357,1843.0,1843.0
2006-03-01,110.34100000000001,1548.0,1548.0
2006-04-01,211.363,2965.0,2965.0
2006-05-01,197.571,2772.0,2772.0
2006-06-01,179.579,2519.0,2519.0
2006-07-01,260.124,3649.0,3649.0
2006-08-01,252.31900000000002,3540.0,3540.0
2006-09-01,115.91900000000001,1626.0,1626.0
2006-10-01,122.44800000000001,1718.0,1718.0
2006-11-01,144.187,2023.0,2023.0
2006-12-01,159.761,2241.0,2241.0
2007-01-01,223.613,3414.0,3414.0
2007-02-01,479.718,7325.0,7325.0
2007-03-01,78.131,1191.0,1191.0
2007-04-01,55.418,844.0,844.0
2007-05-01,68.35300000000001,1043.0,1043.0
2007-06-01,72.931,1112.0,1112.0
2007-07-01,57.749,884.0,884.0
2007-08-01,5.1160000000000005,80.0,80.0
2007-09-01,18.563000000000002,285.0,285.0
2007-10-01,16.292,251.0,251.0
2007-11-01,63.309000000000005,969.0,969.0
2007-12-01,101.808,1556.0,1556.0
2008-01-01,218.08800000000002,3392.0,3392.0
2008-02-01,278.769,4332.0,4332.0
2008-03-01,110.245,1710.0,1710.0
2008-04-01,123.42200000000001,1915.0,1915.0
2008-05-01,50.989000000000004,792.0,792.0
2008-06-01,50.553000000000004,787.0,787.0
2008-07-01,23.973000000000003,371.0,371.0
2008-08-01,29.204,456.0,456.0
2008-09-01,42.479,661.0,661.0
2008-10-01,32.816,507.0,507.0
2008-11-01,109.78800000000001,1704.0,1704.0
2008-12-01,278.67400000000004,4332.0,4332.0
2009-01-01,1717.799,31019.0,31019.0
2009-02-01,293.678,5307.0,5307.0
2009-03-01,173.553,3135.0,3135.0
2009-04-01,246.695,4457.0,4457.0
2009-05-01,172.695,3118.0,3118.0
2009-06-01,168.376,3044.0,3044.0
2009-07-01,130.987,2366.0,2366.0
2009-08-01,165.107,2981.0,2981.0
2009-09-01,131.76600000000002,2383.0,2383.0
2009-10-01,193.638,3500.0,3500.0
2009-11-01,95.257,1721.0,1721.0
2009-12-01,261.449,4720.0,4720.0
2010-01-01,301.774,5250.0,5250.0
2010-02-01,191.471,3323.0,3323.0
2010-03-01,50.667,878.0,878.0
2010-04-01,134.62,2337.0,2337.0
2010-05-01,200.186,3477.0,3477.0
2010-06-01,111.69500000000001,1938.0,1938.0
2010-07-01,117.25200000000001,2035.0,2035.0
2010-08-01,147.822,2565.0,2565.0
2010-09-01,150.71,2616.0,2616.0
2010-10-01,224.449,3899.0,3899.0
2010-11-01,102.551,1778.0,1778.0
2010-12-01,113.80300000000001,1978.0,1978.0
2011-01-01,70.386,1117.0,1117.0
2011-02-01,77.516,1243.0,1243.0
2011-03-01,124.773,2001.0,2001.0
2011-04-01,124.181,1989.0,1989.0
2011-05-01,58.641,941.0,941.0
2011-06-01,39.378,633.0,633.0
2011-07-01,94.92,1522.0,1522.0
2011-08-01,49.816,798.0,798.0
2011-09-01,63.632,1020.0,1020.0
2011-10-01,19.813,319.0,319.0
2011-11-01,108.966,1744.0,1744.0
2011-12-01,686.978,11007.0,11007.0
2012-01-01,7.788,120.0,120.0
2012-02-01,77.749,1169.0,1169.0
2012-03-01,18.452,279.0,279.0
2012-04-01,19.401,291.0,291.0
2012-05-01,245.734,3694.0,3694.0
2012-06-01,126.237,1898.0,1898.0
2012-07-01,307.061,4617.0,4617.0
2012-08-01,29.753,445.0,445.0
2012-09-01,20.811,314.0,314.0
2012-10-01,65.659,986.0,986.0
2012-11-01,27.283,410.0,410.0
2012-12-01,16.072,239.0,239.0
2013-01-01,45.503,741.0,741.0
2013-02-01,4.574,74.0,74.0
2013-03-01,12.168,200.0,200.0
2013-04-01,13.11,211.0,211.0
2013-05-01,45.535,741.0,741.0
2013-06-01,34.58,564.0,564.0
2013-07-01,39.693,644.0,644.0
2013-08-01,12.362,200.0,200.0
2013-09-01,99.127,1613.0,1613.0
2013-10-01,61.145,992.0,992.0
