measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2020-12-01,8282.0,72608.0,72608.0
2021-01-01,479.367,4240.0,4240.0
2021-02-01,468.278,4141.0,4141.0
2021-03-01,768.203,6794.0,6794.0
2021-04-01,1032.254,9129.0,9129.0
2021-05-01,1040.257,9200.0,9200.0
2021-06-01,958.289,8475.0,8475.0
2021-07-01,1035.438,9157.0,9157.0
2021-08-01,943.722,8346.0,8346.0
2021-09-01,882.789,7807.0,7807.0
2021-10-01,724.822,6410.0,6410.0
2021-11-01,681.626,6028.0,6028.0
2021-12-01,497.955,4404.0,4404.0
2022-01-01,584.334,1994.0,1994.0
2022-02-01,652.023,2225.0,2225.0
2022-03-01,850.187,2901.0,2901.0
2022-04-01,1103.587,3765.0,3765.0
2022-05-01,1046.068,3569.0,3569.0
2022-06-01,1105.503,3772.0,3772.0
2022-07-01,984.232,3358.0,3358.0
2022-08-01,957.425,3267.0,3267.0
2022-09-01,896.372,3058.0,3058.0
2022-10-01,751.565,2564.0,2564.0
2022-11-01,586.921,2003.0,2003.0
2022-12-01,459.783,1569.0,1569.0
2023-01-01,575.0,1962.0,1962.0
2023-02-01,624.0,2129.0,2129.0
2023-03-01,841.0,2869.0,2869.0
2023-04-01,926.0,3160.0,3160.0
2023-05-01,1009.0,3443.0,3443.0
2023-06-01,1018.0,3473.0,3473.0
2023-07-01,1036.0,3535.0,3535.0
2023-08-01,963.0,3286.0,3286.0
2023-09-01,822.0,2805.0,2805.0
2023-10-01,766.0,2614.0,2614.0
2023-11-01,627.0,2139.0,2139.0
2023-12-01,530.0,1808.0,1808.0
2024-01-01,617.0,2105.0,2105.0
2024-02-01,702.0,2395.0,2395.0
2024-03-01,794.0,2709.0,2709.0
2024-04-01,898.0,3064.0,3064.0
2024-05-01,950.0,3241.0,3241.0
2024-06-01,1015.0,3463.0,3463.0
2024-07-01,888.0,3030.0,3030.0
2024-08-01,600.0,2047.0,2047.0
2024-09-01,780.0,2661.0,2661.0
2024-10-01,919.0,3136.0,3136.0
2024-11-01,577.0,1969.0,1969.0
2024-12-01,571.0,1948.0,1948.0
