measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2024-01-01,-237.0,0.0,0.0
2024-02-01,-361.0,0.0,0.0
2024-03-01,-330.0,0.0,0.0
2024-04-01,-308.0,0.0,0.0
2024-05-01,-394.0,0.0,0.0
2024-06-01,-429.0,0.0,0.0
2024-07-01,-414.0,0.0,0.0
2024-08-01,-448.0,0.0,0.0
2024-09-01,-420.0,0.0,0.0
2024-10-01,-415.0,0.0,0.0
2024-11-01,-381.0,0.0,0.0
2024-12-01,-376.0,0.0,0.0
