measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2005-09-01,-22.0,0.0,0.0,,,
2005-10-01,-24.0,0.0,0.0,,,
2005-11-01,-24.0,0.0,0.0,,,
2005-12-01,-30.0,0.0,0.0,,,
2006-01-01,-25.0,0.0,0.0,,,
2006-02-01,-24.0,0.0,0.0,,,
2006-03-01,-28.0,0.0,0.0,,,
2006-04-01,-22.0,0.0,0.0,,,
2006-05-01,-24.0,0.0,0.0,,,
2006-06-01,-20.0,0.0,0.0,,,
2006-07-01,829.0,11776.0,11776.0,,,
2006-08-01,-25.0,0.0,0.0,,,
2006-09-01,-21.0,0.0,0.0,,,
2006-10-01,-22.0,0.0,0.0,,,
2006-11-01,-23.0,0.0,0.0,,,
2006-12-01,-27.0,0.0,0.0,,,
2007-01-01,-26.0,0.0,0.0,,,
2007-02-01,-33.0,0.0,0.0,,,
2007-03-01,-31.0,0.0,0.0,,,
2007-04-01,-28.0,0.0,0.0,,,
2007-05-01,-27.0,0.0,0.0,,,
2007-06-01,-24.0,0.0,0.0,,,
2007-07-01,-27.0,0.0,0.0,,,
2007-08-01,-28.0,0.0,0.0,,,
2007-09-01,-22.0,0.0,0.0,,,
2007-10-01,-21.0,1162.0,1162.0,,,
2007-11-01,-21.0,0.0,0.0,,,
2007-12-01,-24.0,0.0,0.0,,,
2008-01-01,-27.0,0.0,0.0,,,
2008-02-01,-24.0,0.0,0.0,,,
2008-03-01,-24.0,0.0,0.0,,,
2008-04-01,251.0,4215.0,4215.0,,,
2008-05-01,-15.0,0.0,0.0,,,
2008-06-01,-18.0,0.0,0.0,,,
2008-07-01,197.0,3260.0,3260.0,0.0,0.0,0.0
2008-08-01,-14.0,0.0,0.0,,,
2008-09-01,-15.0,0.0,0.0,,,
2008-10-01,-16.0,0.0,0.0,,,
2008-11-01,-18.0,0.0,0.0,,,
2008-12-01,-22.0,0.0,0.0,,,
2009-01-01,-24.0,0.0,0.0,,,
2009-02-01,-23.0,0.0,0.0,,,
2009-03-01,-18.0,0.0,0.0,,,
2009-04-01,-16.0,0.0,0.0,,,
2009-05-01,-15.0,0.0,0.0,,,
2009-06-01,-16.0,0.0,0.0,,,
2009-07-01,-15.0,0.0,0.0,,,
2009-08-01,-14.0,0.0,0.0,,,
2009-09-01,-15.0,0.0,0.0,,,
2009-10-01,-15.0,0.0,0.0,,,
2009-11-01,-16.0,0.0,0.0,,,
2009-12-01,-21.0,0.0,0.0,,,
2010-01-01,-23.0,0.0,0.0,,,
2010-02-01,-19.0,0.0,0.0,,,
2010-03-01,-19.0,0.0,0.0,,,
2010-04-01,-18.0,0.0,0.0,,,
2010-05-01,-22.0,0.0,0.0,,,
2010-06-01,-20.0,0.0,0.0,,,
2010-07-01,151.0,1949.0,1949.0,,,
2010-08-01,-21.0,0.0,0.0,,,
2010-09-01,-20.0,0.0,0.0,,,
2010-10-01,-21.0,0.0,0.0,,,
2010-11-01,-20.0,0.0,0.0,,,
2010-12-01,-26.0,0.0,0.0,,,
2011-01-01,-26.0,0.0,0.0,,,
2011-02-01,-24.0,0.0,0.0,,,
2011-03-01,-22.0,0.0,0.0,,,
2011-04-01,-20.0,0.0,0.0,,,
2011-05-01,-21.0,0.0,0.0,,,
2011-06-01,-20.0,0.0,0.0,,,
2011-07-01,75.0,2375.0,2375.0,,,
2011-08-01,-20.0,0.0,0.0,,,
2011-09-01,-20.0,0.0,0.0,,,
2011-10-01,-22.0,0.0,0.0,,,
2011-11-01,-19.0,0.0,0.0,,,
2011-12-01,-24.0,0.0,0.0,,,
2012-01-01,-26.0,0.0,0.0,,,
2012-02-01,-23.0,0.0,0.0,,,
2012-03-01,-16.0,0.0,0.0,,,
2012-04-01,-19.0,0.0,0.0,,,
2012-05-01,-19.0,0.0,0.0,,,
2012-06-01,-20.0,0.0,0.0,,,
2012-07-01,233.0,3594.0,3594.0,,,
2012-08-01,-18.0,0.0,0.0,,,
2012-09-01,-19.0,0.0,0.0,,,
2012-10-01,-21.0,0.0,0.0,,,
2012-11-01,-23.0,0.0,0.0,,,
2012-12-01,-24.0,0.0,0.0,,,
2013-01-01,-25.0,0.0,0.0,,,
2013-02-01,97.0,2340.0,2340.0,,,
2013-03-01,-25.0,0.0,0.0,,,
2013-04-01,-21.0,0.0,0.0,,,
2013-05-01,-19.0,0.0,0.0,,,
2013-06-01,-18.0,0.0,0.0,,,
2013-07-01,-20.0,0.0,0.0,,,
2013-08-01,71.0,1489.0,1489.0,,,
2013-09-01,-20.0,0.0,0.0,,,
2013-10-01,-20.0,0.0,0.0,,,
2013-11-01,-8.0,0.0,0.0,,,
2013-12-01,0.0,0.0,0.0,,,
2014-01-01,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,,,
2014-03-01,-5.0,0.0,0.0,,,
2014-04-01,-20.0,0.0,0.0,,,
2014-05-01,-20.0,0.0,0.0,,,
2014-06-01,-22.0,0.0,0.0,,,
2014-07-01,84.0,794.0,794.0,,,
2014-08-01,-19.0,0.0,0.0,,,
2014-09-01,-19.0,0.0,0.0,,,
2014-10-01,-20.0,0.0,0.0,,,
2014-11-01,-24.0,0.0,0.0,,,
2014-12-01,-25.0,0.0,0.0,,,
2015-01-01,-26.0,0.0,0.0,,,
2015-02-01,-25.0,0.0,0.0,,,
2015-03-01,-22.0,0.0,0.0,,,
2015-04-01,-20.0,0.0,0.0,,,
2015-05-01,-19.0,0.0,0.0,,,
2015-06-01,-20.0,0.0,0.0,,,
2015-07-01,-19.0,0.0,0.0,,,
2015-08-01,33.0,1420.0,1420.0,,,
2015-09-01,-19.0,0.0,0.0,,,
2015-10-01,-20.0,0.0,0.0,,,
2015-11-01,-21.0,0.0,0.0,,,
2015-12-01,-22.0,0.0,0.0,,,
2016-01-01,-26.0,0.0,0.0,,,
2016-02-01,-19.0,0.0,0.0,,,
2016-03-01,-21.0,0.0,0.0,,,
2016-04-01,-20.0,0.0,0.0,,,
2016-05-01,-20.0,0.0,0.0,,,
2016-06-01,-23.0,0.0,0.0,,,
2016-07-01,60.0,1150.0,1150.0,,,
2016-08-01,25.0,1075.0,1075.0,,,
2016-09-01,-19.0,0.0,0.0,,,
2016-10-01,-21.0,0.0,0.0,,,
2016-11-01,-20.0,0.0,0.0,,,
2016-12-01,-23.0,0.0,0.0,,,
2017-01-01,-10.231,127.0,127.0,,,
2017-02-01,-8.183,92.0,92.0,,,
2017-03-01,-6.022,69.0,69.0,,,
2017-04-01,-13.853,155.0,155.0,,,
2017-05-01,-14.097,155.0,155.0,,,
2017-06-01,-13.135,144.0,144.0,,,
2017-07-01,-7.85,86.0,86.0,,,
2017-08-01,-7.864,86.0,86.0,,,
2017-09-01,-8.469,92.0,92.0,,,
2017-10-01,-13.991,155.0,155.0,,,
2017-11-01,-16.697,184.0,184.0,,,
2017-12-01,-12.608,138.0,138.0,,,
