measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,0.08600000000000001,0.0,0.0
2003-02-01,0.07200000000000001,0.0,0.0
2003-03-01,0.07400000000000001,0.0,0.0
2003-04-01,0.076,0.0,0.0
2003-05-01,0.082,0.0,0.0
2003-06-01,0.085,0.0,0.0
2003-07-01,0.095,0.0,0.0
2003-08-01,0.099,0.0,0.0
2003-09-01,0.084,0.0,0.0
2003-10-01,0.07200000000000001,0.0,0.0
2003-11-01,0.07,0.0,0.0
2003-12-01,0.08600000000000001,0.0,0.0
2004-01-01,1.141,11.0,11.0
2004-02-01,1.141,11.0,11.0
2004-03-01,1.141,11.0,11.0
2004-04-01,0.812,8.0,8.0
2004-05-01,1.065,10.0,10.0
2004-06-01,1.344,13.0,13.0
2004-07-01,1.725,17.0,17.0
2004-08-01,10.043000000000001,99.0,99.0
2004-09-01,1.209,12.0,12.0
2004-10-01,1.116,11.0,11.0
2004-11-01,1.302,13.0,13.0
2004-12-01,1.961,19.0,19.0
2006-01-01,1.405,14.0,14.0
2006-02-01,1.701,16.0,16.0
2006-03-01,1.4380000000000002,14.0,14.0
2006-04-01,1.107,11.0,11.0
2006-05-01,1.9560000000000002,19.0,19.0
2006-06-01,1.8410000000000002,18.0,18.0
2006-07-01,1.9440000000000002,19.0,19.0
2006-08-01,3.0580000000000003,29.0,29.0
2006-09-01,1.995,19.0,19.0
2006-10-01,1.064,10.0,10.0
2006-11-01,0.861,8.0,8.0
2006-12-01,1.63,16.0,16.0
2007-01-01,2.07,22.0,22.0
2007-02-01,2.322,22.0,22.0
2007-03-01,2.516,28.0,28.0
2007-04-01,2.507,28.0,28.0
2007-05-01,2.3080000000000003,22.0,22.0
2007-06-01,2.088,22.0,22.0
2007-07-01,1.689,17.0,17.0
2007-08-01,3.833,39.0,39.0
2007-09-01,1.641,17.0,17.0
2007-10-01,1.848,17.0,17.0
