measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,-23.0,0.0,0.0
2003-02-01,-52.0,0.0,0.0
2003-03-01,-27.0,0.0,0.0
2003-04-01,-15.0,0.0,0.0
2003-05-01,-13.0,0.0,0.0
2003-06-01,-7.0,0.0,0.0
2003-07-01,-8.0,0.0,0.0
2003-08-01,273.0,5204.0,5204.0
2003-09-01,-9.0,0.0,0.0
2003-10-01,-17.0,0.0,0.0
2003-11-01,-14.0,0.0,0.0
2003-12-01,-36.0,0.0,0.0
2004-01-01,-42.375,313.0,313.0
2004-02-01,-29.938000000000002,221.0,221.0
2004-03-01,-11.288,83.0,83.0
2004-04-01,-2.5780000000000003,19.0,19.0
2004-05-01,-6.436,48.0,48.0
2004-06-01,-25.623,190.0,190.0
2004-07-01,-6.33,47.0,47.0
2004-08-01,-4.107,30.0,30.0
2004-09-01,-4.192,31.0,31.0
2004-10-01,-2.646,20.0,20.0
2004-11-01,-6.644,49.0,49.0
2004-12-01,-9.844000000000001,73.0,73.0
2005-01-01,-10.261000000000001,261.86,261.86
2005-02-01,-3.525,89.97,89.97
2005-03-01,-3.907,99.71,99.71
2005-04-01,-4.7330000000000005,120.78,120.78
2005-05-01,-4.396,112.18,112.18
2005-06-01,-5.705,145.6,145.6
2005-07-01,-5.807,148.2,148.2
2005-08-01,-6.822,174.1,174.1
2005-09-01,-4.466,113.97,113.97
2005-10-01,-4.9590000000000005,126.56,126.56
2005-11-01,-3.987,101.74,101.74
2005-12-01,-8.43,215.14,215.14
2006-01-01,33.377,837.0,837.0
2006-02-01,17.465,438.0,438.0
2006-03-01,14.671000000000001,368.0,368.0
2006-04-01,28.103,705.0,705.0
2006-05-01,26.269000000000002,659.0,659.0
2006-06-01,23.877000000000002,599.0,599.0
2006-07-01,34.586,867.0,867.0
2006-08-01,33.548,841.0,841.0
2006-09-01,15.412,387.0,387.0
2006-10-01,16.281000000000002,408.0,408.0
2006-11-01,19.171,481.0,481.0
2006-12-01,21.242,533.0,533.0
2007-01-01,1.724,336.0,336.0
2007-02-01,1.963,383.0,383.0
2007-03-01,1.6360000000000001,319.0,319.0
2007-04-01,1.735,336.0,336.0
2007-05-01,1.7870000000000001,348.0,348.0
2007-06-01,2.101,406.0,406.0
2007-07-01,1.643,319.0,319.0
2007-08-01,1.314,255.0,255.0
2007-09-01,1.245,243.0,243.0
2007-10-01,1.7890000000000001,348.0,348.0
2007-11-01,1.469,284.0,284.0
2007-12-01,2.595,504.0,504.0
2008-01-01,-14.801,35.0,35.0
2008-02-01,-8.934000000000001,23.0,23.0
2008-03-01,-14.306000000000001,41.0,41.0
2008-04-01,-10.620000000000001,29.0,29.0
2008-05-01,-10.017000000000001,29.0,29.0
2008-06-01,-17.124000000000002,46.0,46.0
2008-07-01,-13.931000000000001,35.0,35.0
2008-08-01,-14.46,41.0,41.0
2008-09-01,-11.777000000000001,29.0,29.0
2008-10-01,-12.846,35.0,35.0
2008-11-01,-11.09,29.0,29.0
2008-12-01,-17.094,46.0,46.0
2009-01-01,-16.681,0.0,0.0
2009-02-01,-14.764000000000001,0.0,0.0
2009-03-01,-13.604000000000001,0.0,0.0
2009-04-01,-11.043000000000001,0.0,0.0
2009-05-01,-23.67,0.0,0.0
2009-06-01,-18.149,0.0,0.0
2009-07-01,-11.788,0.0,0.0
2009-08-01,-13.1,0.0,0.0
2009-09-01,-12.459000000000001,0.0,0.0
2009-10-01,-11.954,0.0,0.0
2009-11-01,-12.366000000000001,0.0,0.0
2009-12-01,-16.422,0.0,0.0
2010-01-01,-7.884,52.0,52.0
2010-02-01,-5.078,41.0,41.0
2010-03-01,-6.525,52.0,52.0
2010-04-01,-4.9,35.0,35.0
2010-05-01,-10.354000000000001,81.0,81.0
2010-06-01,-8.555,64.0,64.0
2010-07-01,-7.2090000000000005,52.0,52.0
2010-08-01,-7.432,58.0,58.0
2010-09-01,-6.067,46.0,46.0
2010-10-01,-3.7630000000000003,29.0,29.0
2010-11-01,-4.989,41.0,41.0
2010-12-01,-7.244000000000001,58.0,58.0
2011-01-01,4.53,106.0,106.0
2011-02-01,2.68,61.0,61.0
2011-03-01,2.461,56.0,56.0
2011-04-01,3.039,73.0,73.0
2011-05-01,3.035,73.0,73.0
2011-06-01,3.898,95.0,95.0
2011-07-01,2.508,61.0,61.0
2011-08-01,2.434,56.0,56.0
2011-09-01,1.466,33.0,33.0
2011-10-01,1.895,45.0,45.0
2011-11-01,3.224,78.0,78.0
2011-12-01,2.83,67.0,67.0
2012-01-01,6.547,203.0,203.0
2012-02-01,2.585,81.0,81.0
2012-03-01,2.813,87.0,87.0
2012-04-01,2.434,75.0,75.0
2012-05-01,2.384,75.0,75.0
2012-06-01,3.76,116.0,116.0
2012-07-01,4.851,151.0,151.0
2012-08-01,3.736,116.0,116.0
2012-09-01,2.882,87.0,87.0
2012-10-01,3.654,110.0,110.0
2012-11-01,4.097,128.0,128.0
2012-12-01,5.257,162.0,162.0
2013-01-01,7.234,145.0,145.0
2013-02-01,7.019,151.0,151.0
2013-03-01,6.961,145.0,145.0
2013-04-01,4.564,99.0,99.0
2013-05-01,9.642,203.0,203.0
2013-06-01,8.23,174.0,174.0
2013-07-01,11.821,249.0,249.0
2013-08-01,6.049,128.0,128.0
2013-09-01,8.098,174.0,174.0
2013-10-01,5.18,110.0,110.0
2013-11-01,7.016,151.0,151.0
