measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,18480.0,210981.0,210981.0,0.0,0.0,0.0,,,,13263.0,151424.0,151424.0,,,,,,
2003-02-01,1852.0,22750.0,22750.0,,,,,,,9973.0,122541.0,122541.0,0.0,0.0,0.0,,,
2003-03-01,1274.0,17061.0,17061.0,,,,,,,4601.0,61625.0,61625.0,0.0,0.0,0.0,,,
2003-04-01,1723.0,21645.0,21645.0,0.0,0.0,0.0,,,,86.0,1076.0,1076.0,,,,,,
2003-05-01,0.0,0.0,0.0,,,,,,,8617.0,107956.0,107956.0,0.0,0.0,0.0,,,
2003-06-01,0.0,0.0,0.0,,,,,,,3565.0,47208.0,47208.0,0.0,0.0,0.0,,,
2003-07-01,68.0,873.0,873.0,,,,,,,7537.0,96387.0,96387.0,0.0,0.0,0.0,,,
2003-08-01,14.0,180.0,180.0,,,,,,,6911.0,88513.0,88513.0,0.0,0.0,0.0,,,
2003-09-01,43.0,553.0,553.0,,,,,,,5245.0,67555.0,67555.0,0.0,0.0,0.0,,,
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-292.0,0.0,0.0,,,,,,
2003-11-01,0.0,0.0,0.0,,,,,,,-297.0,0.0,0.0,0.0,0.0,0.0,,,
2003-12-01,159.0,2135.0,2135.0,,,,,,,3609.0,48559.0,48559.0,0.0,0.0,0.0,,,
2004-01-01,22.0,262.0,262.0,0.0,0.0,0.0,,,,9580.0,116057.0,116057.0,0.0,0.0,0.0,,,
2004-02-01,15.0,227.0,227.0,0.0,0.0,0.0,,,,1099.0,16942.0,16942.0,0.0,0.0,0.0,,,
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-298.0,0.0,0.0,0.0,0.0,0.0,,,
2004-04-01,134.0,1716.0,1716.0,0.0,0.0,0.0,,,,7538.0,96575.0,96575.0,0.0,0.0,0.0,,,
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12389.0,155203.0,155203.0,0.0,0.0,0.0,,,
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16046.0,199036.0,199036.0,0.0,0.0,0.0,,,
2004-07-01,146.0,1163.0,1163.0,0.0,0.0,0.0,,,,9305.0,118746.0,118746.0,0.0,0.0,0.0,,,
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4300.0,57221.0,57221.0,0.0,0.0,0.0,,,
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,11793.0,148640.0,148640.0,0.0,0.0,0.0,,,
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-136.0,1937.0,1937.0,0.0,0.0,0.0,,,
2004-11-01,54.0,710.0,710.0,0.0,0.0,0.0,,,,4632.0,60875.0,60875.0,0.0,0.0,0.0,,,
2004-12-01,13.0,192.0,192.0,0.0,0.0,0.0,,,,1721.0,25677.0,25677.0,0.0,0.0,0.0,,,
2005-01-01,,,,,,,7640.0,93298.86,93298.86,,,,,,,7952.0,97108.86,97108.86
2005-02-01,,,,,,,0.0,0.0,0.0,,,,,,,415.0,9199.96,9199.96
2005-03-01,,,,,,,0.0,0.0,0.0,,,,,,,3205.0,42737.04,42737.04
2005-04-01,,,,,,,0.0,0.0,0.0,,,,,,,4395.0,58657.47,58657.47
2005-05-01,,,,,,,0.0,0.0,0.0,,,,,,,9401.0,118011.45,118011.45
2005-06-01,,,,,,,0.0,0.0,0.0,,,,,,,3398.0,46119.54,46119.54
2005-07-01,,,,,,,0.0,0.0,0.0,,,,,,,26087.0,324271.97,324271.97
2005-08-01,,,,,,,0.0,0.0,0.0,,,,,,,5098.0,67653.55,67653.55
2005-09-01,,,,,,,0.0,0.0,0.0,,,,,,,11324.0,142110.61,142110.61
2005-10-01,,,,,,,0.0,0.0,0.0,,,,,,,3821.0,50572.43,50572.43
2005-11-01,,,,,,,669.0,8545.17,8545.17,,,,,,,7819.0,99949.77,99949.77
2005-12-01,,,,,,,81.0,5805.37,5805.37,,,,,,,14.0,551.25,551.25
2006-01-01,,,,,,,0.0,0.0,0.0,,,,,,,2711.0,38111.0,38111.0
2006-02-01,,,,,,,0.0,0.0,0.0,,,,,,,3133.0,42357.0,42357.0
2006-03-01,,,,,,,0.0,0.0,0.0,,,,,,,4016.0,52335.0,52335.0
2006-04-01,,,,,,,0.0,0.0,0.0,,,,,,,902.0,15210.0,15210.0
2006-05-01,,,,,,,0.0,0.0,0.0,,,,,,,4246.0,56450.0,56450.0
2006-06-01,,,,,,,0.0,0.0,0.0,,,,,,,2190.0,30463.0,30463.0
2006-07-01,,,,,,,0.0,0.0,0.0,,,,,,,12742.0,160166.0,160166.0
2006-08-01,,,,,,,0.0,0.0,0.0,,,,,,,27952.0,345694.0,345694.0
2006-09-01,,,,,,,0.0,0.0,0.0,,,,,,,8739.0,110601.0,110601.0
2006-10-01,,,,,,,0.0,0.0,0.0,,,,,,,12915.0,160229.0,160229.0
2006-11-01,,,,,,,0.0,0.0,0.0,,,,,,,2403.0,32817.0,32817.0
2006-12-01,,,,,,,0.0,0.0,0.0,,,,,,,3884.0,51222.0,51222.0
2007-01-01,,,,,,,1247.886,15619.0,15619.0,,,,,,,6998.1140000000005,87589.0,87589.0
2007-02-01,,,,,,,0.0,0.0,0.0,,,,,,,1513.0,22486.0,22486.0
2007-03-01,,,,,,,0.0,0.0,0.0,,,,,,,3913.0,52464.0,52464.0
2007-04-01,,,,,,,0.0,0.0,0.0,,,,,,,3813.0,50454.0,50454.0
2007-05-01,,,,,,,0.0,0.0,0.0,,,,,,,6289.0,81118.0,81118.0
2007-06-01,,,,,,,0.0,0.0,0.0,,,,,,,19020.0,236874.0,236874.0
2007-07-01,,,,,,,0.0,0.0,0.0,,,,,,,14861.0,187206.0,187206.0
2007-08-01,,,,,,,0.0,0.0,0.0,,,,,,,92360.0,1129328.0,1129328.0
2007-09-01,,,,,,,0.0,0.0,0.0,,,,,,,29562.0,364867.0,364867.0
2007-10-01,,,,,,,0.0,0.0,0.0,,,,,,,32031.0,392914.0,392914.0
2007-11-01,,,,,,,0.0,0.0,0.0,,,,,,,17435.0,213574.0,213574.0
2007-12-01,,,,,,,0.0,0.0,0.0,,,,,,,20943.0,254491.0,254491.0
2008-01-01,,,,,,,3740.405,45815.0,45815.0,,,,,,,17960.595,219992.0,219992.0
2008-02-01,,,,,,,0.0,0.0,0.0,,,,,,,11635.0,142944.0,142944.0
2008-03-01,,,,,,,0.0,0.0,0.0,,,,,,,10349.0,129423.0,129423.0
2008-04-01,,,,,,,0.0,0.0,0.0,,,,,,,7069.0,90077.0,90077.0
2008-05-01,,,,,,,0.0,0.0,0.0,,,,,,,-63.0,2581.0,2581.0
2008-06-01,,,,,,,0.0,0.0,0.0,,,,,,,18476.0,231884.0,231884.0
2008-07-01,,,,,,,0.0,0.0,0.0,,,,,,,5923.0,87778.0,87778.0
2008-08-01,,,,,,,0.0,0.0,0.0,,,,,,,17144.0,232414.0,232414.0
2008-09-01,,,,,,,0.0,0.0,0.0,,,,,,,11350.0,142868.0,142868.0
2008-10-01,,,,,,,96.27300000000001,1233.0,1233.0,,,,,,,5923.727,75880.0,75880.0
2008-11-01,,,,,,,0.0,0.0,0.0,,,,,,,8766.0,108958.0,108958.0
2008-12-01,,,,,,,0.0,0.0,0.0,,,,,,,4915.0,62379.0,62379.0
2009-01-01,,,,,,,52.293,657.0,657.0,,,,,,,7067.707,88841.0,88841.0
2009-02-01,,,,,,,3822.085,46664.0,46664.0,,,,,,,7458.915,91066.0,91066.0
2009-03-01,,,,,,,0.0,0.0,0.0,,,,,,,6147.0,54085.0,54085.0
2009-04-01,,,,,,,0.0,0.0,0.0,,,,,,,3698.0,48977.0,48977.0
2009-05-01,,,,,,,0.0,0.0,0.0,,,,,,,5803.0,73831.0,73831.0
2009-06-01,,,,,,,0.0,0.0,0.0,,,,,,,51387.0,628511.0,628511.0
2009-07-01,,,,,,,0.0,0.0,0.0,,,,,,,24067.0,297639.0,297639.0
2009-08-01,,,,,,,0.0,0.0,0.0,,,,,,,36544.0,452727.0,452727.0
2009-09-01,,,,,,,0.0,0.0,0.0,,,,,,,12897.0,161946.0,161946.0
2009-10-01,,,,,,,0.0,0.0,0.0,,,,,,,17474.0,214817.0,214817.0
2009-11-01,,,,,,,26.435,361.0,361.0,,,,,,,2408.565,32860.0,32860.0
2009-12-01,,,,,,,34.853,425.0,425.0,,,,,,,16155.147,196832.0,196832.0
2010-01-01,,,,,,,1328.788,15979.0,15979.0,,,,,,,34164.212,410841.0,410841.0
2010-02-01,,,,,,,0.0,0.0,0.0,,,,,,,17673.0,213750.0,213750.0
2010-03-01,,,,,,,0.0,0.0,0.0,,,,,,,18104.0,219949.0,219949.0
2010-04-01,,,,,,,0.0,0.0,0.0,,,,,,,8646.0,109440.0,109440.0
2010-05-01,,,,,,,0.0,0.0,0.0,,,,,,,13132.0,165080.0,165080.0
2010-06-01,,,,,,,0.0,0.0,0.0,,,,,,,21609.0,268506.0,268506.0
2010-07-01,,,,,,,0.0,0.0,0.0,,,,,,,57652.0,706427.0,706427.0
2010-08-01,,,,,,,0.0,0.0,0.0,,,,,,,53325.0,655197.0,655197.0
2010-09-01,,,,,,,0.0,0.0,0.0,,,,,,,25817.0,318406.0,318406.0
2010-10-01,,,,,,,0.0,0.0,0.0,,,,,,,5906.0,76655.0,76655.0
2010-11-01,,,,,,,191.12,2850.0,2850.0,,,,,,,1361.88,20311.0,20311.0
2010-12-01,,,,,,,1346.334,16270.0,16270.0,,,,,,,24014.666,290212.0,290212.0
2011-01-01,,,,,,,65.197,809.0,809.0,,,,,,,9328.803,115694.0,115694.0
2011-02-01,,,,,,,0.0,0.0,0.0,,,,,,,-289.0,156.0,156.0
2011-03-01,,,,,,,0.0,0.0,0.0,,,,,,,66.0,4479.0,4479.0
2011-04-01,,,,,,,0.0,0.0,0.0,,,,,,,5427.0,69693.0,69693.0
2011-05-01,,,,,,,65.103,803.0,803.0,,,,,,,23832.897,293869.0,293869.0
2011-06-01,,,,,,,0.0,0.0,0.0,,,,,,,20423.0,254094.0,254094.0
2011-07-01,,,,,,,0.0,0.0,0.0,,,,,,,18418.0,230394.0,230394.0
2011-08-01,,,,,,,0.0,0.0,0.0,,,,,,,57518.0,707984.0,707984.0
2011-09-01,,,,,,,35.82,436.0,436.0,,,,,,,14169.18,172577.0,172577.0
2011-10-01,,,,,,,0.0,0.0,0.0,,,,,,,6814.0,82360.0,82360.0
2011-11-01,,,,,,,48.05,657.0,657.0,,,,,,,15275.95,208973.0,208973.0
2011-12-01,,,,,,,329.201,3525.0,3525.0,,,,,,,19075.799,204264.0,204264.0
2012-01-01,,,,,,,0.0,0.0,0.0,,,,,,,8889.0,105384.0,105384.0
2012-02-01,,,,,,,0.0,0.0,0.0,,,,,,,9559.0,112569.0,112569.0
2012-03-01,,,,,,,0.0,0.0,0.0,,,,,,,33426.0,402564.0,402564.0
2012-04-01,,,,,,,0.0,0.0,0.0,,,,,,,28326.0,341606.0,341606.0
2012-05-01,,,,,,,0.0,0.0,0.0,,,,,,,27769.0,337433.0,337433.0
2012-06-01,,,,,,,0.0,0.0,0.0,,,,,,,62198.0,753830.0,753830.0
2012-07-01,,,,,,,0.0,0.0,0.0,,,,,,,98244.0,1195493.0,1195493.0
2012-08-01,,,,,,,0.0,0.0,0.0,,,,,,,35967.0,436978.0,436978.0
2012-09-01,,,,,,,0.0,0.0,0.0,,,,,,,22018.0,267264.0,267264.0
2012-10-01,,,,,,,0.0,0.0,0.0,,,,,,,15874.0,192284.0,192284.0
2012-11-01,,,,,,,313.47,3740.0,3740.0,,,,,,,22265.53,265673.0,265673.0
2012-12-01,,,,,,,192.264,2304.0,2304.0,,,,,,,7032.736,84260.0,84260.0
2013-01-01,,,,,,,0.0,0.0,0.0,,,,,,,3839.0,45778.0,45778.0
2013-02-01,,,,,,,0.0,0.0,0.0,,,,,,,7454.0,88760.0,88760.0
2013-03-01,,,,,,,0.0,0.0,0.0,,,,,,,23818.0,281518.0,281518.0
2013-04-01,,,,,,,0.0,0.0,0.0,,,,,,,24656.0,296527.0,296527.0
2013-05-01,,,,,,,12.887,157.0,157.0,,,,,,,8404.113,102421.0,102421.0
2013-06-01,,,,,,,0.0,0.0,0.0,,,,,,,8983.0,109270.0,109270.0
2013-07-01,,,,,,,0.0,0.0,0.0,,,,,,,3623.0,43775.0,43775.0
2013-08-01,,,,,,,0.0,0.0,0.0,,,,,,,9670.0,117379.0,117379.0
2013-09-01,,,,,,,0.0,0.0,0.0,,,,,,,12360.0,150055.0,150055.0
2013-10-01,,,,,,,293.488,3554.0,3554.0,,,,,,,10742.512,130094.0,130094.0
2013-11-01,,,,,,,25.035,297.0,297.0,,,,,,,4243.965,50291.0,50291.0
2013-12-01,,,,,,,0.0,0.0,0.0,,,,,,,9551.0,114133.0,114133.0
2014-01-01,,,,,,,16860.176,196533.0,196533.0,,,,,,,21875.824,254999.0,254999.0
2014-02-01,,,,,,,0.0,0.0,0.0,,,,,,,3525.0,41764.0,41764.0
2014-03-01,,,,,,,0.0,0.0,0.0,,,,,,,1588.0,18846.0,18846.0
2014-04-01,,,,,,,0.0,0.0,0.0,,,,,,,10399.0,125166.0,125166.0
2014-05-01,,,,,,,0.0,0.0,0.0,,,,,,,6832.0,82910.0,82910.0
2014-06-01,,,,,,,0.0,0.0,0.0,,,,,,,29128.0,354537.0,354537.0
2014-07-01,,,,,,,0.0,0.0,0.0,,,,,,,53235.0,646144.0,646144.0
2014-08-01,,,,,,,0.0,0.0,0.0,,,,,,,44026.0,537133.0,537133.0
2014-09-01,,,,,,,0.0,0.0,0.0,,,,,,,38173.0,463727.0,463727.0
2014-10-01,,,,,,,270.74,3281.0,3281.0,,,,,,,57909.26,701735.0,701735.0
2014-11-01,,,,,,,34.103,407.0,407.0,,,,,,,27736.897,331176.0,331176.0
2014-12-01,,,,,,,0.0,0.0,0.0,,,,,,,26979.0,318900.0,318900.0
2015-01-01,,,,,,,3491.88,41213.0,41213.0,,,,,,,17324.12,204471.0,204471.0
2015-02-01,,,,,,,1569.895,18585.0,18585.0,,,,,,,13508.105,159917.0,159917.0
2015-03-01,,,,,,,68.546,832.0,832.0,,,,,,,28012.454,339940.0,339940.0
2015-04-01,,,,,,,0.0,0.0,0.0,,,,,,,23146.0,276964.0,276964.0
2015-05-01,,,,,,,0.0,0.0,0.0,,,,,,,58939.0,710060.0,710060.0
2015-06-01,,,,,,,0.0,0.0,0.0,,,,,,,55779.0,677700.0,677700.0
2015-07-01,,,,,,,0.0,0.0,0.0,,,,,,,90364.0,1101035.0,1101035.0
2015-08-01,,,,,,,39.311,477.0,477.0,,,,,,,59721.689,724657.0,724657.0
2015-09-01,,,,,,,61.309,745.0,745.0,,,,,,,45282.691,549942.0,549942.0
2015-10-01,,,,,,,2.909,35.0,35.0,,,,,,,55723.091,668596.0,668596.0
