measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2013-01-01,3034.504,26189.0,26189.0
2013-02-01,2795.269,24124.0,24124.0
2013-03-01,2695.864,23267.0,23267.0
2013-04-01,2319.807,20021.0,20021.0
2013-05-01,2449.893,21144.0,21144.0
2013-06-01,2898.397,25015.0,25015.0
2013-07-01,3677.74,31741.0,31741.0
2013-08-01,3750.788,32371.0,32371.0
2013-09-01,3741.413,32291.0,32291.0
2013-10-01,3246.348,28017.0,28017.0
2013-11-01,3202.1,27636.0,27636.0
2013-12-01,3728.877,32182.0,32182.0
2014-01-01,6135.204,53196.0,53196.0
2014-02-01,5729.218,49677.0,49677.0
2014-03-01,4971.702,43109.0,43109.0
2014-04-01,4727.411,40990.0,40990.0
2014-05-01,4766.829,41332.0,41332.0
2014-06-01,4699.261,40747.0,40747.0
2014-07-01,6648.895,57652.0,57652.0
2014-08-01,6863.319,59511.0,59511.0
2014-09-01,7179.169,62250.0,62250.0
2014-10-01,7082.174,61409.0,61409.0
2014-11-01,5118.287,44380.0,44380.0
2014-12-01,5567.531,48275.0,48275.0
2015-01-01,6097.277,52762.0,52762.0
2015-02-01,4514.856,39066.0,39066.0
2015-03-01,5289.285,45767.0,45767.0
2015-04-01,5075.699,43919.0,43919.0
2015-05-01,4955.214,42877.0,42877.0
2015-06-01,6967.889,60292.0,60292.0
2015-07-01,7858.896,68001.0,68001.0
2015-08-01,8289.686,71729.0,71729.0
2015-09-01,8232.413,71234.0,71234.0
2015-10-01,7930.273,68619.0,68619.0
2015-11-01,5847.177,50594.0,50594.0
2015-12-01,6254.335,54118.0,54118.0
2016-01-01,6568.485,57522.0,57522.0
2016-02-01,5212.924,45648.0,45648.0
2016-03-01,4054.255,35502.0,35502.0
2016-04-01,3877.191,33952.0,33952.0
2016-05-01,4185.221,36649.0,36649.0
2016-06-01,6367.098,55755.0,55755.0
2016-07-01,7510.089,65765.0,65765.0
2016-08-01,8306.434,72738.0,72738.0
2016-09-01,6876.435,60216.0,60216.0
2016-10-01,6783.099,59399.0,59399.0
2016-11-01,5215.625,45672.0,45672.0
2016-12-01,5906.144,51719.0,51719.0
2017-01-01,6467.806,57204.0,57204.0
2017-02-01,4936.744,43663.0,43663.0
2017-03-01,4088.291,36158.0,36158.0
2017-04-01,3652.081,32301.0,32301.0
2017-05-01,4530.752,40072.0,40072.0
2017-06-01,5960.886,52720.0,52720.0
2017-07-01,8128.691,71894.0,71894.0
2017-08-01,9176.157,81158.0,81158.0
2017-09-01,7550.266,66777.0,66777.0
2017-10-01,7150.609,63243.0,63243.0
2017-11-01,6214.43,54963.0,54963.0
2017-12-01,6588.287,58269.0,58269.0
2018-01-01,4286.907,39653.0,39653.0
2018-02-01,3764.001,34814.0,34814.0
2018-03-01,3914.697,36209.0,36209.0
2018-04-01,2946.138,27250.0,27250.0
2018-05-01,2689.407,24876.0,24876.0
2018-06-01,3678.996,34028.0,34028.0
2018-07-01,6419.829,59379.0,59379.0
2018-08-01,5938.915,54931.0,54931.0
2018-09-01,4779.648,44208.0,44208.0
2018-10-01,5342.559,49416.0,49416.0
2018-11-01,4776.04,44175.0,44175.0
2018-12-01,4811.863,44507.0,44507.0
2019-01-01,4588.509,39643.0,39643.0
2019-02-01,4254.52,36759.0,36759.0
2019-03-01,3710.147,32056.0,32056.0
2019-04-01,2603.401,22494.0,22494.0
2019-05-01,2243.387,19383.0,19383.0
2019-06-01,2999.811,25918.0,25918.0
2019-07-01,4728.915,40858.0,40858.0
2019-08-01,5554.676,47992.0,47992.0
2019-09-01,4887.703,42230.0,42230.0
2019-10-01,5006.063,43253.0,43253.0
2019-11-01,4909.642,42419.0,42419.0
2019-12-01,5092.226,43997.0,43997.0
2020-01-01,5420.608,46903.0,46903.0
2020-02-01,4786.911,41419.0,41419.0
2020-03-01,5313.791,45978.0,45978.0
2020-04-01,3757.915,32516.0,32516.0
2020-05-01,3533.459,30574.0,30574.0
2020-06-01,4970.553,43008.0,43008.0
2020-07-01,6953.278,60164.0,60164.0
2020-08-01,8646.887,74818.0,74818.0
2020-09-01,7530.091,65155.0,65155.0
2020-10-01,7820.188,67666.0,67666.0
2020-11-01,6246.488,54049.0,54049.0
2020-12-01,6923.831,59909.0,59909.0
