measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,917.0,9391.0,9391.0
2003-02-01,1549.0,15863.31,15863.31
2003-03-01,807.0,8264.49,8264.49
2003-04-01,2968.0,30395.29,30395.29
2003-05-01,2180.0,22325.38,22325.38
2003-06-01,8860.0,90735.26,90735.26
2003-07-01,5149.0,52730.91,52730.91
2003-08-01,4180.0,42807.38,42807.38
2003-09-01,3327.0,34071.81,34071.81
2003-10-01,1581.0,16191.02,16191.02
2003-11-01,314.0,3215.67,3215.67
2003-12-01,454.0,4649.41,4649.41
2004-01-01,618.643,6200.04,6200.04
2004-02-01,983.3860000000001,9855.49,9855.49
2004-03-01,7628.822,76456.05,76456.05
2004-04-01,1068.414,10707.65,10707.65
2004-05-01,5771.236,57839.33,57839.33
2004-06-01,7932.8150000000005,79502.67,79502.67
2004-07-01,5594.786,56070.95,56070.95
2004-08-01,4410.909000000001,44206.13,44206.13
2004-09-01,3000.37,30069.71,30069.71
2004-10-01,1369.209,13722.21,13722.21
2004-11-01,7789.76,78068.97,78068.97
2004-12-01,11937.65,119639.13,119639.13
2005-01-01,6601.662,66010.02,66010.02
2005-02-01,5707.779,57072.09,57072.09
2005-03-01,6252.634,62520.09,62520.09
2005-04-01,5972.545,59719.47,59719.47
2005-05-01,5402.697,54021.56,54021.56
2005-06-01,6085.628000000001,60850.19,60850.19
2005-07-01,6532.169,65315.16,65315.16
2005-08-01,5527.033,55264.8,55264.8
2005-09-01,4573.314,45728.57,45728.57
2005-10-01,3903.25,39028.6,39028.6
2005-11-01,4177.253000000001,41768.36,41768.36
2005-12-01,5113.036,51125.25,51125.25
2006-01-01,2698.8540000000003,26770.0,26770.0
2006-02-01,2433.569,24139.0,24139.0
2006-03-01,2144.0080000000003,21266.0,21266.0
2006-04-01,2333.683,23148.0,23148.0
2006-05-01,2759.1890000000003,27368.0,27368.0
2006-06-01,2711.083,26891.0,26891.0
2006-07-01,2842.942,28199.0,28199.0
2006-08-01,2822.398,27995.0,27995.0
2006-09-01,1832.07,18172.0,18172.0
2006-10-01,1615.1,16020.0,16020.0
2006-11-01,1891.815,18765.0,18765.0
2006-12-01,2003.289,19871.0,19871.0
2007-01-01,3439.0,33991.0,33991.0
2007-02-01,3663.59,36211.0,36211.0
2007-03-01,432.086,4271.0,4271.0
2007-04-01,504.71,4989.0,4989.0
2007-05-01,2524.485,24952.0,24952.0
2007-06-01,5141.492,50819.0,50819.0
2007-07-01,9010.623,89061.0,89061.0
2007-08-01,6386.982,63129.0,63129.0
2007-09-01,5412.939,53501.0,53501.0
