measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2020-11-01,-22.108,0.0,0.0
2020-12-01,-20.892,0.0,0.0
2024-01-01,-41.0,0.0,0.0
2024-02-01,-49.0,0.0,0.0
2024-03-01,-57.0,0.0,0.0
2024-04-01,-50.0,0.0,0.0
2024-05-01,-47.0,0.0,0.0
2024-06-01,-44.0,0.0,0.0
2024-07-01,-51.0,0.0,0.0
2024-08-01,-43.0,0.0,0.0
2024-09-01,-37.0,0.0,0.0
2024-10-01,-36.0,0.0,0.0
2024-11-01,-33.0,0.0,0.0
2024-12-01,-42.0,0.0,0.0
