measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,6.144,111.0,111.0,6.538,104.0,104.0
2003-02-01,5.476,99.0,99.0,5.827,93.0,93.0
2003-03-01,5.473,98.0,98.0,5.823,93.0,93.0
2003-04-01,5.782,104.0,104.0,6.152,98.0,98.0
2003-05-01,6.3020000000000005,113.0,113.0,6.706,107.0,107.0
2003-06-01,7.048,127.0,127.0,7.5,120.0,120.0
2003-07-01,9.189,165.0,165.0,9.778,156.0,156.0
2003-08-01,9.31,168.0,168.0,9.907,158.0,158.0
2003-09-01,6.192,111.0,111.0,6.589,105.0,105.0
2003-10-01,5.931,107.0,107.0,6.311,101.0,101.0
2003-11-01,4.872,88.0,88.0,5.185,83.0,83.0
2003-12-01,6.282,113.0,113.0,6.685,107.0,107.0
2004-01-01,0.0,0.0,0.0,41.417,1127.0,1127.0
2004-02-01,0.541,15.0,15.0,41.417,1127.0,1127.0
2004-03-01,0.541,15.0,15.0,41.417,1127.0,1127.0
2004-04-01,0.0,0.0,0.0,41.417,1127.0,1127.0
2004-05-01,0.649,18.0,18.0,41.417,1127.0,1127.0
2004-06-01,0.433,12.0,12.0,41.417,1127.0,1127.0
2004-07-01,43.365,1174.0,1174.0,41.417,1127.0,1127.0
2004-08-01,0.541,15.0,15.0,41.417,1127.0,1127.0
2004-09-01,2.4690000000000003,67.0,67.0,41.417,1127.0,1127.0
2004-10-01,1.298,35.0,35.0,41.417,1127.0,1127.0
2004-11-01,0.757,20.0,20.0,41.417,1127.0,1127.0
2004-12-01,1.4060000000000001,38.0,38.0,41.417,1127.0,1127.0
2005-01-01,0.781,16.96,16.96,58.143,1020.83,1020.83
2005-02-01,0.397,8.61,8.61,48.267,847.43,847.43
2005-03-01,0.48,10.42,10.42,59.775,1049.48,1049.48
2005-04-01,0.5,10.86,10.86,58.897000000000006,1034.06,1034.06
2005-05-01,0.5890000000000001,12.79,12.79,69.43,1218.99,1218.99
2005-06-01,0.534,11.58,11.58,87.622,1538.4,1538.4
2005-07-01,0.8540000000000001,18.54,18.54,109.81700000000001,1928.07,1928.07
2005-08-01,0.9460000000000001,20.52,20.52,113.75800000000001,1997.27,1997.27
2005-09-01,0.9390000000000001,20.38,20.38,86.563,1519.8,1519.8
2005-10-01,0.56,12.16,12.16,69.153,1214.13,1214.13
2005-11-01,0.447,9.69,9.69,58.999,1035.86,1035.86
2005-12-01,0.9730000000000001,21.11,21.11,57.577000000000005,1010.89,1010.89
2006-01-01,63.262,329.0,329.0,188.616,1955.0,1955.0
2006-02-01,62.602000000000004,325.0,325.0,223.776,2320.0,2320.0
2006-03-01,54.889,285.0,285.0,255.23700000000002,2646.0,2646.0
2006-04-01,72.408,376.0,376.0,285.488,2960.0,2960.0
2006-05-01,65.43900000000001,340.0,340.0,330.666,3428.0,3428.0
2006-06-01,78.262,407.0,407.0,421.35900000000004,4368.0,4368.0
2006-07-01,75.92,394.0,394.0,529.74,5492.0,5492.0
2006-08-01,81.706,424.0,424.0,536.421,5561.0,5561.0
2006-09-01,58.044000000000004,302.0,302.0,364.982,3784.0,3784.0
2006-10-01,74.71,388.0,388.0,330.459,3426.0,3426.0
2006-11-01,65.21,339.0,339.0,245.417,2544.0,2544.0
2006-12-01,72.547,377.0,377.0,255.841,2652.0,2652.0
2007-01-01,-4.593,30.0,30.0,-12.493,79.0,79.0
2007-02-01,-4.102,24.0,24.0,-11.565,73.0,73.0
2007-03-01,-41.841,264.0,264.0,-9.804,62.0,62.0
2007-04-01,-14.953000000000001,96.0,96.0,-13.483,85.0,85.0
2007-05-01,-1.387,6.0,6.0,-13.643,86.0,86.0
2007-06-01,-3.008,18.0,18.0,-15.304,96.0,96.0
2007-07-01,-0.604,6.0,6.0,-18.879,119.0,119.0
2007-08-01,-1.339,6.0,6.0,-25.488,161.0,161.0
2007-09-01,-0.894,6.0,6.0,-16.748,106.0,106.0
2007-10-01,-2.8920000000000003,18.0,18.0,-15.822000000000001,100.0,100.0
2007-11-01,-4.281000000000001,24.0,24.0,-9.695,61.0,61.0
2007-12-01,-1.0490000000000002,6.0,6.0,-12.132000000000001,76.0,76.0
2008-01-01,0.597,6.0,6.0,13.455,154.0,154.0
2008-02-01,3.859,42.0,42.0,10.028,114.0,114.0
2008-03-01,3.6420000000000003,42.0,42.0,9.741,111.0,111.0
2008-04-01,2.599,30.0,30.0,10.851,124.0,124.0
2008-05-01,3.0940000000000003,36.0,36.0,10.499,120.0,120.0
2008-06-01,0.20500000000000002,0.0,0.0,16.256,185.0,185.0
2008-07-01,1.318,18.0,18.0,18.556,211.0,211.0
2008-08-01,0.65,6.0,6.0,19.052,217.0,217.0
2008-09-01,2.7430000000000003,30.0,30.0,12.925,147.0,147.0
2008-10-01,0.42200000000000004,6.0,6.0,13.183,150.0,150.0
2008-11-01,1.608,18.0,18.0,10.211,116.0,116.0
2008-12-01,0.331,6.0,6.0,13.515,154.0,154.0
2009-01-01,8.405,93.0,93.0,20.057000000000002,219.0,219.0
2009-02-01,2.994,31.0,31.0,18.305,199.0,199.0
2009-03-01,0.475,6.0,6.0,20.402,222.0,222.0
2009-04-01,0.924,12.0,12.0,15.947000000000001,174.0,174.0
2009-05-01,3.444,37.0,37.0,18.279,199.0,199.0
2009-06-01,2.741,31.0,31.0,26.541,288.0,288.0
2009-07-01,1.7670000000000001,19.0,19.0,28.879,314.0,314.0
2009-08-01,1.85,19.0,19.0,28.775,312.0,312.0
2009-09-01,1.8270000000000002,19.0,19.0,21.346,232.0,232.0
2009-10-01,0.299,6.0,6.0,12.579,136.0,136.0
2009-11-01,5.23,56.0,56.0,12.16,132.0,132.0
2009-12-01,3.1180000000000003,31.0,31.0,19.036,207.0,207.0
2010-01-01,-6.756,31.0,31.0,-66.093,245.0,245.0
2010-02-01,-12.134,43.0,43.0,-53.193000000000005,198.0,198.0
2010-03-01,-0.34,0.0,0.0,-39.54,147.0,147.0
2010-04-01,-1.474,6.0,6.0,-47.266000000000005,176.0,176.0
