measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2007-10-01,31067.252,395407.0,395407.0,39.748000000000005,506.0,506.0
2007-11-01,31712.298,401961.0,401961.0,5.702,72.0,72.0
2007-12-01,18106.075,249486.0,249486.0,30.925,426.0,426.0
2008-01-01,12449.457,180377.0,180377.0,1.5430000000000001,22.0,22.0
2008-02-01,10440.968,162286.0,162286.0,150.032,2332.0,2332.0
2008-03-01,27430.538,361248.0,361248.0,47.462,625.0,625.0
2008-04-01,25799.949,358056.0,358056.0,50.051,695.0,695.0
2008-05-01,30190.879,390884.0,390884.0,6.121,79.0,79.0
2008-06-01,23647.004,275101.0,275101.0,138.996,1617.0,1617.0
2008-07-01,29072.094,374191.0,374191.0,63.906000000000006,823.0,823.0
2008-08-01,34739.99,444941.0,444941.0,13.01,167.0,167.0
2008-09-01,27472.679,360638.0,360638.0,34.321000000000005,451.0,451.0
2008-10-01,23559.335,297526.0,297526.0,69.665,880.0,880.0
2008-11-01,28592.315000000002,353339.0,353339.0,58.685,725.0,725.0
2008-12-01,32053.97,394365.0,394365.0,27.03,333.0,333.0
2009-01-01,32978.441,395561.0,395561.0,2.559,31.0,31.0
2009-02-01,25504.838,305616.0,305616.0,11.162,134.0,134.0
2009-03-01,16089.356,204290.0,204290.0,38.644,491.0,491.0
2009-04-01,8558.986,124478.0,124478.0,58.014,844.0,844.0
2009-05-01,9284.286,135064.0,135064.0,26.714000000000002,389.0,389.0
2009-06-01,14528.506000000001,197042.0,197042.0,104.494,1417.0,1417.0
2009-07-01,28420.42,363511.0,363511.0,6.58,84.0,84.0
2009-08-01,26764.007,333535.0,333535.0,12.993,162.0,162.0
2009-09-01,15716.944,191435.0,191435.0,39.056000000000004,476.0,476.0
2009-10-01,2192.9610000000002,29284.0,29284.0,123.039,1643.0,1643.0
2009-11-01,13964.266,173324.0,173324.0,166.734,2069.0,2069.0
2009-12-01,18122.37,210531.0,210531.0,60.63,704.0,704.0
2010-01-01,28191.599000000002,361250.0,361250.0,93.40100000000001,1197.0,1197.0
2010-02-01,25626.614,318718.0,318718.0,37.386,465.0,465.0
2010-03-01,17847.692,204227.0,204227.0,31.308,358.0,358.0
2010-04-01,728.596,9738.0,9738.0,67.404,901.0,901.0
2010-05-01,20923.165,261751.0,261751.0,73.83500000000001,924.0,924.0
2010-06-01,20791.88,264610.0,264610.0,65.12,829.0,829.0
2010-07-01,32182.833,412267.0,412267.0,30.167,386.0,386.0
2010-08-01,31647.356,403135.0,403135.0,19.644000000000002,250.0,250.0
2010-09-01,4714.63,61263.0,61263.0,31.37,408.0,408.0
2010-10-01,6783.536,83902.0,83902.0,160.464,1985.0,1985.0
2010-11-01,3451.406,45294.0,45294.0,43.594,572.0,572.0
2010-12-01,11160.210000000001,131605.0,131605.0,50.79,599.0,599.0
2011-01-01,22305.756,263077.0,263077.0,5.244,62.0,62.0
2011-02-01,18671.319,219446.0,219446.0,14.681,173.0,173.0
2011-03-01,21159.98,247687.0,247687.0,13.02,152.0,152.0
2011-04-01,390.858,7305.0,7305.0,1.142,21.0,21.0
2011-05-01,5752.42,75303.0,75303.0,108.58,1421.0,1421.0
2011-06-01,4828.512,62178.0,62178.0,105.488,1358.0,1358.0
2011-07-01,32515.072,411374.0,411374.0,47.928,606.0,606.0
2011-08-01,25967.235,327643.0,327643.0,48.765,615.0,615.0
2011-09-01,2002.833,27065.0,27065.0,2.167,29.0,29.0
2011-10-01,0.0,0.0,0.0,0.0,130.0,130.0
2011-11-01,0.0,0.0,0.0,0.0,113.0,113.0
2011-12-01,6496.179,81666.0,81666.0,80.821,1016.0,1016.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,17300.216,227785.0,227785.0,123.784,1630.0,1630.0
2012-07-01,29528.326,404520.0,404520.0,37.674,516.0,516.0
2012-08-01,18360.341,247564.0,247564.0,105.659,1425.0,1425.0
2012-09-01,8992.25,113363.0,113363.0,24.75,312.0,312.0
2012-10-01,5453.876,83820.0,83820.0,91.124,1400.0,1400.0
2012-11-01,17865.383,217707.0,217707.0,39.617,483.0,483.0
2012-12-01,11884.96,146229.0,146229.0,143.04,1760.0,1760.0
2013-01-01,20480.028,226050.0,226050.0,6.972,77.0,77.0
2013-02-01,20072.493,233003.0,233003.0,1.507,17.0,17.0
2013-03-01,21038.003,256281.0,256281.0,5.997,73.0,73.0
2013-04-01,9782.146,123375.0,123375.0,41.854,528.0,528.0
2013-05-01,6190.044,81745.0,81745.0,132.956,1756.0,1756.0
2013-06-01,19876.364,249828.0,249828.0,80.636,1014.0,1014.0
2013-07-01,15553.061,194803.0,194803.0,105.939,1327.0,1327.0
2013-08-01,21646.647,259335.0,259335.0,3.353,40.0,40.0
2013-09-01,19601.517,236944.0,236944.0,48.483,586.0,586.0
2013-10-01,20178.644,247211.0,247211.0,19.356,237.0,237.0
2013-11-01,1050.854,14808.0,14808.0,9.146,129.0,129.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0
