measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2003-01-01,26250.0,305854.0,305854.0,208.0,2562.0,2562.0
2003-02-01,28886.0,338652.0,338652.0,8.0,102.0,102.0
2003-03-01,23957.0,291732.0,291732.0,2.0,26.0,26.0
2003-04-01,28095.0,348401.0,348401.0,59.0,774.0,774.0
2003-05-01,29654.0,372484.0,372484.0,10.0,133.0,133.0
2003-06-01,26973.0,333508.0,333508.0,505.0,6724.0,6724.0
2003-07-01,28893.0,361713.0,361713.0,179.0,2417.0,2417.0
2003-08-01,33855.0,420267.0,420267.0,81.0,1095.0,1095.0
2003-09-01,19709.0,248318.0,248318.0,284.0,3883.0,3883.0
2003-10-01,20917.0,253103.0,253103.0,44.0,580.0,580.0
2003-11-01,28757.0,353903.0,353903.0,15.0,207.0,207.0
2003-12-01,21033.0,242440.0,242440.0,11.0,150.0,150.0
2004-01-01,30055.05,351814.0,351814.0,75.40100000000001,882.0,882.0
2004-02-01,26493.727,310126.0,310126.0,38.473,450.0,450.0
2004-03-01,45921.273,537538.0,537538.0,40.012,468.0,468.0
2004-04-01,28374.755,332145.0,332145.0,43.221000000000004,506.0,506.0
2004-05-01,21566.347,252448.0,252448.0,28.638,335.0,335.0
2004-06-01,30426.686,356164.0,356164.0,38.288000000000004,448.0,448.0
2004-07-01,30684.183,359178.0,359178.0,44.463,520.0,520.0
2004-08-01,30835.675,360951.0,360951.0,32.745,383.0,383.0
2004-09-01,24323.275999999998,284719.0,284719.0,29.8,349.0,349.0
2004-10-01,17641.353,206503.0,206503.0,36.791000000000004,431.0,431.0
2004-11-01,18945.899,221774.0,221774.0,16.643,195.0,195.0
2004-12-01,9188.777,107561.0,107561.0,44.523,521.0,521.0
2005-01-01,32287.6,392136.01,392136.01,45.449000000000005,615.36,615.36
2005-02-01,28111.717,341419.51,341419.51,36.36,492.29,492.29
2005-03-01,29165.828999999998,354221.8,354221.8,50.456,683.15,683.15
2005-04-01,25992.491,315681.29,315681.29,47.895,648.49,648.49
2005-05-01,28534.529000000002,346554.59,346554.59,45.799,620.11,620.11
2005-06-01,31781.548,385989.95,385989.95,86.456,1170.58,1170.58
2005-07-01,33596.459,408032.22,408032.22,113.815,1541.02,1541.02
2005-08-01,33970.252,412571.98,412571.98,113.06400000000001,1530.85,1530.85
2005-09-01,31130.904,378087.81,378087.81,68.453,926.83,926.83
2005-10-01,29397.308,357033.14,357033.14,48.537,657.18,657.18
2005-11-01,28661.013,348090.76,348090.76,42.539,575.96,575.96
2005-12-01,32008.35,388744.48,388744.48,53.177,720.0,720.0
2006-01-01,31319.853,410930.0,410930.0,18.864,275.0,275.0
2006-02-01,29828.722,391366.0,391366.0,21.324,311.0,311.0
2006-03-01,30479.435,399903.0,399903.0,28.099,410.0,410.0
2006-04-01,25931.212,340229.0,340229.0,23.253,339.0,339.0
2006-05-01,27712.164,363595.0,363595.0,30.63,447.0,447.0
2006-06-01,30021.971,393901.0,393901.0,39.455,575.0,575.0
2006-07-01,34149.938,448062.0,448062.0,70.604,1030.0,1030.0
2006-08-01,34396.348,451295.0,451295.0,62.738,915.0,915.0
2006-09-01,28579.214,374971.0,374971.0,36.904,538.0,538.0
2006-10-01,29560.696,387849.0,387849.0,39.974000000000004,583.0,583.0
2006-11-01,29228.335,383488.0,383488.0,26.874000000000002,392.0,392.0
2006-12-01,31642.11,415158.0,415158.0,27.281000000000002,398.0,398.0
2007-01-01,33339.489,425159.0,425159.0,7.511,96.0,96.0
2007-02-01,26323.888,328537.0,328537.0,2.112,26.0,26.0
2007-03-01,17575.975,221925.0,221925.0,35.025,442.0,442.0
2007-04-01,19559.746,258585.0,258585.0,59.254000000000005,783.0,783.0
2007-05-01,31314.204,399360.0,399360.0,14.796000000000001,189.0,189.0
2007-06-01,32762.503,421351.0,421351.0,3.4970000000000003,45.0,45.0
2007-07-01,34148.929000000004,454160.0,454160.0,3.071,41.0,41.0
2007-08-01,33480.542,445938.0,445938.0,12.458,166.0,166.0
2007-09-01,23599.071,324154.0,324154.0,5.929,81.0,81.0
