measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,1358.346,13432.0,13432.0
2003-02-01,1253.271,12393.0,12393.0
2003-03-01,1381.58,13662.0,13662.0
2003-04-01,1306.54,12920.0,12920.0
2003-05-01,1495.9660000000001,14793.0,14793.0
2003-06-01,1558.6470000000002,15413.0,15413.0
2003-07-01,2001.161,19789.0,19789.0
2003-08-01,1880.0210000000002,18591.0,18591.0
2003-09-01,1717.9830000000002,16989.0,16989.0
2003-10-01,1616.7730000000001,15988.0,15988.0
2003-11-01,1368.598,13534.0,13534.0
2003-12-01,1453.117,14369.0,14369.0
2004-01-01,1630.999,15899.0,15899.0
2004-02-01,1475.2910000000002,14381.0,14381.0
2004-03-01,1462.566,14257.0,14257.0
2004-04-01,1381.5890000000002,13467.0,13467.0
2004-05-01,1518.374,14801.0,14801.0
2004-06-01,1383.576,13487.0,13487.0
2004-07-01,1556.68,15174.0,15174.0
2004-08-01,1552.998,15138.0,15138.0
2004-09-01,1512.626,14745.0,14745.0
2004-10-01,1367.439,13330.0,13330.0
2004-11-01,1478.276,14410.0,14410.0
2004-12-01,1506.585,14686.0,14686.0
2005-01-01,2402.034,21609.12,21609.12
2005-02-01,2168.0860000000002,19504.49,19504.49
2005-03-01,2339.804,21049.29,21049.29
2005-04-01,2351.041,21150.39,21150.39
2005-05-01,2582.163,23229.59,23229.59
2005-06-01,3316.6380000000004,29837.06,29837.06
2005-07-01,4247.0160000000005,38206.91,38206.91
2005-08-01,4401.261,39594.52,39594.52
2005-09-01,3319.49,29862.72,29862.72
2005-10-01,2576.5660000000003,23179.24,23179.24
2005-11-01,2298.9120000000003,20681.42,20681.42
2005-12-01,2622.99,23596.89,23596.89
2006-01-01,1044.233,10103.0,10103.0
2006-02-01,1238.8870000000002,11986.0,11986.0
2006-03-01,1413.065,13671.0,13671.0
2006-04-01,1580.544,15291.0,15291.0
2006-05-01,1830.664,17711.0,17711.0
2006-06-01,2332.764,22569.0,22569.0
2006-07-01,2932.7940000000003,28374.0,28374.0
2006-08-01,2969.78,28732.0,28732.0
2006-09-01,2020.645,19549.0,19549.0
2006-10-01,1829.515,17700.0,17700.0
2006-11-01,1358.7,13145.0,13145.0
2006-12-01,1416.41,13703.0,13703.0
2007-01-01,1805.611,18435.0,18435.0
2007-02-01,1642.403,16768.0,16768.0
2007-03-01,1519.2640000000001,15512.0,15512.0
2007-04-01,1512.2340000000002,15439.0,15439.0
2007-05-01,1686.7720000000002,17222.0,17222.0
2007-06-01,1994.333,20362.0,20362.0
2007-07-01,2716.7160000000003,27737.0,27737.0
2007-08-01,3011.755,30750.0,30750.0
2007-09-01,2373.325,24232.0,24232.0
2007-10-01,2249.2090000000003,22964.0,22964.0
2007-11-01,2138.428,21833.0,21833.0
2007-12-01,2382.951,24330.0,24330.0
2008-01-01,3171.4190000000003,31833.0,31833.0
2008-02-01,2657.3520000000003,26672.0,26672.0
2008-03-01,2493.916,25032.0,25032.0
2008-04-01,2837.042,28476.0,28476.0
2008-05-01,2255.0150000000003,22634.0,22634.0
2008-06-01,2468.128,24773.0,24773.0
2008-07-01,3232.779,32447.0,32447.0
2008-08-01,3782.003,37961.0,37961.0
2008-09-01,3406.38,34190.0,34190.0
2008-10-01,3175.647,31874.0,31874.0
2008-11-01,2765.592,27759.0,27759.0
2008-12-01,3093.7270000000003,31052.0,31052.0
2009-01-01,2581.871,27043.0,27043.0
2009-02-01,2375.6220000000003,24883.0,24883.0
2009-03-01,2210.5060000000003,23154.0,23154.0
2009-04-01,1898.8670000000002,19889.0,19889.0
2009-05-01,1929.2,20207.0,20207.0
2009-06-01,1788.0220000000002,18728.0,18728.0
2009-07-01,3271.7290000000003,34269.0,34269.0
2009-08-01,3354.898,35140.0,35140.0
2009-09-01,3515.6760000000004,36825.0,36825.0
2009-10-01,2749.2070000000003,28796.0,28796.0
2009-11-01,2510.617,26297.0,26297.0
2009-12-01,2881.7850000000003,30185.0,30185.0
2010-01-01,2569.516,26882.0,26882.0
2010-02-01,2372.262,24819.0,24819.0
2010-03-01,2526.284,26431.0,26431.0
2010-04-01,2127.9030000000002,22262.0,22262.0
2010-05-01,1549.8880000000001,16215.0,16215.0
2010-06-01,1446.768,15136.0,15136.0
2010-07-01,2388.4320000000002,24989.0,24989.0
2010-08-01,2819.237,29496.0,29496.0
2010-09-01,2612.4320000000002,27332.0,27332.0
2010-10-01,2932.859,30684.0,30684.0
2010-11-01,2469.7470000000003,25839.0,25839.0
2010-12-01,2313.672,24206.0,24206.0
2011-01-01,1243.279,13795.0,13795.0
2011-02-01,1225.975,13605.0,13605.0
2011-03-01,975.179,10822.0,10822.0
2011-04-01,830.917,9221.0,9221.0
2011-05-01,741.368,8227.0,8227.0
2011-06-01,825.048,9155.0,9155.0
2011-07-01,1322.752,14678.0,14678.0
2011-08-01,1624.021,18022.0,18022.0
2011-09-01,1648.634,18295.0,18295.0
2011-10-01,1320.405,14652.0,14652.0
2011-11-01,1301.754,14445.0,14445.0
2011-12-01,1693.668,18794.0,18794.0
2012-01-01,3587.075,41143.0,41143.0
2012-02-01,3586.803,41141.0,41141.0
2012-03-01,3411.481,39130.0,39130.0
2012-04-01,3160.824,36256.0,36256.0
2012-05-01,3138.761,36003.0,36003.0
2012-06-01,3322.91,38115.0,38115.0
2012-07-01,3929.948,45078.0,45078.0
2012-08-01,5174.869,59357.0,59357.0
2012-09-01,4701.068,53923.0,53923.0
2012-10-01,4350.085,49896.0,49896.0
2012-11-01,3755.944,43082.0,43082.0
2012-12-01,3543.232,40642.0,40642.0
2013-01-01,3005.244,32702.0,32702.0
2013-02-01,2768.315,30122.0,30122.0
2013-03-01,2669.868,29051.0,29051.0
2013-04-01,2297.437,24998.0,24998.0
2013-05-01,2426.269,26401.0,26401.0
2013-06-01,2870.449,31234.0,31234.0
2013-07-01,3642.276,39632.0,39632.0
2013-08-01,3714.62,40419.0,40419.0
2013-09-01,3705.335,40318.0,40318.0
2013-10-01,3215.044,34983.0,34983.0
2013-11-01,3171.223,34507.0,34507.0
2013-12-01,3692.92,40183.0,40183.0
2014-01-01,2303.935,29381.0,29381.0
