measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,2631.456,19002.0,38515.0
2003-02-01,2376.478,17161.0,34783.0
2003-03-01,2438.237,17607.0,35687.0
2003-04-01,2200.68,15892.0,32210.0
2003-05-01,2226.3940000000002,16077.0,32586.0
2003-06-01,2469.473,17833.0,36144.0
2003-07-01,2870.857,20731.0,42019.0
2003-08-01,2914.4480000000003,21046.0,42657.0
2003-09-01,2456.998,17743.0,35962.0
2003-10-01,2354.454,17002.0,34461.0
2003-11-01,2312.571,16700.0,33848.0
2003-12-01,2609.954,18847.0,38200.0
2004-01-01,557.9680000000001,3020.39,9895.97
2004-02-01,438.53900000000004,2373.9,7777.83
2004-03-01,681.7560000000001,3690.49,12091.46
2004-04-01,749.4290000000001,4056.82,13291.69
2004-05-01,1465.594,7933.57,25993.41
2004-06-01,2020.586,10937.84,35836.6
2004-07-01,2297.215,12435.3,40742.83
2004-08-01,2715.385,14698.94,48159.37
2004-09-01,1878.577,10169.12,33317.97
2004-10-01,1048.45,5675.48,18595.05
2004-11-01,1090.679,5904.07,19344.0
2004-12-01,1335.5810000000001,7229.78,23687.54
2005-01-01,433.808,2348.29,6139.18
2005-02-01,384.582,2081.82,5442.55
2005-03-01,458.93100000000004,2484.29,6494.73
2005-04-01,470.517,2547.01,6658.69
2005-05-01,381.702,2066.23,5401.79
2005-06-01,649.388,3515.27,9190.05
2005-07-01,836.8280000000001,4529.92,11842.67
2005-08-01,894.6940000000001,4843.16,12661.58
2005-09-01,591.8480000000001,3203.8,8375.75
2005-10-01,409.29400000000004,2215.59,5792.27
2005-11-01,367.38800000000003,1988.74,5199.21
2005-12-01,396.93800000000005,2148.71,5617.41
2006-01-01,308.178,1668.23,4235.24
2006-02-01,307.279,1663.36,4222.89
2006-03-01,335.225,1814.64,4606.95
2006-04-01,281.845,1525.69,3873.35
2006-05-01,273.409,1480.02,3757.42
2006-06-01,349.743,1893.23,4806.47
2006-07-01,523.763,2835.24,7197.99
2006-08-01,493.108,2669.3,6776.71
2006-09-01,349.762,1893.33,4806.72
2006-10-01,390.071,2111.53,5360.68
2006-11-01,335.51300000000003,1816.2,4610.9
2006-12-01,327.844,1774.68,4505.5
2007-01-01,257.17,1432.0,3716.0
2007-02-01,235.61200000000002,1311.0,3404.0
2007-03-01,340.80100000000004,1897.0,4924.0
2007-04-01,278.85900000000004,1552.0,4029.0
2007-05-01,335.014,1864.0,4841.0
2007-06-01,413.27,2300.0,5972.0
2007-07-01,479.764,2671.0,6932.0
2007-08-01,562.31,3130.0,8126.0
2007-09-01,412.105,2294.0,5954.0
2007-10-01,335.766,1868.0,4851.0
2007-11-01,269.49,1500.0,3894.0
2007-12-01,287.839,1602.0,4159.0
2008-01-01,157.362,880.0,2258.0
2008-02-01,143.56900000000002,803.0,2061.0
2008-03-01,166.525,932.0,2391.0
2008-04-01,154.70000000000002,866.0,2221.0
2008-05-01,151.02,845.0,2168.0
2008-06-01,221.542,1239.0,3181.0
2008-07-01,282.471,1580.0,4055.0
2008-08-01,227.52200000000002,1273.0,3266.0
2008-09-01,211.848,1185.0,3041.0
2008-10-01,193.175,1081.0,2773.0
2008-11-01,167.506,937.0,2405.0
2008-12-01,155.76,871.0,2236.0
2009-01-01,118.95,662.0,963.0
2009-02-01,113.135,630.0,916.0
2009-03-01,134.704,750.0,1091.0
2009-04-01,133.50400000000002,743.0,1080.0
2009-05-01,126.476,704.0,1024.0
2009-06-01,134.55100000000002,749.0,1090.0
2009-07-01,162.901,907.0,1319.0
2009-08-01,198.386,1104.0,1606.0
2009-09-01,136.201,758.0,1103.0
2009-10-01,122.01400000000001,679.0,988.0
2009-11-01,121.95,679.0,988.0
2009-12-01,127.22800000000001,708.0,1030.0
2010-01-01,261.206,1414.0,3040.0
2010-02-01,247.46200000000002,1340.0,2881.0
2010-03-01,252.03900000000002,1364.0,2933.0
2010-04-01,270.7,1465.0,3151.0
2010-05-01,293.373,1588.0,3414.0
2010-06-01,384.339,2081.0,4473.0
2010-07-01,523.37,2833.0,6092.0
2010-08-01,472.137,2556.0,5496.0
2010-09-01,425.95,2306.0,4958.0
2010-10-01,316.147,1711.0,3680.0
2010-11-01,332.946,1802.0,3876.0
2010-12-01,298.111,1614.0,3470.0
2011-01-01,85.33,481.0,1342.0
2011-02-01,78.263,442.0,1231.0
2011-03-01,97.334,549.0,1532.0
2011-04-01,86.086,486.0,1354.0
2011-05-01,93.337,527.0,1468.0
2011-06-01,110.253,622.0,1735.0
2011-07-01,161.18,909.0,2536.0
2011-08-01,138.098,779.0,2172.0
2011-09-01,112.27,633.0,1766.0
2011-10-01,104.143,588.0,1638.0
2011-11-01,92.575,522.0,1456.0
2011-12-01,101.131,571.0,1590.0
2012-01-01,266.601,1414.0,3699.0
2012-02-01,255.226,1354.0,3542.0
2012-03-01,247.04,1311.0,3427.0
2012-04-01,269.052,1427.0,3734.0
2012-05-01,333.149,1767.0,4622.0
2012-06-01,378.417,2007.0,5250.0
2012-07-01,489.85,2599.0,6797.0
2012-08-01,430.256,2282.0,5970.0
2012-09-01,323.782,1718.0,4492.0
2012-10-01,306.034,1623.0,4246.0
2012-11-01,304.792,1617.0,4229.0
2012-12-01,280.801,1490.0,3897.0
2013-01-01,116.863,620.0,1673.0
2013-02-01,119.81,636.0,1716.0
2013-03-01,124.641,661.0,1785.0
2013-04-01,103.439,549.0,1481.0
2013-05-01,121.434,644.0,1739.0
2013-06-01,141.309,750.0,2024.0
2013-07-01,205.189,1089.0,2939.0
2013-08-01,152.042,807.0,2177.0
2013-09-01,119.699,635.0,1714.0
2013-10-01,102.595,544.0,1469.0
2013-11-01,110.248,585.0,1579.0
2013-12-01,127.731,678.0,1829.0
2014-01-01,32.186,171.0,442.0
2014-02-01,36.447,193.0,503.0
2014-03-01,38.715,205.0,534.0
2014-04-01,32.036,170.0,442.0
2014-05-01,34.514,183.0,476.0
2014-06-01,45.383,241.0,625.0
2014-07-01,53.184,282.0,733.0
2014-08-01,48.69,258.0,671.0
2014-09-01,45.384,241.0,625.0
2014-10-01,38.24,203.0,527.0
2014-11-01,36.016,191.0,496.0
2014-12-01,39.205,208.0,541.0
2015-01-01,259.901,1379.0,3538.0
2015-02-01,217.362,1153.0,2957.0
2015-03-01,298.439,1583.0,4060.0
2015-04-01,217.049,1151.0,2953.0
2015-05-01,296.592,1573.0,4036.0
2015-06-01,292.694,1553.0,3982.0
2015-07-01,387.521,2056.0,5273.0
2015-08-01,390.203,2070.0,5309.0
2015-09-01,353.005,1873.0,4803.0
2015-10-01,293.811,1559.0,3997.0
2015-11-01,238.821,1267.0,3250.0
2015-12-01,230.602,1223.0,3137.0
2016-01-01,498.133,2682.0,7803.0
2016-02-01,472.687,2545.0,7404.0
2016-03-01,517.188,2785.0,8102.0
2016-04-01,544.536,2932.0,8529.0
2016-05-01,615.498,3314.0,9642.0
2016-06-01,698.703,3762.0,10945.0
2016-07-01,906.446,4880.0,14199.0
2016-08-01,978.461,5268.0,15326.0
2016-09-01,708.578,3815.0,11099.0
2016-10-01,516.951,2783.0,8097.0
2016-11-01,471.06,2536.0,7379.0
2016-12-01,547.759,2949.0,8580.0
2018-01-01,110.658,567.0,1569.0
2018-02-01,96.284,493.0,1367.0
