measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,225.0,768.0,768.0
2024-02-01,159.0,543.0,543.0
2024-03-01,523.0,1784.0,1784.0
2024-04-01,743.0,2535.0,2535.0
2024-05-01,748.0,2552.0,2552.0
2024-06-01,930.0,3173.0,3173.0
2024-07-01,955.0,3258.0,3258.0
2024-08-01,711.0,2426.0,2426.0
2024-09-01,907.0,3095.0,3095.0
2024-10-01,648.0,2211.0,2211.0
2024-11-01,582.0,1986.0,1986.0
2024-12-01,288.0,983.0,983.0
