measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,,,,661.0,6786.0,6786.0
2003-02-01,,,,0.0,0.0,0.0
2003-03-01,,,,546.0,5559.0,5559.0
2003-04-01,,,,2034.0,21893.0,21893.0
2003-05-01,,,,1596.0,17350.0,17350.0
2003-06-01,,,,1361.0,14755.0,14755.0
2003-07-01,,,,2381.0,26667.0,26667.0
2003-08-01,,,,4795.0,51412.0,51412.0
2003-09-01,,,,1249.0,13671.0,13671.0
2003-10-01,,,,8556.0,87177.0,87177.0
2003-11-01,,,,8513.0,86113.0,86113.0
2003-12-01,,,,9539.0,97423.0,97423.0
2004-01-01,,,,3966.76,40730.0,40730.0
2004-02-01,,,,3237.813,33245.0,33245.0
2004-03-01,,,,2403.594,24680.0,24680.0
2004-04-01,,,,7417.3330000000005,76160.0,76160.0
2004-05-01,,,,19572.557,200969.0,200969.0
2004-06-01,,,,10383.565,106617.0,106617.0
2004-07-01,,,,19103.052,196148.0,196148.0
2004-08-01,,,,16531.849000000002,169747.0,169747.0
2004-09-01,,,,7170.406,73625.0,73625.0
2004-10-01,,,,1261.61,12954.0,12954.0
2004-11-01,,,,1091.636,11209.0,11209.0
2004-12-01,,,,2301.824,23635.0,23635.0
2005-01-01,0.0,0.0,0.0,4897.408,51142.42,51142.42
2005-02-01,0.0,0.0,0.0,4341.679,45339.08,45339.08
2005-03-01,0.0,0.0,0.0,5181.033,54104.24,54104.24
2005-04-01,0.0,0.0,0.0,5311.83,55470.12,55470.12
2005-05-01,0.0,0.0,0.0,4309.166,44999.55,44999.55
2005-06-01,0.0,0.0,0.0,7331.164000000001,76557.52,76557.52
2005-07-01,0.0,0.0,0.0,9447.236,98655.14,98655.14
2005-08-01,0.0,0.0,0.0,10100.509,105477.11,105477.11
2005-09-01,0.0,0.0,0.0,6681.579000000001,69774.07,69774.07
2005-10-01,0.0,0.0,0.0,4620.66,48252.41,48252.41
2005-11-01,0.0,0.0,0.0,4147.564,43311.98,43311.98
2005-12-01,0.0,0.0,0.0,4481.171,46795.76,46795.76
2006-01-01,0.0,0.0,0.0,1387.8,14207.0,14207.0
2006-02-01,0.0,0.0,0.0,1568.7810000000002,16060.0,16060.0
2006-03-01,0.0,0.0,0.0,2067.277,21163.0,21163.0
2006-04-01,0.0,0.0,0.0,1710.745,17513.0,17513.0
2006-05-01,0.0,0.0,0.0,2253.4880000000003,23069.0,23069.0
2006-06-01,0.0,0.0,0.0,2902.7490000000003,29716.0,29716.0
2006-07-01,0.0,0.0,0.0,5194.37,53176.0,53176.0
2006-08-01,0.0,0.0,0.0,4615.656,47251.0,47251.0
2006-09-01,0.0,0.0,0.0,2715.023,27794.0,27794.0
2006-10-01,0.0,0.0,0.0,2940.9080000000004,30107.0,30107.0
2006-11-01,0.0,0.0,0.0,1977.1480000000001,20240.0,20240.0
2006-12-01,0.0,0.0,0.0,2007.054,20547.0,20547.0
2007-01-01,,,,1423.835,14531.0,14531.0
2007-02-01,,,,1523.91,15552.0,15552.0
