measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,249.695,2599.0,2599.0,43.856,355.0,355.0
2003-02-01,230.12800000000001,2396.0,2396.0,40.42,328.0,328.0
2003-03-01,226.657,2359.0,2359.0,39.81,323.0,323.0
2003-04-01,227.65400000000002,2370.0,2370.0,39.985,324.0,324.0
2003-05-01,198.75900000000001,2069.0,2069.0,34.91,283.0,283.0
2003-06-01,240.17700000000002,2500.0,2500.0,42.185,342.0,342.0
2003-07-01,311.721,3245.0,3245.0,54.751000000000005,444.0,444.0
2003-08-01,309.836,3225.0,3225.0,54.42,441.0,441.0
2003-09-01,256.104,2666.0,2666.0,44.982,365.0,365.0
2003-10-01,283.85,2955.0,2955.0,49.856,404.0,404.0
2003-11-01,256.862,2674.0,2674.0,45.115,366.0,366.0
2003-12-01,254.55800000000002,2650.0,2650.0,44.711000000000006,362.0,362.0
2004-01-01,277.491,3047.0,3047.0,35.167,308.0,308.0
2004-02-01,167.303,1837.0,1837.0,35.167,308.0,308.0
2004-03-01,121.179,1331.0,1331.0,35.167,308.0,308.0
2004-04-01,121.94,1339.0,1339.0,35.167,308.0,308.0
2004-05-01,128.274,1408.0,1408.0,35.167,308.0,308.0
2004-06-01,131.04,1439.0,1439.0,35.167,308.0,308.0
2004-07-01,320.16,3515.0,3515.0,35.167,308.0,308.0
2004-08-01,316.53200000000004,3475.0,3475.0,35.167,308.0,308.0
2004-09-01,229.377,2519.0,2519.0,35.167,308.0,308.0
2004-10-01,159.917,1756.0,1756.0,35.167,308.0,308.0
2004-11-01,157.077,1725.0,1725.0,35.167,308.0,308.0
2004-12-01,258.711,2841.0,2841.0,35.167,308.0,308.0
2005-01-01,421.93100000000004,4210.87,4210.87,30.642000000000003,533.97,533.97
2005-02-01,144.96200000000002,1446.72,1446.72,24.514000000000003,427.18,427.18
2005-03-01,160.672,1603.51,1603.51,34.017,592.79,592.79
2005-04-01,194.62,1942.31,1942.31,32.291000000000004,562.71,562.71
2005-05-01,180.752,1803.91,1803.91,30.878,538.08,538.08
2005-06-01,234.59900000000002,2341.29,2341.29,58.289,1015.74,1015.74
