measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,70.361,875.0,875.0
2003-02-01,61.85,769.0,769.0
2003-03-01,61.784000000000006,769.0,769.0
2003-04-01,52.364000000000004,651.0,651.0
2003-05-01,57.017,709.0,709.0
2003-06-01,61.226000000000006,762.0,762.0
2003-07-01,68.685,854.0,854.0
2003-08-01,73.771,918.0,918.0
2003-09-01,62.905,783.0,783.0
2003-10-01,67.405,839.0,839.0
2003-11-01,64.664,804.0,804.0
2003-12-01,67.926,845.0,845.0
2004-01-01,0.681,7.0,7.0
2004-02-01,2.237,23.0,23.0
2004-03-01,1.264,13.0,13.0
2004-04-01,1.167,12.0,12.0
2004-05-01,2.431,25.0,25.0
2004-06-01,1.604,17.0,17.0
2004-07-01,0.729,8.0,8.0
2004-08-01,2.188,23.0,23.0
2004-09-01,8.946,93.0,93.0
2004-10-01,0.5830000000000001,6.0,6.0
2004-11-01,13.857000000000001,143.0,143.0
2004-12-01,1.3130000000000002,14.0,14.0
2005-01-01,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0
2006-01-01,17.981,180.0,180.0
2006-02-01,9.409,94.0,94.0
2006-03-01,7.904000000000001,79.0,79.0
2006-04-01,15.14,152.0,152.0
2006-05-01,14.152000000000001,142.0,142.0
2006-06-01,12.863000000000001,129.0,129.0
2006-07-01,18.632,187.0,187.0
2006-08-01,18.073,181.0,181.0
2006-09-01,8.303,83.0,83.0
2006-10-01,8.771,88.0,88.0
2006-11-01,10.328000000000001,104.0,104.0
2006-12-01,11.444,115.0,115.0
2007-01-01,12.558,104.0,104.0
2007-02-01,14.3,116.0,116.0
2007-03-01,11.918000000000001,98.0,98.0
2007-04-01,12.644,104.0,104.0
2007-05-01,13.021,104.0,104.0
2007-06-01,15.305,122.0,122.0
2007-07-01,11.967,98.0,98.0
2007-08-01,9.576,75.0,75.0
2007-09-01,9.071,75.0,75.0
2007-10-01,13.031,104.0,104.0
2007-11-01,10.7,87.0,87.0
2007-12-01,18.908,151.0,151.0
2008-01-01,6.128,58.0,58.0
2008-02-01,3.6990000000000003,41.0,41.0
2008-03-01,5.923,58.0,58.0
2008-04-01,4.397,46.0,46.0
2008-05-01,4.147,41.0,41.0
2008-06-01,7.089,75.0,75.0
2008-07-01,5.768000000000001,58.0,58.0
2008-08-01,5.987,64.0,64.0
2008-09-01,4.876,52.0,52.0
2008-10-01,5.3180000000000005,52.0,52.0
2008-11-01,4.591,46.0,46.0
2008-12-01,7.077,75.0,75.0
2009-01-01,1.0430000000000001,17.0,17.0
2009-02-01,0.923,12.0,12.0
2009-03-01,0.85,6.0,6.0
2009-04-01,0.69,6.0,6.0
2009-05-01,1.479,17.0,17.0
2009-06-01,1.1340000000000001,12.0,12.0
2009-07-01,0.737,6.0,6.0
2009-08-01,0.8190000000000001,6.0,6.0
2009-09-01,0.779,6.0,6.0
2009-10-01,0.747,6.0,6.0
2009-11-01,0.773,6.0,6.0
2009-12-01,1.026,12.0,12.0
2010-01-01,2.365,12.0,12.0
2010-02-01,1.5230000000000001,18.0,18.0
2010-03-01,1.9580000000000002,23.0,23.0
2010-04-01,1.47,18.0,18.0
2010-05-01,3.1060000000000003,35.0,35.0
2010-06-01,2.5660000000000003,29.0,29.0
2010-07-01,2.1630000000000003,23.0,23.0
2010-08-01,2.23,23.0,23.0
2010-09-01,1.82,18.0,18.0
2010-10-01,1.129,12.0,12.0
2010-11-01,1.497,18.0,18.0
2010-12-01,2.173,23.0,23.0
2011-01-01,11.594,128.0,128.0
2011-02-01,6.859,70.0,70.0
2011-03-01,6.297,64.0,64.0
2011-04-01,7.777,81.0,81.0
2011-05-01,7.765,81.0,81.0
2011-06-01,9.973,105.0,105.0
2011-07-01,6.417,70.0,70.0
2011-08-01,6.227,64.0,64.0
2011-09-01,3.75,41.0,41.0
2011-10-01,4.849,52.0,52.0
2011-11-01,8.25,87.0,87.0
2011-12-01,7.242,76.0,76.0
2012-01-01,12.368,123.0,123.0
2012-02-01,4.882,53.0,53.0
2012-03-01,5.313,53.0,53.0
2012-04-01,4.598,47.0,47.0
2012-05-01,4.504,47.0,47.0
2012-06-01,7.101,76.0,76.0
2012-07-01,9.163,93.0,93.0
2012-08-01,7.057,76.0,76.0
2012-09-01,5.444,58.0,58.0
2012-10-01,6.902,70.0,70.0
2012-11-01,7.738,82.0,82.0
2012-12-01,9.93,105.0,105.0
2013-01-01,5.179,52.0,52.0
2013-02-01,5.025,52.0,52.0
2013-03-01,4.983,52.0,52.0
2013-04-01,3.267,35.0,35.0
2013-05-01,6.903,75.0,75.0
2013-06-01,5.892,64.0,64.0
2013-07-01,8.463,87.0,87.0
2013-08-01,4.33,46.0,46.0
2013-09-01,5.798,64.0,64.0
2013-10-01,3.709,40.0,40.0
2013-11-01,5.023,52.0,52.0
2013-12-01,4.428,46.0,46.0
2014-01-01,3.11,35.0,35.0
2014-02-01,1.593,17.0,17.0
2014-03-01,1.522,17.0,17.0
2014-04-01,0.925,12.0,12.0
2014-05-01,0.885,12.0,12.0
2014-06-01,1.036,12.0,12.0
2014-07-01,0.685,6.0,6.0
2014-08-01,1.007,12.0,12.0
2014-09-01,0.432,6.0,6.0
2014-10-01,0.469,6.0,6.0
2014-11-01,0.614,6.0,6.0
2014-12-01,0.722,6.0,6.0
2015-01-01,12.883,145.0,145.0
2015-02-01,9.757,99.0,99.0
2015-03-01,10.994,110.0,110.0
2015-04-01,7.607,75.0,75.0
2015-05-01,11.944,122.0,122.0
2015-06-01,13.276,133.0,133.0
2015-07-01,14.287,145.0,145.0
2015-08-01,8.484,87.0,87.0
2015-09-01,6.631,70.0,70.0
2015-10-01,7.01,70.0,70.0
2015-11-01,10.375,104.0,104.0
2015-12-01,16.752,174.0,174.0
2016-01-01,11.53,122.0,122.0
2016-02-01,11.474,122.0,122.0
2016-03-01,11.903,127.0,127.0
2016-04-01,9.759,104.0,104.0
2016-05-01,15.604,162.0,162.0
2016-06-01,13.473,139.0,139.0
2016-07-01,12.22,127.0,127.0
2016-08-01,12.253,127.0,127.0
2016-09-01,8.589,93.0,93.0
2016-10-01,8.336,87.0,87.0
2016-11-01,15.546,162.0,162.0
2016-12-01,21.313,226.0,226.0
2017-01-01,7.909,87.0,87.0
2017-02-01,6.233,64.0,64.0
