measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,22.292,312.0,312.0
2021-02-01,21.678,305.0,305.0
2021-03-01,16.895,238.0,238.0
2021-04-01,19.246,270.0,270.0
2021-05-01,22.029,310.0,310.0
2021-06-01,29.985,421.0,421.0
2021-07-01,33.033,463.0,463.0
2021-08-01,33.687,473.0,473.0
2021-09-01,28.466,400.0,400.0
2021-10-01,24.087,338.0,338.0
2021-11-01,19.812,278.0,278.0
2021-12-01,20.79,292.0,292.0
2022-01-01,22.592,319.0,319.0
2022-02-01,20.112,286.0,286.0
2022-03-01,16.016,227.0,227.0
2022-04-01,16.695,236.0,236.0
2022-05-01,24.664,349.0,349.0
2022-06-01,30.023,426.0,426.0
2022-07-01,35.378,502.0,502.0
2022-08-01,35.562,504.0,504.0
2022-09-01,29.977,425.0,425.0
2022-10-01,23.168,329.0,329.0
2022-11-01,21.715,307.0,307.0
2022-12-01,24.098,342.0,342.0
2023-01-01,24.074,341.0,341.0
2023-02-01,22.708,322.0,322.0
2023-03-01,22.411,318.0,318.0
2023-04-01,21.644,307.0,307.0
2023-05-01,30.9,438.0,438.0
2023-06-01,35.696,506.0,506.0
2023-07-01,39.147,554.0,554.0
2023-08-01,43.088,611.0,611.0
2023-09-01,36.299,515.0,515.0
2023-10-01,26.794,379.0,379.0
2023-11-01,24.842,352.0,352.0
2023-12-01,26.397,374.0,374.0
2024-01-01,20.392,296.0,296.0
2024-02-01,14.078,205.0,205.0
2024-03-01,15.976,234.0,234.0
2024-04-01,15.01,220.0,220.0
2024-05-01,20.055,293.0,293.0
2024-06-01,22.626,331.0,331.0
2024-07-01,24.457,358.0,358.0
2024-08-01,27.634,404.0,404.0
2024-09-01,22.929,335.0,335.0
2024-10-01,19.862,290.0,290.0
2024-11-01,15.912,233.0,233.0
2024-12-01,17.069,250.0,250.0
