measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2014-09-01,2474.977,25722.0,25722.0
2014-10-01,2015.1,20942.0,20942.0
2014-11-01,2580.709,26821.0,26821.0
2014-12-01,1934.214,20101.0,20101.0
2015-01-01,1408.342,14242.0,14242.0
2015-02-01,2491.682,25199.0,25199.0
2015-03-01,3040.842,30752.0,30752.0
2015-04-01,2636.565,26664.0,26664.0
2015-05-01,2870.615,29031.0,29031.0
2015-06-01,4677.543,47304.0,47304.0
2015-07-01,8486.882,85828.0,85828.0
2015-08-01,5425.542,54869.0,54869.0
2015-09-01,3972.506,40174.0,40174.0
2015-10-01,1499.555,15166.0,15166.0
2015-11-01,1856.035,18770.0,18770.0
2015-12-01,1726.891,17464.0,17464.0
2016-01-01,925.243,9812.0,9812.0
2016-02-01,838.908,8894.0,8894.0
2016-03-01,1800.818,19091.0,19091.0
2016-04-01,2004.832,21254.0,21254.0
2016-05-01,3799.101,40276.0,40276.0
2016-06-01,5799.463,61483.0,61483.0
2016-07-01,5279.102,55966.0,55966.0
2016-08-01,5262.978,55795.0,55795.0
2016-09-01,4819.788,51097.0,51097.0
2016-10-01,2073.215,21979.0,21979.0
2016-11-01,2522.755,26745.0,26745.0
2016-12-01,2230.797,23650.0,23650.0
2017-01-01,1775.486,18888.0,18888.0
2017-02-01,1171.061,12457.0,12457.0
2017-03-01,2345.501,24950.0,24950.0
2017-04-01,2559.94,27231.0,27231.0
2017-05-01,1868.727,19878.0,19878.0
2017-06-01,3092.733,32898.0,32898.0
2017-07-01,4829.963,51378.0,51378.0
2017-08-01,2902.011,30869.0,30869.0
2017-09-01,2244.246,23873.0,23873.0
2017-10-01,3172.928,33751.0,33751.0
2017-11-01,2761.122,29371.0,29371.0
2017-12-01,2662.282,28319.0,28319.0
2018-01-01,1587.185,16795.0,16795.0
2018-02-01,1633.673,17288.0,17288.0
2018-03-01,1980.715,20960.0,20960.0
2018-04-01,1839.741,19468.0,19468.0
2018-05-01,2817.303,29812.0,29812.0
2018-06-01,2771.114,29324.0,29324.0
2018-07-01,3436.411,36364.0,36364.0
2018-08-01,2558.006,27068.0,27068.0
2018-09-01,2309.262,24437.0,24437.0
2018-10-01,1694.705,17933.0,17933.0
2018-11-01,1548.999,16391.0,16391.0
2018-12-01,1428.886,15120.0,15120.0
2019-01-01,1451.122,14506.0,14506.0
2019-02-01,1288.796,12882.0,12882.0
2019-03-01,1109.2,11087.0,11087.0
2019-04-01,946.898,9465.0,9465.0
2019-05-01,2569.656,25684.0,25684.0
2019-06-01,2501.197,25000.0,25000.0
2019-07-01,2756.385,27551.0,27551.0
2019-08-01,2993.556,29921.0,29921.0
2019-09-01,2226.508,22254.0,22254.0
2019-10-01,2409.855,24087.0,24087.0
2019-11-01,1325.142,13245.0,13245.0
2019-12-01,1562.685,15619.0,15619.0
2020-01-01,1778.569,21207.0,21207.0
2020-02-01,1500.416,17891.0,17891.0
2020-03-01,1289.347,15375.0,15375.0
2020-04-01,1108.617,13220.0,13220.0
2020-05-01,1024.427,12215.0,12215.0
2020-06-01,1581.419,18857.0,18857.0
2020-07-01,2306.356,27501.0,27501.0
2020-08-01,1615.89,19267.0,19267.0
2020-09-01,1091.536,13015.0,13015.0
2020-10-01,1213.078,14465.0,14465.0
2020-11-01,939.984,11209.0,11209.0
2020-12-01,1447.361,17259.0,17259.0
2021-01-01,3810.342,38900.0,38900.0
2021-02-01,3594.269,36695.0,36695.0
2021-03-01,5318.964,54303.0,54303.0
2021-04-01,5879.035,60021.0,60021.0
2021-05-01,2667.687,27235.0,27235.0
2021-06-01,4592.498,46886.0,46886.0
2021-07-01,5234.883,53444.0,53444.0
2021-08-01,5562.814,56792.0,56792.0
2021-09-01,4066.391,41515.0,41515.0
2021-10-01,3333.681,34034.0,34034.0
2021-11-01,3438.857,35109.0,35109.0
2021-12-01,4276.579,43660.0,43660.0
2022-01-01,9586.105,93419.0,93419.0
2022-02-01,9883.194,96314.0,96314.0
2022-03-01,9643.396,93977.0,93977.0
2022-04-01,5540.268,53991.0,53991.0
2022-05-01,9575.562,93316.0,93316.0
2022-06-01,10665.646,103939.0,103939.0
2022-07-01,14550.977,141802.0,141802.0
2022-08-01,14995.701,146137.0,146137.0
2022-09-01,9871.182,96197.0,96197.0
2022-10-01,12623.859,123022.0,123022.0
2022-11-01,13286.147,129476.0,129476.0
2022-12-01,10734.963,104615.0,104615.0
2023-01-01,4392.124,41845.0,41845.0
2023-02-01,4431.325,42218.0,42218.0
